age,job,marital,education,default,housing,loan,id
39,services,married,Basic,unknown,yes,yes,18300
39,blue-collar,single,Basic,no,yes,no,21650
26,unemployed,single,professional.course,no,no,no,27436
33,admin.,single,high.school,no,no,no,8156
37,technician,married,university.degree,no,no,no,26622
26,student,single,Basic,no,yes,no,32994
54,admin.,divorced,university.degree,no,yes,no,13531
32,admin.,single,university.degree,no,yes,no,8103
42,technician,married,high.school,no,no,no,7748
39,admin.,married,high.school,no,yes,no,29130
34,services,divorced,Basic,unknown,yes,no,36389
50,blue-collar,married,Basic,no,yes,no,40332
44,self-employed,married,Basic,no,yes,no,2557
31,entrepreneur,single,Basic,unknown,yes,no,4111
37,admin.,single,university.degree,no,yes,no,15704
49,admin.,married,university.degree,no,yes,no,29240
36,blue-collar,married,Basic,no,no,yes,39066
29,technician,single,university.degree,no,yes,no,14982
28,self-employed,single,university.degree,no,yes,yes,23938
30,technician,single,unknown,no,yes,yes,17567
47,blue-collar,married,Basic,unknown,unknown,unknown,35766
39,admin.,married,university.degree,no,no,no,39167
53,management,divorced,university.degree,no,unknown,unknown,14858
51,blue-collar,married,Basic,unknown,yes,no,29000
37,housemaid,married,high.school,unknown,no,yes,40376
37,admin.,divorced,university.degree,unknown,yes,no,40396
31,technician,married,high.school,no,yes,no,36883
56,technician,married,unknown,unknown,yes,no,36715
41,blue-collar,single,Basic,unknown,no,no,20692
41,admin.,divorced,high.school,no,no,no,36477
31,management,single,university.degree,no,yes,no,12708
31,blue-collar,married,Basic,no,yes,no,9456
53,blue-collar,married,Basic,no,no,no,5881
40,blue-collar,married,Basic,unknown,no,no,6210
54,blue-collar,single,unknown,no,yes,no,4001
44,technician,married,professional.course,unknown,yes,no,21474
28,admin.,single,high.school,no,no,no,706
58,retired,married,professional.course,no,yes,no,38915
32,services,married,high.school,no,unknown,unknown,32119
43,blue-collar,married,high.school,unknown,unknown,unknown,17468
39,technician,married,professional.course,no,no,no,3854
32,technician,married,professional.course,no,no,no,36665
42,blue-collar,married,Basic,no,yes,no,14855
41,self-employed,married,high.school,no,no,no,7429
30,blue-collar,single,Basic,no,yes,no,4178
27,self-employed,single,university.degree,no,yes,no,17670
49,blue-collar,married,Basic,unknown,no,no,10622
33,blue-collar,married,Basic,unknown,yes,no,25943
41,admin.,married,Basic,unknown,no,no,37325
45,blue-collar,single,Basic,no,yes,no,3316
43,services,divorced,high.school,no,no,no,11352
40,blue-collar,single,Basic,unknown,yes,no,9884
33,admin.,single,high.school,no,yes,no,30751
25,blue-collar,single,high.school,no,no,no,2117
30,technician,single,high.school,no,yes,no,30937
28,blue-collar,married,Basic,no,no,no,21630
51,entrepreneur,married,illiterate,no,no,no,17121
39,retired,single,Basic,unknown,yes,no,29777
35,admin.,divorced,university.degree,unknown,no,no,20541
48,technician,married,professional.course,yes,yes,no,22050
39,blue-collar,married,professional.course,no,no,no,13624
47,self-employed,married,university.degree,no,no,no,26083
47,management,married,Basic,unknown,no,no,39907
55,technician,married,professional.course,unknown,yes,no,13148
49,entrepreneur,married,high.school,no,no,no,34100
41,admin.,divorced,high.school,no,no,no,16391
52,blue-collar,married,Basic,no,yes,no,772
40,blue-collar,divorced,Basic,no,no,no,9885
55,services,married,high.school,unknown,yes,yes,5579
33,technician,single,professional.course,no,no,no,11348
30,entrepreneur,single,university.degree,no,yes,no,1944
43,blue-collar,married,Basic,no,yes,no,225
21,admin.,single,Basic,no,yes,yes,6230
20,student,single,unknown,no,no,no,5565
41,admin.,married,university.degree,no,no,yes,19194
42,technician,married,professional.course,no,no,no,23075
58,retired,married,professional.course,no,yes,no,32052
35,blue-collar,married,professional.course,no,yes,no,37184
51,blue-collar,married,Basic,no,yes,yes,21344
53,unknown,married,unknown,unknown,no,no,15579
36,admin.,married,high.school,no,yes,no,2269
29,services,married,high.school,no,no,no,23624
41,admin.,married,Basic,no,no,no,10912
59,entrepreneur,married,university.degree,unknown,no,no,8230
52,admin.,married,professional.course,no,no,no,39861
48,blue-collar,married,high.school,no,no,no,35785
57,blue-collar,married,Basic,no,yes,no,26560
26,entrepreneur,single,high.school,no,yes,no,10712
50,admin.,married,high.school,no,yes,no,39180
30,blue-collar,married,Basic,unknown,no,no,26271
45,blue-collar,married,Basic,unknown,yes,no,10224
58,retired,married,Basic,no,no,no,37951
32,services,married,high.school,no,no,yes,17153
25,technician,married,professional.course,no,yes,no,1568
35,services,married,high.school,no,no,no,23242
53,admin.,married,university.degree,no,yes,no,33232
28,admin.,married,high.school,no,no,yes,22489
58,technician,divorced,professional.course,no,no,no,27583
48,admin.,married,university.degree,unknown,yes,yes,29858
33,management,married,university.degree,no,yes,no,27925
29,technician,married,university.degree,no,yes,no,20391
25,services,single,unknown,no,yes,no,7845
26,student,single,university.degree,no,no,no,3347
47,unknown,married,unknown,unknown,no,no,12430
31,blue-collar,married,Basic,unknown,no,no,19327
31,technician,married,university.degree,no,no,no,34140
39,admin.,married,university.degree,no,no,no,8649
25,technician,single,high.school,no,no,no,22290
30,services,married,professional.course,no,yes,no,29941
62,unknown,married,professional.course,no,no,no,5791
25,admin.,single,high.school,unknown,no,no,20828
33,services,married,professional.course,no,no,no,12583
28,blue-collar,single,high.school,no,no,no,5804
40,services,married,Basic,no,no,no,26330
37,management,married,university.degree,no,no,no,40250
27,student,single,high.school,no,yes,no,38507
38,management,divorced,high.school,no,yes,no,29782
34,entrepreneur,married,professional.course,no,yes,no,27464
36,blue-collar,single,Basic,no,yes,no,12460
58,blue-collar,married,Basic,no,yes,no,34170
30,services,single,high.school,no,yes,no,14701
32,admin.,single,university.degree,no,yes,no,8438
25,self-employed,divorced,university.degree,no,no,no,37863
46,blue-collar,married,Basic,unknown,yes,no,40487
27,technician,single,university.degree,no,yes,no,565
41,blue-collar,single,Basic,no,yes,no,7632
56,entrepreneur,married,university.degree,no,no,no,24016
33,admin.,divorced,high.school,no,no,no,39131
46,technician,divorced,professional.course,no,no,no,37265
36,entrepreneur,married,high.school,no,yes,no,3978
31,management,single,Basic,no,yes,no,6850
29,admin.,married,Basic,no,yes,no,27066
46,technician,divorced,professional.course,no,no,no,39058
54,admin.,married,high.school,no,no,no,34604
42,technician,married,professional.course,no,no,no,30900
46,admin.,single,high.school,no,no,no,20581
35,admin.,married,high.school,no,no,no,1124
24,admin.,married,university.degree,no,yes,yes,38183
43,blue-collar,married,Basic,unknown,no,no,26054
41,blue-collar,married,Basic,no,yes,no,33431
56,management,married,university.degree,no,no,no,6514
23,blue-collar,married,high.school,no,no,yes,23390
38,technician,single,university.degree,no,yes,no,5215
45,admin.,divorced,professional.course,no,yes,no,16651
36,technician,married,high.school,no,yes,no,12068
31,technician,married,professional.course,no,no,no,15673
38,blue-collar,single,high.school,unknown,yes,no,24767
29,admin.,single,university.degree,no,no,no,15445
65,retired,married,university.degree,no,yes,no,34832
51,blue-collar,divorced,Basic,no,no,no,12847
36,technician,married,professional.course,no,no,yes,10077
28,technician,single,professional.course,no,yes,no,39091
46,admin.,married,university.degree,no,yes,no,17028
26,admin.,single,university.degree,no,yes,no,14820
20,student,single,Basic,no,yes,no,2255
53,management,married,university.degree,no,yes,no,14539
48,entrepreneur,single,university.degree,no,yes,no,681
22,admin.,single,high.school,no,yes,no,12021
40,self-employed,single,university.degree,no,no,no,37095
49,management,divorced,university.degree,no,no,no,10452
70,retired,married,Basic,no,yes,no,8954
31,housemaid,married,Basic,no,yes,no,25961
36,admin.,single,university.degree,no,no,no,933
36,housemaid,married,Basic,no,no,no,21230
29,services,single,high.school,no,yes,no,19897
46,unknown,married,Basic,unknown,yes,no,14508
46,services,single,Basic,no,no,no,12312
20,entrepreneur,single,high.school,no,no,no,5795
35,admin.,married,university.degree,no,yes,yes,1107
25,self-employed,single,university.degree,no,no,no,18746
27,blue-collar,single,high.school,no,no,no,34594
51,blue-collar,married,Basic,no,yes,no,24676
43,technician,married,unknown,no,yes,no,15838
33,admin.,single,university.degree,no,no,no,13946
30,blue-collar,married,Basic,no,yes,no,26363
62,admin.,married,university.degree,no,yes,no,4510
31,technician,single,university.degree,no,no,no,28011
45,blue-collar,single,high.school,unknown,no,yes,18507
32,entrepreneur,married,Basic,no,yes,yes,18267
47,technician,married,high.school,no,no,no,40957
33,technician,single,high.school,no,no,no,1374
48,blue-collar,married,Basic,no,no,yes,9821
32,self-employed,single,university.degree,no,yes,no,34437
41,services,single,high.school,no,yes,no,23201
37,technician,single,professional.course,no,yes,no,26594
56,management,married,university.degree,no,no,no,18111
46,services,married,high.school,unknown,no,no,40958
46,self-employed,married,Basic,unknown,no,no,5144
40,blue-collar,married,Basic,no,yes,no,93
37,technician,single,university.degree,no,yes,no,23657
35,admin.,married,university.degree,no,no,no,16438
23,technician,single,professional.course,no,unknown,unknown,32140
30,admin.,single,high.school,no,no,yes,8834
32,management,single,university.degree,no,unknown,unknown,30094
49,entrepreneur,married,Basic,no,yes,no,14420
37,management,married,high.school,no,yes,no,12764
45,blue-collar,divorced,Basic,no,unknown,unknown,37495
28,admin.,single,university.degree,no,no,no,19509
33,admin.,single,university.degree,no,yes,no,2474
35,management,married,university.degree,no,no,no,1820
52,technician,married,professional.course,no,yes,no,11625
36,services,divorced,university.degree,no,no,no,26219
52,admin.,married,high.school,no,yes,no,10134
34,admin.,single,high.school,no,yes,no,22303
42,services,married,high.school,no,no,no,22847
49,blue-collar,married,Basic,unknown,yes,no,13026
38,blue-collar,single,unknown,no,yes,no,923
39,services,married,high.school,unknown,yes,no,39944
28,unemployed,single,high.school,no,no,no,29687
32,admin.,married,university.degree,no,yes,no,39231
38,admin.,married,unknown,no,no,yes,148
49,housemaid,married,Basic,unknown,no,no,36551
44,management,married,high.school,no,yes,no,29138
32,blue-collar,married,Basic,no,yes,no,6219
57,technician,married,university.degree,no,no,no,6241
47,retired,single,Basic,unknown,yes,no,11141
27,student,single,high.school,no,no,yes,7001
47,management,married,university.degree,no,yes,no,12737
53,management,married,Basic,unknown,no,yes,26034
31,management,single,high.school,no,no,no,37747
27,housemaid,married,high.school,no,yes,no,40359
41,blue-collar,married,unknown,unknown,yes,no,34647
38,management,divorced,university.degree,no,yes,no,40058
54,management,divorced,university.degree,no,yes,no,397
44,blue-collar,married,Basic,unknown,yes,no,2201
31,blue-collar,single,Basic,no,yes,yes,18846
61,retired,married,high.school,no,unknown,unknown,41004
46,blue-collar,married,Basic,no,yes,no,30096
38,blue-collar,married,Basic,no,no,no,32959
38,blue-collar,single,Basic,no,yes,no,29485
39,admin.,single,university.degree,no,no,no,31392
59,management,married,university.degree,no,no,no,40090
33,admin.,married,university.degree,no,no,no,14050
27,technician,single,university.degree,no,yes,yes,17063
34,technician,married,high.school,no,yes,no,39471
31,services,single,high.school,no,no,no,4910
42,admin.,married,university.degree,no,yes,no,28564
35,blue-collar,married,Basic,unknown,yes,no,8586
32,student,single,university.degree,no,no,no,32138
40,blue-collar,married,unknown,no,yes,yes,32204
36,technician,divorced,professional.course,no,yes,no,13495
25,student,single,university.degree,no,yes,no,38371
31,blue-collar,married,Basic,unknown,yes,no,30660
31,blue-collar,single,professional.course,no,no,no,22221
44,services,married,high.school,no,unknown,unknown,36281
51,management,married,university.degree,no,yes,no,25645
53,admin.,divorced,university.degree,no,yes,no,2066
57,admin.,married,unknown,no,yes,no,28593
28,student,single,Basic,unknown,yes,no,22179
54,blue-collar,married,Basic,no,yes,yes,33210
46,admin.,married,university.degree,unknown,yes,no,29244
34,technician,married,professional.course,no,yes,yes,14583
36,technician,married,Basic,no,yes,no,6233
31,services,married,Basic,no,yes,no,30247
40,management,married,university.degree,no,yes,no,5883
32,services,single,high.school,no,no,no,12552
46,technician,married,professional.course,no,no,no,27801
56,retired,divorced,Basic,no,yes,no,25828
38,blue-collar,single,Basic,no,no,no,7905
28,blue-collar,married,Basic,unknown,yes,no,40970
31,blue-collar,single,Basic,unknown,no,no,13213
43,self-employed,married,Basic,no,no,yes,9046
74,retired,divorced,Basic,no,yes,yes,13895
32,technician,single,university.degree,no,no,no,15844
77,retired,married,unknown,no,yes,no,15984
29,admin.,single,university.degree,no,yes,no,40793
48,admin.,married,university.degree,no,no,no,18612
39,housemaid,married,Basic,no,no,yes,14048
32,blue-collar,married,Basic,no,yes,yes,21398
44,technician,married,professional.course,no,yes,no,17051
35,entrepreneur,divorced,university.degree,no,yes,no,30238
44,blue-collar,married,Basic,unknown,no,no,39791
48,admin.,single,university.degree,no,yes,yes,34377
60,blue-collar,married,Basic,unknown,yes,no,17524
58,retired,married,university.degree,no,yes,no,25611
48,entrepreneur,divorced,university.degree,no,yes,no,3367
34,admin.,married,Basic,no,yes,no,18240
39,blue-collar,married,Basic,unknown,no,no,1705
44,admin.,married,Basic,no,no,no,6908
28,unemployed,married,Basic,no,yes,no,2419
46,admin.,married,high.school,unknown,yes,no,33744
63,unknown,married,professional.course,no,no,no,29126
18,student,single,unknown,no,yes,no,7712
34,services,married,high.school,no,no,no,29222
40,technician,married,Basic,unknown,no,yes,2065
47,services,married,high.school,no,no,yes,33944
55,retired,married,high.school,no,yes,no,23667
21,self-employed,single,university.degree,no,yes,yes,37623
37,entrepreneur,married,Basic,no,no,no,14763
30,entrepreneur,single,university.degree,no,yes,no,12938
28,entrepreneur,married,Basic,unknown,no,no,4184
26,entrepreneur,single,high.school,no,no,no,3382
40,entrepreneur,married,Basic,unknown,yes,no,35439
30,admin.,married,university.degree,no,no,no,18374
48,technician,married,professional.course,no,yes,no,2250
28,admin.,single,university.degree,no,yes,no,27479
29,admin.,single,high.school,no,yes,no,10564
42,services,married,professional.course,no,yes,no,5582
38,self-employed,single,unknown,no,no,no,38439
41,blue-collar,married,Basic,no,no,no,32795
36,technician,married,professional.course,no,no,no,27409
25,services,married,high.school,no,yes,no,34174
45,admin.,divorced,high.school,no,no,no,15581
38,services,single,Basic,no,no,yes,21178
31,technician,single,professional.course,unknown,yes,yes,7647
50,retired,divorced,high.school,no,yes,no,24659
30,blue-collar,married,Basic,no,no,no,11795
44,blue-collar,married,Basic,no,no,no,35226
33,technician,married,professional.course,no,yes,no,15994
47,technician,married,professional.course,no,no,no,7722
35,technician,married,professional.course,no,yes,yes,16794
55,entrepreneur,married,professional.course,no,yes,no,21057
39,admin.,married,high.school,unknown,yes,no,19371
36,services,single,high.school,no,no,yes,17235
49,management,married,university.degree,no,no,no,38239
37,services,married,high.school,no,yes,no,26214
35,technician,divorced,professional.course,unknown,no,no,1196
26,admin.,married,university.degree,no,no,no,19049
55,admin.,married,high.school,no,yes,no,808
56,technician,married,professional.course,no,no,no,3342
43,technician,married,Basic,no,no,no,25156
52,admin.,married,high.school,no,yes,no,11087
35,management,married,university.degree,unknown,yes,no,7465
33,admin.,single,university.degree,no,yes,no,640
37,admin.,divorced,university.degree,no,no,no,7990
50,admin.,married,Basic,no,no,no,8987
25,services,single,high.school,unknown,no,no,8926
44,management,married,high.school,unknown,no,no,13441
31,student,single,university.degree,no,yes,no,29592
53,technician,divorced,high.school,no,yes,no,10373
50,entrepreneur,married,Basic,unknown,no,no,23063
43,blue-collar,married,Basic,no,unknown,unknown,20364
44,blue-collar,married,Basic,unknown,no,no,12675
33,technician,single,professional.course,no,no,no,7103
37,services,married,Basic,no,yes,no,3507
38,management,married,university.degree,no,no,no,12988
38,blue-collar,married,Basic,unknown,yes,no,38281
35,management,divorced,university.degree,no,no,no,15460
52,management,married,university.degree,no,yes,yes,10574
46,management,married,university.degree,unknown,yes,no,2036
41,admin.,single,university.degree,no,yes,no,16584
36,admin.,married,university.degree,no,yes,no,34661
41,management,divorced,Basic,no,yes,no,29296
40,admin.,divorced,professional.course,no,yes,no,5441
41,services,married,professional.course,no,yes,no,27849
27,admin.,married,professional.course,no,yes,no,29472
44,admin.,single,university.degree,no,yes,no,841
29,services,single,university.degree,no,yes,no,3545
48,technician,married,professional.course,no,yes,no,26559
50,blue-collar,married,Basic,unknown,yes,yes,12719
38,technician,married,professional.course,no,no,no,28503
59,admin.,married,unknown,no,no,no,19572
33,blue-collar,married,Basic,unknown,no,no,10805
29,technician,single,Basic,no,yes,no,24703
49,management,married,university.degree,no,no,yes,34517
55,unemployed,married,high.school,no,yes,yes,17769
39,technician,married,professional.course,no,yes,no,23968
37,entrepreneur,married,university.degree,no,yes,no,34894
40,technician,married,professional.course,no,no,no,8848
31,blue-collar,married,Basic,no,yes,yes,17263
31,technician,married,professional.course,no,yes,no,14190
46,management,married,high.school,no,yes,yes,1766
39,admin.,married,university.degree,no,no,no,7604
29,admin.,single,university.degree,no,no,no,16551
39,technician,divorced,professional.course,unknown,yes,no,1664
35,services,single,high.school,no,yes,no,10305
50,admin.,divorced,high.school,no,no,no,35554
47,housemaid,married,Basic,unknown,no,yes,5224
34,blue-collar,married,Basic,unknown,yes,no,22200
39,admin.,married,university.degree,no,yes,no,29019
54,admin.,divorced,university.degree,no,yes,yes,23635
36,technician,married,Basic,no,no,no,3578
32,technician,married,professional.course,no,no,no,1952
43,services,single,high.school,unknown,yes,no,1099
48,blue-collar,married,Basic,no,yes,no,39996
34,admin.,single,unknown,no,yes,no,29096
26,services,single,high.school,no,yes,no,21409
33,admin.,married,university.degree,no,no,no,6001
31,admin.,single,university.degree,unknown,yes,no,39569
54,blue-collar,married,unknown,no,no,no,9266
30,technician,single,university.degree,no,yes,yes,36674
52,entrepreneur,married,Basic,unknown,yes,no,20960
29,admin.,single,university.degree,no,yes,no,23365
37,blue-collar,single,high.school,no,no,no,16123
33,housemaid,married,Basic,no,unknown,unknown,27210
36,self-employed,single,university.degree,no,no,yes,38683
35,blue-collar,married,Basic,no,no,no,31035
48,services,married,high.school,unknown,yes,yes,38973
31,blue-collar,married,Basic,unknown,yes,no,17852
33,technician,married,professional.course,unknown,yes,no,3551
70,retired,married,high.school,no,yes,no,1018
43,technician,married,professional.course,no,no,no,15681
41,technician,married,high.school,no,yes,no,13015
29,admin.,single,university.degree,no,yes,no,26211
27,blue-collar,single,Basic,no,yes,no,1968
30,technician,single,professional.course,no,yes,no,39518
39,admin.,married,high.school,no,no,no,26314
56,technician,married,Basic,no,yes,no,10949
33,admin.,married,university.degree,no,yes,no,34746
47,management,married,high.school,no,unknown,unknown,39803
43,blue-collar,married,high.school,no,no,no,37785
66,retired,divorced,Basic,no,yes,no,28184
50,entrepreneur,married,university.degree,no,yes,no,37949
41,management,married,Basic,no,no,no,8442
42,admin.,divorced,university.degree,no,yes,no,19756
57,blue-collar,married,unknown,unknown,unknown,unknown,39653
32,blue-collar,married,Basic,no,no,no,24220
31,admin.,married,high.school,no,no,no,19005
49,technician,married,professional.course,unknown,no,no,9457
37,services,divorced,professional.course,no,no,no,2243
48,technician,married,professional.course,yes,no,no,6934
38,technician,single,high.school,no,no,no,27837
34,technician,single,professional.course,no,yes,no,14687
36,technician,single,high.school,no,yes,no,2268
56,management,divorced,university.degree,no,yes,no,9023
57,management,married,university.degree,no,no,yes,40274
31,blue-collar,married,Basic,no,yes,no,39915
21,student,single,high.school,no,yes,no,28207
58,retired,married,Basic,no,yes,no,24270
48,management,divorced,university.degree,no,yes,no,11390
38,housemaid,married,Basic,no,no,no,37041
54,retired,married,Basic,no,yes,no,13139
53,management,married,university.degree,no,yes,no,39532
60,admin.,married,university.degree,no,no,no,39882
24,housemaid,married,Basic,no,no,no,10860
36,admin.,married,high.school,no,yes,no,22327
29,technician,married,professional.course,no,yes,no,18901
35,technician,married,university.degree,unknown,yes,no,26366
45,self-employed,married,Basic,no,no,no,30310
29,admin.,single,high.school,no,no,no,20294
39,blue-collar,married,unknown,unknown,yes,no,209
47,admin.,single,high.school,no,yes,no,11322
50,housemaid,divorced,high.school,no,no,no,7316
43,blue-collar,married,Basic,unknown,yes,yes,15486
39,blue-collar,married,Basic,unknown,yes,no,29747
54,self-employed,married,Basic,unknown,yes,no,29276
56,blue-collar,married,Basic,no,yes,yes,8433
33,self-employed,divorced,university.degree,no,no,no,18392
28,technician,single,university.degree,no,no,no,13094
29,admin.,single,university.degree,no,yes,no,11779
57,retired,married,Basic,unknown,yes,yes,19467
34,admin.,married,high.school,no,yes,no,1756
49,admin.,married,Basic,no,yes,no,25439
43,entrepreneur,married,Basic,unknown,no,no,14998
32,management,single,university.degree,no,no,no,21794
46,technician,married,professional.course,no,yes,no,14603
27,admin.,married,Basic,no,no,no,23806
35,blue-collar,married,Basic,no,yes,no,10111
36,management,married,university.degree,no,no,no,8579
29,admin.,married,unknown,no,unknown,unknown,24224
45,blue-collar,married,Basic,unknown,yes,no,16682
38,admin.,married,university.degree,no,yes,no,2605
52,housemaid,married,Basic,unknown,no,no,22751
37,blue-collar,divorced,Basic,unknown,yes,no,621
41,technician,married,professional.course,no,yes,no,37481
54,admin.,divorced,unknown,no,no,no,2781
31,entrepreneur,married,university.degree,unknown,yes,no,14981
40,entrepreneur,married,Basic,no,yes,no,2678
32,blue-collar,married,Basic,no,no,no,9723
46,blue-collar,married,Basic,no,no,no,29610
41,admin.,divorced,university.degree,no,yes,no,5506
45,self-employed,married,high.school,no,no,no,30665
60,admin.,married,high.school,no,no,no,10066
32,admin.,single,high.school,no,no,no,17077
36,technician,single,unknown,no,yes,no,9130
28,technician,married,university.degree,no,yes,no,1234
48,admin.,single,university.degree,no,yes,no,20041
56,services,married,high.school,unknown,yes,no,12953
36,unemployed,single,university.degree,no,yes,no,17425
23,student,single,high.school,no,yes,no,39746
39,services,married,high.school,no,yes,no,9579
33,technician,married,high.school,no,yes,no,7968
27,entrepreneur,married,university.degree,no,no,yes,38142
51,technician,married,professional.course,no,yes,no,27926
26,blue-collar,married,Basic,no,no,yes,8842
49,services,married,high.school,no,no,no,25788
67,retired,married,professional.course,no,yes,no,29542
60,retired,divorced,professional.course,no,yes,no,714
35,services,divorced,high.school,no,yes,no,3133
51,housemaid,divorced,high.school,no,yes,no,29634
30,self-employed,single,university.degree,no,yes,no,22785
37,technician,single,professional.course,no,yes,no,23149
48,admin.,married,high.school,unknown,yes,no,6523
45,technician,married,professional.course,unknown,yes,yes,17614
33,admin.,married,university.degree,no,yes,no,36800
28,technician,single,professional.course,no,yes,no,27042
51,admin.,divorced,professional.course,no,yes,no,32484
30,admin.,single,university.degree,no,no,no,12538
22,blue-collar,single,Basic,no,yes,no,32129
44,management,married,university.degree,no,no,no,6487
59,housemaid,married,Basic,unknown,no,no,6246
55,entrepreneur,married,university.degree,no,yes,no,31130
72,retired,divorced,Basic,no,yes,no,43
52,blue-collar,married,Basic,no,no,no,18610
60,blue-collar,married,Basic,no,yes,no,6900
37,technician,single,professional.course,no,no,no,17694
39,unemployed,married,Basic,no,yes,no,3388
52,management,married,university.degree,unknown,yes,no,16367
38,blue-collar,married,Basic,no,no,no,8226
50,self-employed,married,professional.course,no,yes,no,26188
28,blue-collar,single,Basic,no,yes,yes,11807
31,student,single,unknown,no,no,no,13698
56,services,married,high.school,no,yes,yes,11695
47,technician,divorced,professional.course,unknown,yes,yes,30547
45,technician,divorced,high.school,no,yes,no,17238
49,technician,married,high.school,no,no,no,8008
34,unemployed,single,high.school,no,yes,no,37413
34,self-employed,single,university.degree,no,yes,no,20065
59,unemployed,married,Basic,no,yes,yes,1810
59,blue-collar,married,Basic,no,no,no,16297
27,blue-collar,single,Basic,no,no,no,4295
30,technician,single,professional.course,no,yes,no,39973
38,blue-collar,married,Basic,no,no,no,4014
31,blue-collar,married,Basic,no,yes,no,35277
38,technician,single,university.degree,no,yes,no,11383
28,blue-collar,single,professional.course,no,no,no,12482
30,technician,single,university.degree,no,no,yes,27402
40,blue-collar,married,high.school,no,no,no,25814
31,technician,married,professional.course,no,yes,no,25561
42,services,married,high.school,no,no,no,20188
34,technician,married,university.degree,unknown,no,yes,2464
51,housemaid,married,Basic,no,yes,yes,2633
56,services,married,high.school,unknown,no,no,38618
61,management,married,university.degree,no,yes,no,11806
57,retired,married,professional.course,no,yes,no,33938
40,technician,married,professional.course,no,yes,no,11045
24,services,single,high.school,no,no,no,6076
43,unknown,married,high.school,unknown,no,no,16245
54,blue-collar,married,Basic,unknown,yes,no,2608
71,retired,married,Basic,unknown,unknown,unknown,33601
37,blue-collar,married,Basic,no,yes,no,9530
39,technician,married,professional.course,no,no,no,16615
51,services,married,Basic,no,yes,no,19617
36,self-employed,single,university.degree,no,yes,no,6656
33,technician,married,Basic,no,yes,no,859
33,admin.,divorced,university.degree,no,yes,no,4345
28,blue-collar,single,Basic,unknown,no,no,23325
59,admin.,married,university.degree,unknown,yes,no,33727
43,management,married,Basic,unknown,yes,no,18734
57,services,married,high.school,unknown,yes,no,31295
54,services,married,high.school,no,no,no,25939
32,blue-collar,married,professional.course,unknown,yes,no,19771
33,admin.,single,university.degree,no,no,no,21101
32,blue-collar,married,Basic,no,no,no,39738
49,unemployed,married,high.school,unknown,no,no,19864
39,admin.,married,university.degree,no,no,no,34116
44,blue-collar,married,unknown,unknown,yes,no,36313
31,entrepreneur,married,university.degree,no,yes,no,40657
31,blue-collar,married,Basic,no,yes,no,9353
34,admin.,single,university.degree,no,no,no,11284
52,blue-collar,single,Basic,no,no,no,29855
58,retired,divorced,university.degree,no,yes,no,36241
34,blue-collar,married,Basic,no,no,yes,9742
43,unknown,married,high.school,unknown,yes,yes,13797
40,services,married,high.school,no,no,no,22811
49,blue-collar,married,Basic,no,unknown,unknown,6353
23,student,single,high.school,no,no,no,37179
28,blue-collar,divorced,high.school,no,yes,yes,22862
27,admin.,single,university.degree,no,yes,no,30676
36,technician,married,professional.course,no,yes,no,34281
29,admin.,divorced,professional.course,no,yes,no,8674
43,blue-collar,married,unknown,no,yes,no,16774
38,technician,single,university.degree,no,yes,no,38548
42,technician,single,high.school,no,no,no,14836
48,blue-collar,married,Basic,no,yes,no,30684
58,technician,married,Basic,no,no,no,27273
34,technician,married,professional.course,no,yes,no,38260
46,entrepreneur,married,Basic,no,no,no,20308
35,admin.,married,university.degree,no,no,yes,40501
41,blue-collar,married,Basic,no,yes,no,28000
36,blue-collar,single,Basic,no,no,no,28781
58,unemployed,married,Basic,no,no,yes,17611
29,admin.,married,high.school,no,no,no,36655
48,admin.,married,professional.course,no,no,no,8669
44,admin.,married,high.school,no,yes,no,27999
44,admin.,married,high.school,no,yes,no,8565
35,technician,married,high.school,no,no,no,6930
28,admin.,single,university.degree,no,no,no,4684
53,blue-collar,married,Basic,no,yes,yes,20176
28,management,single,university.degree,no,yes,no,2
36,entrepreneur,single,university.degree,no,yes,no,19662
42,admin.,married,high.school,no,no,yes,23898
30,services,married,university.degree,unknown,yes,no,13522
56,technician,married,professional.course,no,yes,no,13680
29,admin.,married,professional.course,no,yes,no,11570
48,blue-collar,married,professional.course,no,yes,yes,36829
57,housemaid,married,Basic,no,no,yes,34252
42,management,married,Basic,unknown,yes,no,6552
42,management,married,university.degree,no,yes,yes,39812
36,management,married,university.degree,unknown,yes,no,25199
60,management,married,unknown,unknown,no,no,22265
38,blue-collar,married,high.school,unknown,no,no,40729
31,blue-collar,married,Basic,no,no,no,6127
33,admin.,divorced,university.degree,no,yes,no,14429
50,services,divorced,Basic,unknown,yes,no,31832
31,technician,single,professional.course,no,no,no,6078
31,admin.,married,high.school,no,yes,no,3791
36,blue-collar,single,Basic,no,no,no,23004
30,student,single,high.school,no,no,no,29015
27,technician,single,professional.course,no,no,no,30395
31,admin.,single,university.degree,no,no,no,22277
43,technician,divorced,professional.course,no,yes,no,26630
44,admin.,single,professional.course,no,yes,no,26912
29,admin.,single,high.school,no,no,no,24966
58,admin.,married,university.degree,no,no,yes,6876
48,admin.,single,university.degree,no,yes,no,5099
34,blue-collar,married,Basic,unknown,no,no,2308
56,retired,married,Basic,no,no,no,35098
34,admin.,married,university.degree,no,no,no,10009
39,admin.,single,high.school,no,yes,no,14256
46,unemployed,married,Basic,no,yes,yes,11638
30,blue-collar,married,high.school,unknown,yes,no,12087
