contact,month,day_of_week,campaign,pdays,previous,poutcome,id
cellular,jul,thu,1,999,0,nonexistent,5668
telephone,may,tue,9,999,0,nonexistent,38111
cellular,jun,tue,3,999,0,nonexistent,11850
telephone,jun,mon,3,999,0,nonexistent,22306
cellular,may,wed,4,999,1,failure,25108
cellular,nov,tue,2,999,1,failure,24014
telephone,jun,thu,28,999,0,nonexistent,35792
cellular,jul,thu,7,999,0,nonexistent,24083
telephone,jul,tue,3,999,0,nonexistent,19739
cellular,jul,wed,1,999,1,failure,19675
telephone,jun,mon,4,999,0,nonexistent,28321
cellular,oct,thu,1,4,2,success,27450
telephone,aug,wed,5,999,0,nonexistent,30110
telephone,may,fri,3,999,0,nonexistent,6952
cellular,aug,wed,1,999,0,nonexistent,30481
cellular,nov,mon,1,999,0,nonexistent,11094
cellular,aug,wed,1,999,0,nonexistent,5730
cellular,jul,tue,1,999,0,nonexistent,18019
telephone,may,wed,1,999,0,nonexistent,3116
telephone,may,wed,2,999,0,nonexistent,22330
cellular,jul,fri,1,999,0,nonexistent,6728
cellular,nov,fri,2,3,1,success,24505
cellular,may,fri,2,999,0,nonexistent,40060
cellular,nov,wed,1,999,0,nonexistent,39404
cellular,jul,fri,2,999,0,nonexistent,11147
cellular,jun,tue,1,999,0,nonexistent,3030
telephone,jun,mon,3,999,0,nonexistent,15958
telephone,may,fri,1,999,0,nonexistent,13030
cellular,aug,wed,3,999,0,nonexistent,17664
cellular,nov,mon,2,999,1,failure,34476
cellular,aug,fri,1,999,0,nonexistent,19307
cellular,aug,fri,1,999,0,nonexistent,21844
telephone,may,mon,1,999,0,nonexistent,1272
cellular,aug,fri,1,999,0,nonexistent,23052
telephone,jun,wed,3,999,0,nonexistent,20811
cellular,may,fri,4,999,0,nonexistent,19769
cellular,may,wed,1,999,0,nonexistent,30623
telephone,may,mon,1,999,0,nonexistent,20572
cellular,jul,thu,10,999,0,nonexistent,34606
cellular,may,fri,3,3,2,success,7363
cellular,may,mon,5,999,0,nonexistent,39696
telephone,may,mon,2,999,0,nonexistent,32088
cellular,nov,thu,4,999,0,nonexistent,8091
cellular,aug,thu,4,999,0,nonexistent,23596
cellular,aug,fri,3,999,0,nonexistent,5611
telephone,nov,tue,2,999,0,nonexistent,17475
cellular,aug,mon,3,18,3,failure,33562
cellular,aug,wed,4,999,1,failure,11588
telephone,jul,wed,1,999,0,nonexistent,36989
cellular,jul,tue,1,999,0,nonexistent,11140
telephone,jul,mon,5,999,0,nonexistent,2800
cellular,nov,wed,2,999,0,nonexistent,30428
cellular,may,tue,1,999,0,nonexistent,273
telephone,jun,mon,8,999,0,nonexistent,36212
cellular,nov,tue,5,999,0,nonexistent,19645
cellular,sep,fri,1,999,2,failure,21412
cellular,mar,wed,2,999,0,nonexistent,28675
cellular,apr,mon,1,999,0,nonexistent,12682
telephone,jun,mon,14,999,0,nonexistent,9976
telephone,jun,mon,8,999,0,nonexistent,8943
cellular,jul,tue,8,999,0,nonexistent,14330
telephone,may,thu,1,999,0,nonexistent,30906
telephone,may,tue,1,999,0,nonexistent,5985
telephone,may,mon,5,999,0,nonexistent,1110
telephone,jun,wed,1,999,0,nonexistent,10589
cellular,aug,mon,3,999,0,nonexistent,11747
telephone,may,thu,2,999,0,nonexistent,27605
telephone,jul,thu,1,999,0,nonexistent,38970
cellular,nov,thu,2,999,0,nonexistent,1807
telephone,may,fri,2,999,0,nonexistent,8600
telephone,may,thu,1,999,0,nonexistent,36954
cellular,aug,mon,2,999,0,nonexistent,14260
cellular,aug,tue,9,999,0,nonexistent,23244
cellular,may,mon,2,999,0,nonexistent,475
cellular,oct,tue,1,6,1,success,38884
cellular,nov,wed,4,999,0,nonexistent,16135
cellular,may,wed,1,999,0,nonexistent,7100
telephone,may,tue,3,999,0,nonexistent,7491
cellular,may,mon,1,999,0,nonexistent,28983
telephone,jul,wed,1,999,0,nonexistent,7190
cellular,may,mon,1,999,0,nonexistent,27667
cellular,nov,tue,1,999,0,nonexistent,16534
cellular,may,wed,1,999,1,failure,12973
cellular,aug,thu,3,999,0,nonexistent,12790
cellular,mar,thu,1,999,1,failure,33480
cellular,may,wed,1,999,0,nonexistent,2217
cellular,jul,tue,5,999,0,nonexistent,5337
telephone,jun,wed,2,999,0,nonexistent,27335
cellular,aug,wed,1,999,0,nonexistent,27397
cellular,may,thu,1,999,1,failure,21656
cellular,nov,thu,1,999,0,nonexistent,26957
cellular,jul,thu,3,999,0,nonexistent,3218
cellular,may,mon,1,999,0,nonexistent,15886
telephone,may,mon,1,999,0,nonexistent,40091
cellular,nov,thu,1,999,0,nonexistent,28345
telephone,may,thu,5,999,0,nonexistent,1114
cellular,jul,mon,5,999,0,nonexistent,28319
telephone,jun,fri,2,999,0,nonexistent,9550
telephone,may,tue,2,999,0,nonexistent,21712
telephone,jul,tue,15,999,0,nonexistent,25881
cellular,apr,mon,5,999,1,failure,36577
cellular,aug,mon,1,999,0,nonexistent,28527
telephone,may,tue,1,999,0,nonexistent,14702
cellular,may,fri,2,999,0,nonexistent,12358
telephone,may,tue,1,999,0,nonexistent,21408
cellular,may,wed,1,999,0,nonexistent,15287
cellular,jul,tue,2,999,0,nonexistent,30849
cellular,aug,tue,1,999,0,nonexistent,36186
telephone,aug,tue,2,999,0,nonexistent,17810
cellular,may,wed,1,6,2,failure,26405
telephone,may,wed,1,999,1,failure,24106
cellular,may,tue,1,999,0,nonexistent,39487
telephone,jun,fri,3,999,0,nonexistent,27919
cellular,aug,tue,1,999,0,nonexistent,21365
telephone,may,fri,1,999,0,nonexistent,22172
cellular,aug,mon,2,999,0,nonexistent,14684
cellular,aug,mon,3,999,0,nonexistent,33429
telephone,may,tue,1,999,0,nonexistent,25501
telephone,may,wed,1,999,0,nonexistent,27975
cellular,nov,mon,1,999,0,nonexistent,17601
cellular,may,mon,2,999,0,nonexistent,15029
cellular,nov,thu,3,999,1,failure,12856
telephone,may,mon,2,999,0,nonexistent,8114
telephone,may,thu,4,999,0,nonexistent,6618
cellular,nov,mon,1,999,0,nonexistent,9407
cellular,mar,thu,1,999,0,nonexistent,8557
cellular,dec,wed,1,999,2,failure,11056
telephone,may,thu,1,999,0,nonexistent,31357
telephone,may,wed,2,999,0,nonexistent,35266
cellular,aug,fri,1,999,0,nonexistent,36380
telephone,jun,mon,2,999,0,nonexistent,26790
cellular,jul,thu,3,999,0,nonexistent,12001
cellular,may,thu,3,999,0,nonexistent,29460
telephone,may,mon,3,999,0,nonexistent,33153
cellular,aug,wed,3,999,0,nonexistent,28538
cellular,oct,tue,1,999,1,failure,40974
telephone,jun,mon,1,999,0,nonexistent,31334
telephone,may,thu,4,999,0,nonexistent,1045
cellular,aug,wed,9,999,0,nonexistent,8351
cellular,jul,mon,3,999,0,nonexistent,15659
cellular,may,fri,1,999,0,nonexistent,32166
cellular,nov,mon,2,999,0,nonexistent,41127
telephone,jun,thu,1,999,0,nonexistent,33583
cellular,may,mon,2,999,1,failure,23523
cellular,jul,thu,5,999,0,nonexistent,7094
telephone,jun,mon,2,999,0,nonexistent,3718
telephone,may,wed,2,999,0,nonexistent,29266
cellular,apr,fri,1,999,0,nonexistent,33665
telephone,nov,mon,1,999,0,nonexistent,28475
cellular,jul,wed,3,999,0,nonexistent,8212
cellular,nov,thu,1,999,1,failure,30944
telephone,may,wed,11,999,0,nonexistent,38519
telephone,jun,wed,6,999,0,nonexistent,6765
telephone,may,thu,6,999,0,nonexistent,25141
telephone,jul,thu,1,999,0,nonexistent,2916
cellular,nov,mon,2,999,0,nonexistent,1851
telephone,may,fri,1,999,0,nonexistent,17950
cellular,nov,tue,1,999,0,nonexistent,38191
cellular,may,wed,2,999,0,nonexistent,38195
telephone,may,fri,1,999,0,nonexistent,28152
cellular,apr,fri,2,999,1,failure,22307
telephone,jun,wed,3,999,0,nonexistent,12724
telephone,jun,fri,5,999,0,nonexistent,2769
cellular,apr,thu,1,999,0,nonexistent,27261
cellular,may,tue,1,999,0,nonexistent,35414
telephone,nov,mon,1,7,3,failure,25774
telephone,jun,wed,3,999,0,nonexistent,10967
cellular,jul,wed,1,999,0,nonexistent,32530
cellular,may,tue,1,999,1,failure,14202
telephone,jun,fri,3,999,0,nonexistent,33021
cellular,aug,wed,1,999,0,nonexistent,19860
cellular,jul,thu,5,999,2,failure,34087
telephone,jun,wed,1,999,1,failure,31371
cellular,may,fri,1,999,0,nonexistent,12752
cellular,may,wed,1,999,0,nonexistent,38642
cellular,nov,thu,5,999,0,nonexistent,33832
cellular,aug,thu,1,999,0,nonexistent,6119
telephone,may,mon,5,12,1,success,37169
telephone,may,mon,2,999,0,nonexistent,9345
cellular,nov,thu,2,999,1,failure,25756
telephone,aug,thu,2,999,0,nonexistent,24094
telephone,may,wed,2,999,0,nonexistent,5128
cellular,nov,thu,4,999,0,nonexistent,22129
cellular,jul,wed,5,999,2,failure,40047
cellular,jul,wed,1,999,0,nonexistent,36538
cellular,nov,tue,1,999,0,nonexistent,23864
cellular,jul,wed,1,999,0,nonexistent,30235
telephone,may,tue,3,999,0,nonexistent,610
telephone,nov,mon,1,999,0,nonexistent,35741
cellular,may,mon,2,999,0,nonexistent,36207
cellular,jul,tue,3,999,0,nonexistent,22250
cellular,sep,fri,3,999,0,nonexistent,40715
cellular,may,wed,2,999,0,nonexistent,6188
cellular,aug,tue,1,999,0,nonexistent,36319
cellular,jul,wed,5,999,0,nonexistent,11697
telephone,may,thu,1,999,0,nonexistent,32168
telephone,may,tue,3,999,0,nonexistent,6498
telephone,jun,mon,3,999,0,nonexistent,19858
cellular,apr,fri,2,999,1,failure,30047
telephone,may,mon,4,999,0,nonexistent,9817
cellular,aug,tue,1,999,0,nonexistent,28679
cellular,aug,wed,1,999,0,nonexistent,21839
cellular,aug,thu,1,999,0,nonexistent,28261
telephone,jun,fri,3,999,0,nonexistent,5939
cellular,jul,mon,1,999,0,nonexistent,40563
cellular,aug,fri,2,999,0,nonexistent,30831
telephone,jun,fri,5,999,0,nonexistent,20980
telephone,jun,thu,4,999,0,nonexistent,36305
telephone,jun,thu,2,999,0,nonexistent,13944
cellular,jul,thu,1,999,0,nonexistent,29936
cellular,may,thu,1,999,0,nonexistent,12612
cellular,jul,mon,5,999,0,nonexistent,19728
cellular,aug,wed,11,999,0,nonexistent,10907
cellular,apr,mon,1,999,0,nonexistent,34071
cellular,jul,mon,1,999,0,nonexistent,39336
telephone,apr,mon,1,999,0,nonexistent,27936
cellular,jul,wed,1,999,0,nonexistent,700
cellular,jul,fri,2,999,0,nonexistent,11513
cellular,nov,mon,2,999,0,nonexistent,16667
cellular,nov,mon,3,999,0,nonexistent,8245
telephone,jun,mon,3,999,0,nonexistent,26216
telephone,may,mon,1,999,0,nonexistent,27166
cellular,may,mon,2,999,1,failure,1658
cellular,may,tue,1,999,1,failure,10830
telephone,may,mon,1,999,0,nonexistent,37269
cellular,aug,wed,1,4,2,success,26166
telephone,jun,mon,6,999,0,nonexistent,35666
cellular,jul,tue,2,999,0,nonexistent,8431
telephone,jul,tue,1,999,0,nonexistent,25191
telephone,jun,wed,3,999,0,nonexistent,21228
cellular,nov,mon,1,999,0,nonexistent,21123
telephone,jun,mon,17,999,0,nonexistent,21555
cellular,aug,thu,3,999,0,nonexistent,21441
cellular,nov,thu,1,999,0,nonexistent,8322
cellular,aug,tue,4,999,0,nonexistent,24577
telephone,jul,mon,1,999,0,nonexistent,35265
cellular,may,thu,2,999,1,failure,40010
telephone,may,tue,4,999,0,nonexistent,38467
cellular,jul,tue,4,999,0,nonexistent,18772
telephone,jun,mon,2,999,0,nonexistent,37268
cellular,aug,thu,17,999,0,nonexistent,35028
telephone,may,mon,1,999,0,nonexistent,2979
telephone,jun,fri,2,999,0,nonexistent,16877
telephone,jun,wed,3,999,0,nonexistent,24774
telephone,may,mon,2,999,0,nonexistent,10440
cellular,jul,wed,8,999,0,nonexistent,4209
cellular,nov,fri,2,999,0,nonexistent,6905
cellular,apr,mon,3,999,0,nonexistent,26650
cellular,jul,thu,1,999,0,nonexistent,27989
telephone,jun,mon,2,999,0,nonexistent,30566
cellular,jul,thu,1,999,0,nonexistent,21920
cellular,nov,thu,1,999,0,nonexistent,33932
cellular,jul,tue,1,999,0,nonexistent,39016
cellular,nov,wed,1,999,0,nonexistent,37031
cellular,jul,thu,4,999,0,nonexistent,27037
cellular,apr,mon,1,999,0,nonexistent,25635
cellular,jul,tue,1,999,0,nonexistent,27392
cellular,apr,fri,1,999,0,nonexistent,19324
cellular,jul,tue,1,999,0,nonexistent,33512
cellular,dec,thu,6,999,1,failure,20199
cellular,jul,fri,2,4,3,success,16948
cellular,jul,thu,1,999,0,nonexistent,30440
cellular,mar,fri,2,999,0,nonexistent,19862
cellular,dec,thu,1,8,1,success,39344
cellular,jul,mon,2,999,0,nonexistent,9578
telephone,jul,wed,2,999,0,nonexistent,17938
cellular,nov,fri,1,999,0,nonexistent,35904
cellular,jul,wed,19,999,0,nonexistent,33109
cellular,jun,thu,1,999,0,nonexistent,814
cellular,mar,fri,2,999,1,failure,17608
telephone,may,wed,10,999,0,nonexistent,39254
telephone,may,mon,4,999,0,nonexistent,17543
cellular,nov,tue,1,999,0,nonexistent,37270
cellular,mar,mon,3,999,0,nonexistent,15757
cellular,aug,tue,5,999,0,nonexistent,32193
cellular,aug,fri,14,999,0,nonexistent,12513
telephone,jun,wed,2,999,0,nonexistent,5880
telephone,may,mon,4,999,0,nonexistent,39335
cellular,jul,wed,8,999,0,nonexistent,31785
cellular,jul,mon,1,999,0,nonexistent,34819
cellular,nov,fri,4,999,1,failure,11471
cellular,jul,mon,4,999,0,nonexistent,39127
telephone,jun,fri,13,999,0,nonexistent,22631
telephone,may,fri,1,999,0,nonexistent,18524
cellular,jul,wed,2,999,0,nonexistent,13296
cellular,aug,thu,1,999,0,nonexistent,37749
telephone,may,mon,1,999,0,nonexistent,18847
cellular,may,thu,2,999,0,nonexistent,39507
telephone,may,tue,1,999,0,nonexistent,30193
cellular,aug,tue,1,999,0,nonexistent,32897
cellular,mar,thu,2,999,0,nonexistent,13230
cellular,may,thu,2,999,1,failure,27940
cellular,may,mon,3,999,0,nonexistent,17771
cellular,may,fri,2,999,1,failure,32040
cellular,jul,mon,7,999,0,nonexistent,36209
cellular,jul,wed,1,999,0,nonexistent,38788
telephone,may,tue,4,999,0,nonexistent,8017
telephone,may,fri,1,999,0,nonexistent,30843
telephone,may,mon,10,999,0,nonexistent,4013
cellular,jul,wed,1,999,0,nonexistent,33631
cellular,may,fri,5,999,0,nonexistent,22219
cellular,dec,thu,1,999,0,nonexistent,31466
cellular,apr,mon,1,999,1,failure,15246
cellular,jul,wed,4,999,0,nonexistent,41172
cellular,jul,thu,1,999,0,nonexistent,6045
cellular,may,thu,1,999,0,nonexistent,36974
cellular,jul,mon,1,999,0,nonexistent,10711
cellular,aug,wed,1,999,0,nonexistent,9517
telephone,may,wed,3,999,0,nonexistent,17790
cellular,nov,mon,2,999,0,nonexistent,2345
cellular,apr,fri,1,999,0,nonexistent,4875
cellular,aug,wed,6,999,0,nonexistent,18744
cellular,jun,thu,1,999,2,failure,40789
telephone,nov,fri,1,999,0,nonexistent,35947
cellular,oct,thu,1,999,0,nonexistent,22038
cellular,jul,wed,1,999,0,nonexistent,6643
cellular,nov,mon,1,999,0,nonexistent,800
cellular,may,thu,1,999,0,nonexistent,32506
cellular,aug,thu,2,999,0,nonexistent,30271
cellular,aug,tue,1,999,0,nonexistent,14073
cellular,apr,fri,1,999,1,failure,4135
cellular,aug,wed,4,999,0,nonexistent,23137
cellular,aug,wed,2,999,0,nonexistent,36749
cellular,nov,tue,4,999,1,failure,867
cellular,jul,tue,3,999,0,nonexistent,17853
cellular,jul,wed,1,999,0,nonexistent,7733
cellular,may,tue,1,999,0,nonexistent,6471
telephone,may,wed,4,999,0,nonexistent,18328
cellular,jul,mon,6,999,0,nonexistent,33180
cellular,jul,mon,2,999,0,nonexistent,26617
cellular,aug,fri,3,999,0,nonexistent,12391
telephone,jun,fri,3,999,0,nonexistent,29545
telephone,jun,fri,4,999,0,nonexistent,30159
cellular,may,thu,1,999,1,failure,619
cellular,jul,wed,1,999,0,nonexistent,17784
telephone,may,tue,2,999,0,nonexistent,29974
cellular,jul,wed,1,999,0,nonexistent,38703
cellular,apr,tue,1,999,0,nonexistent,26458
cellular,jun,thu,3,999,2,failure,13739
cellular,jul,mon,10,999,0,nonexistent,30986
telephone,may,wed,1,999,0,nonexistent,1056
cellular,may,mon,2,999,0,nonexistent,19195
cellular,aug,tue,3,999,0,nonexistent,3370
cellular,may,tue,1,999,1,failure,29728
cellular,nov,fri,5,999,0,nonexistent,31774
cellular,nov,tue,1,6,1,success,40583
cellular,jul,thu,3,999,0,nonexistent,19027
cellular,jul,tue,3,999,0,nonexistent,40510
telephone,jun,thu,1,999,0,nonexistent,5754
telephone,jul,wed,2,999,0,nonexistent,15268
telephone,nov,fri,10,999,0,nonexistent,9157
cellular,jul,thu,8,999,0,nonexistent,33315
telephone,may,tue,1,999,0,nonexistent,19838
telephone,may,tue,2,999,0,nonexistent,38155
cellular,aug,wed,1,999,0,nonexistent,24373
telephone,nov,wed,1,999,0,nonexistent,2314
cellular,may,fri,1,999,1,failure,3775
cellular,may,fri,1,999,0,nonexistent,25203
cellular,jul,mon,2,999,0,nonexistent,18277
cellular,jul,mon,2,999,0,nonexistent,5260
cellular,nov,thu,1,7,4,failure,22646
cellular,apr,fri,2,999,0,nonexistent,28129
telephone,may,mon,1,999,0,nonexistent,8081
cellular,nov,wed,2,999,1,failure,12097
cellular,apr,wed,1,999,0,nonexistent,35152
telephone,jun,thu,1,999,0,nonexistent,21838
cellular,apr,fri,2,999,0,nonexistent,16266
cellular,nov,thu,2,999,0,nonexistent,39548
cellular,nov,mon,3,6,1,success,26153
telephone,may,tue,1,999,0,nonexistent,24087
cellular,sep,fri,2,999,2,failure,925
cellular,aug,fri,1,999,0,nonexistent,19629
cellular,aug,tue,1,999,0,nonexistent,17326
telephone,may,fri,2,999,0,nonexistent,23698
cellular,aug,thu,1,999,0,nonexistent,6424
telephone,may,mon,2,999,0,nonexistent,76
cellular,jul,wed,10,999,0,nonexistent,19830
telephone,may,thu,1,999,0,nonexistent,40955
cellular,aug,tue,2,999,0,nonexistent,31178
cellular,may,mon,3,9,2,failure,2604
telephone,jul,wed,5,999,0,nonexistent,19459
cellular,apr,fri,2,999,1,failure,14619
telephone,may,mon,1,999,0,nonexistent,1834
cellular,jun,tue,1,999,4,failure,14353
telephone,may,fri,1,999,0,nonexistent,34712
telephone,may,thu,4,999,0,nonexistent,37779
telephone,may,thu,3,999,0,nonexistent,4194
telephone,nov,wed,4,999,1,failure,11603
cellular,jun,wed,1,999,0,nonexistent,7721
cellular,apr,fri,1,999,0,nonexistent,2027
cellular,jul,fri,1,999,0,nonexistent,33000
telephone,may,mon,5,999,0,nonexistent,3676
cellular,may,mon,7,999,0,nonexistent,29547
telephone,may,wed,2,999,0,nonexistent,24048
telephone,may,mon,1,999,0,nonexistent,17723
telephone,may,fri,1,999,0,nonexistent,21881
cellular,jul,thu,3,999,0,nonexistent,18372
cellular,nov,thu,1,999,1,failure,5198
cellular,jul,thu,1,999,0,nonexistent,40587
cellular,aug,wed,2,999,0,nonexistent,39027
cellular,aug,thu,1,999,0,nonexistent,25997
telephone,may,thu,2,999,0,nonexistent,29323
telephone,may,fri,2,999,0,nonexistent,16283
telephone,oct,wed,1,999,0,nonexistent,12741
telephone,may,wed,1,999,0,nonexistent,19865
cellular,jul,thu,1,999,0,nonexistent,2338
cellular,nov,tue,2,999,0,nonexistent,29373
telephone,jul,wed,7,999,0,nonexistent,16302
cellular,may,mon,1,999,0,nonexistent,1379
cellular,aug,wed,2,999,0,nonexistent,24395
cellular,sep,tue,2,999,0,nonexistent,18689
telephone,may,tue,1,999,0,nonexistent,12653
cellular,mar,mon,4,999,0,nonexistent,23096
cellular,may,tue,2,999,1,failure,30160
cellular,jul,thu,1,999,0,nonexistent,18637
telephone,may,tue,5,999,0,nonexistent,24059
cellular,jul,tue,5,999,0,nonexistent,7664
telephone,nov,wed,1,999,0,nonexistent,15327
telephone,may,wed,2,999,0,nonexistent,33214
cellular,aug,thu,1,999,0,nonexistent,31193
cellular,jul,mon,6,999,0,nonexistent,17982
telephone,jun,thu,2,999,0,nonexistent,16892
telephone,may,fri,3,999,0,nonexistent,3820
telephone,may,mon,1,999,0,nonexistent,14646
cellular,nov,fri,1,999,1,failure,2796
cellular,nov,mon,1,3,1,success,21100
cellular,nov,thu,3,999,0,nonexistent,8210
cellular,may,thu,2,999,0,nonexistent,24759
cellular,aug,mon,4,999,0,nonexistent,25174
telephone,jun,mon,32,999,0,nonexistent,6350
telephone,jun,tue,1,999,0,nonexistent,22429
cellular,nov,wed,1,999,1,failure,31209
cellular,jul,mon,5,999,0,nonexistent,14874
telephone,jun,mon,3,999,0,nonexistent,33972
cellular,nov,tue,1,9,4,success,22142
telephone,may,thu,1,999,0,nonexistent,13968
cellular,may,thu,1,11,1,success,25090
cellular,jul,mon,3,999,0,nonexistent,37313
cellular,jul,mon,5,999,0,nonexistent,34447
cellular,may,tue,5,999,0,nonexistent,27489
telephone,may,thu,1,999,0,nonexistent,29993
telephone,may,mon,1,999,0,nonexistent,21146
cellular,apr,thu,2,999,1,failure,22505
cellular,may,fri,5,999,0,nonexistent,7000
cellular,nov,tue,2,999,3,failure,3293
telephone,may,thu,5,999,0,nonexistent,29313
cellular,aug,thu,5,999,0,nonexistent,2853
cellular,jul,mon,1,999,0,nonexistent,28570
telephone,may,wed,2,999,0,nonexistent,22888
cellular,apr,fri,2,999,0,nonexistent,9630
telephone,may,fri,15,999,0,nonexistent,32399
telephone,may,thu,2,999,0,nonexistent,35161
cellular,apr,thu,2,999,0,nonexistent,30335
cellular,nov,wed,1,999,0,nonexistent,25537
cellular,aug,wed,2,999,0,nonexistent,21499
cellular,nov,fri,1,999,0,nonexistent,19032
cellular,jul,tue,1,999,0,nonexistent,4695
cellular,may,mon,1,999,0,nonexistent,14740
telephone,may,thu,2,999,0,nonexistent,10150
cellular,jul,thu,27,999,0,nonexistent,20583
cellular,nov,tue,2,999,0,nonexistent,28844
telephone,jun,fri,2,999,0,nonexistent,36260
cellular,nov,mon,1,999,0,nonexistent,23066
cellular,sep,thu,3,999,0,nonexistent,9330
telephone,may,mon,1,999,0,nonexistent,38676
cellular,nov,tue,1,999,0,nonexistent,9298
cellular,jul,mon,3,999,0,nonexistent,20867
telephone,jun,tue,1,999,0,nonexistent,27075
cellular,aug,fri,2,999,0,nonexistent,2652
telephone,may,wed,3,999,0,nonexistent,17018
cellular,aug,wed,1,999,0,nonexistent,24443
cellular,apr,mon,2,999,0,nonexistent,19697
cellular,aug,mon,4,999,0,nonexistent,2467
cellular,aug,fri,1,999,0,nonexistent,33345
cellular,aug,thu,11,999,0,nonexistent,40615
cellular,may,mon,2,999,0,nonexistent,15342
cellular,may,mon,1,999,1,failure,25160
cellular,may,fri,2,999,0,nonexistent,16496
cellular,may,fri,1,999,1,failure,21456
cellular,aug,thu,1,999,0,nonexistent,40318
cellular,jul,mon,2,999,0,nonexistent,21457
telephone,may,mon,3,999,1,failure,20286
cellular,jul,mon,2,999,0,nonexistent,18346
telephone,may,thu,8,999,0,nonexistent,15120
cellular,aug,wed,1,999,0,nonexistent,25757
cellular,oct,thu,1,999,2,failure,37559
telephone,aug,fri,3,999,0,nonexistent,38631
cellular,may,tue,2,999,0,nonexistent,23559
cellular,aug,mon,2,999,0,nonexistent,38113
cellular,aug,wed,9,999,0,nonexistent,26228
cellular,may,thu,1,999,0,nonexistent,33433
cellular,jul,thu,1,999,0,nonexistent,4792
cellular,nov,thu,1,999,0,nonexistent,15397
telephone,may,wed,1,999,0,nonexistent,15236
telephone,jun,mon,1,999,0,nonexistent,10901
cellular,aug,wed,1,999,0,nonexistent,12643
cellular,oct,mon,1,999,0,nonexistent,5154
cellular,jul,wed,4,999,0,nonexistent,6573
telephone,may,tue,2,999,0,nonexistent,34357
cellular,apr,mon,2,999,1,failure,2718
cellular,aug,thu,4,999,0,nonexistent,15352
cellular,apr,thu,2,999,0,nonexistent,23592
cellular,apr,fri,3,999,0,nonexistent,4432
telephone,may,tue,1,999,0,nonexistent,15255
cellular,jul,thu,1,999,0,nonexistent,20765
cellular,jul,thu,2,999,0,nonexistent,9036
cellular,may,wed,2,999,1,failure,30726
telephone,jun,wed,4,999,0,nonexistent,1464
cellular,nov,wed,2,999,0,nonexistent,15669
cellular,nov,thu,5,999,0,nonexistent,27710
cellular,may,wed,1,999,0,nonexistent,4027
cellular,may,thu,4,999,0,nonexistent,38425
telephone,may,thu,6,999,0,nonexistent,35061
telephone,aug,mon,1,12,4,failure,23176
cellular,nov,wed,2,999,0,nonexistent,3806
cellular,aug,fri,3,999,0,nonexistent,17535
cellular,apr,mon,1,1,1,success,30994
cellular,may,wed,1,999,0,nonexistent,7837
cellular,may,mon,4,999,1,failure,15885
cellular,aug,wed,1,999,0,nonexistent,40322
cellular,may,fri,7,999,0,nonexistent,39685
cellular,apr,thu,2,999,0,nonexistent,12775
cellular,aug,mon,5,999,0,nonexistent,18049
telephone,may,mon,1,999,0,nonexistent,32374
telephone,jun,fri,3,999,0,nonexistent,32388
cellular,may,fri,1,999,0,nonexistent,2104
telephone,may,tue,2,999,0,nonexistent,34762
telephone,oct,mon,1,999,0,nonexistent,39614
telephone,jun,mon,3,999,0,nonexistent,20741
cellular,jul,wed,1,999,0,nonexistent,36557
cellular,jul,mon,2,999,0,nonexistent,29295
cellular,nov,wed,1,999,0,nonexistent,38644
cellular,apr,mon,1,999,0,nonexistent,30058
telephone,jun,fri,1,999,0,nonexistent,9480
cellular,apr,tue,4,999,0,nonexistent,14455
cellular,nov,fri,1,999,0,nonexistent,33245
telephone,may,thu,4,999,0,nonexistent,12046
cellular,may,fri,1,999,0,nonexistent,18393
telephone,may,tue,1,999,0,nonexistent,2676
telephone,sep,fri,1,999,0,nonexistent,3720
cellular,may,tue,2,3,2,success,11566
telephone,may,mon,1,999,0,nonexistent,17220
cellular,may,fri,1,999,1,failure,29558
telephone,apr,mon,1,999,0,nonexistent,14032
cellular,jul,wed,17,999,0,nonexistent,1563
cellular,aug,tue,1,999,0,nonexistent,13983
telephone,may,wed,1,999,0,nonexistent,2764
cellular,nov,thu,1,999,0,nonexistent,38240
telephone,may,thu,1,999,0,nonexistent,3795
cellular,nov,thu,2,999,0,nonexistent,4238
cellular,jul,fri,2,999,0,nonexistent,23198
cellular,sep,tue,1,999,0,nonexistent,30624
cellular,aug,thu,2,999,0,nonexistent,15124
telephone,jun,wed,12,999,0,nonexistent,59
telephone,may,thu,2,999,0,nonexistent,2193
cellular,nov,fri,2,3,2,success,14332
cellular,jul,fri,2,999,1,failure,20022
telephone,jun,mon,1,999,0,nonexistent,15192
telephone,may,thu,7,999,0,nonexistent,1226
cellular,jul,wed,4,999,0,nonexistent,28875
cellular,aug,fri,2,999,0,nonexistent,19598
telephone,jun,wed,2,999,0,nonexistent,22400
cellular,mar,wed,1,11,1,success,15425
cellular,jul,fri,1,999,0,nonexistent,31727
cellular,aug,fri,9,999,0,nonexistent,32925
telephone,may,tue,6,999,0,nonexistent,33402
cellular,jul,wed,1,999,0,nonexistent,1470
cellular,jul,thu,6,999,0,nonexistent,9384
cellular,aug,tue,1,999,0,nonexistent,30977
cellular,may,tue,1,999,0,nonexistent,23748
cellular,jul,mon,1,999,0,nonexistent,22458
cellular,jul,thu,2,999,0,nonexistent,11944
cellular,jul,wed,1,999,0,nonexistent,6663
cellular,oct,thu,2,999,0,nonexistent,40478
telephone,may,mon,1,999,0,nonexistent,24572
telephone,jun,thu,3,999,0,nonexistent,18370
cellular,aug,mon,1,999,0,nonexistent,28795
