Loan_ID,LoanAmount,Loan_Amount_Term,Credit_History,Self_Employed,ApplicantIncome,CoapplicantIncome,Dependents,Married,Education,Property_Area,Loan_Status
LPP003291,93.0,360.0,0.0,No,1800,2934.0,0,Yes,Not Graduate,Urban,N
LPP003292,105.0,360.0,0.0,No,2875,1750.0,0,Yes,Not Graduate,Semiurban,Y
LPP003293,132.0,360.0,0.0,No,5000,0.0,0,No,Graduate,Rural,Y
LPP003294,96.0,360.0,0.0,No,1625,1803.0,1,Yes,Graduate,Urban,Y
LPP003295,140.0,360.0,0.0,No,4000,2500.0,0,No,Graduate,Rural,Y
LPP003296,145.0,360.0,0.0,No,2000,0.0,0,No,Not Graduate,Urban,N
LPP003297,135.0,360.0,0.0,No,3762,1666.0,0,No,Graduate,Rural,Y
LPP003298,104.0,360.0,0.0,No,2400,1863.0,0,No,Graduate,Urban,N
LPP003299,480.0,360.0,0.0,No,20233,0.0,0,No,Graduate,Rural,N
LPP003300,185.0,360.0,0.0,No,7667,0.0,2,Yes,Not Graduate,Rural,Y
LPP003301,84.0,360.0,0.0,No,2917,0.0,0,No,Graduate,Semiurban,Y
LPP003302,111.0,360.0,0.0,No,2927,2405.0,0,No,Not Graduate,Semiurban,Y
LPP003303,56.0,360.0,0.0,No,2507,0.0,0,No,Graduate,Rural,Y
LPP003304,144.0,84.0,0.0,Yes,5746,0.0,2,Yes,Graduate,Rural,Y
LPP003305,159.0,360.0,0.0,No,2473,1843.0,0,Yes,Graduate,Rural,N
LPP003306,111.0,180.0,0.0,No,3399,1640.0,1,Yes,Not Graduate,Urban,Y
LPP003307,120.0,360.0,0.0,No,3717,0.0,2,Yes,Graduate,Semiurban,Y
LPP003308,88.0,360.0,0.0,No,2058,2134.0,0,Yes,Graduate,Urban,Y
LPP003309,112.0,360.0,0.0,No,3541,0.0,1,No,Graduate,Semiurban,Y
LPP003310,155.0,360.0,0.0,Yes,10000,0.0,1,Yes,Graduate,Rural,N
LPP003311,115.0,360.0,0.0,No,2400,2167.0,0,Yes,Graduate,Semiurban,Y
LPP003312,124.0,360.0,0.0,No,4342,189.0,3+,Yes,Graduate,Semiurban,Y
LPP003313,145.0,360.0,0.0,No,3601,1590.0,2,Yes,Not Graduate,Rural,Y
LPP003314,132.0,360.0,0.0,No,3166,2985.0,0,No,Graduate,Rural,Y
LPP003315,300.0,360.0,0.0,No,15000,0.0,3+,Yes,Graduate,Rural,Y
LPP003316,376.0,360.0,0.0,Yes,8666,4983.0,1,Yes,Graduate,Rural,N
LPP003317,130.0,360.0,0.0,No,4917,0.0,0,No,Graduate,Rural,Y
LPP003318,184.0,360.0,0.0,Yes,5818,2160.0,0,Yes,Graduate,Semiurban,Y
LPP003319,110.0,360.0,0.0,No,4333,2451.0,0,Yes,Graduate,Urban,N
LPP003320,67.0,360.0,0.0,No,2500,0.0,0,No,Graduate,Urban,Y
LPP003321,117.0,360.0,0.0,No,4384,1793.0,1,No,Graduate,Urban,Y
LPP003322,98.0,360.0,0.0,No,2935,0.0,0,No,Graduate,Semiurban,Y
LPP003323,71.0,360.0,0.0,No,2833,0.0,0,No,Graduate,Urban,Y
LPP003324,490.0,180.0,0.0,No,63337,0.0,0,Yes,Graduate,Urban,Y
LPP003325,182.0,180.0,0.0,Yes,9833,1833.0,1,Yes,Graduate,Urban,Y
LPP003326,70.0,342.0,0.0,Yes,5503,4490.0,0,Yes,Graduate,Semiurban,Y
LPP003327,160.0,360.0,0.0,No,5250,688.0,1,Yes,Graduate,Rural,Y
LPP003328,176.0,360.0,0.0,Yes,2500,4600.0,2,Yes,Graduate,Rural,Y
LPP003329,145.0,360.0,0.0,No,1830,0.0,3+,No,Not Graduate,Urban,N
LPP003330,71.0,360.0,0.0,No,4160,0.0,0,No,Graduate,Semiurban,Y
LPP003331,173.0,360.0,0.0,No,2647,1587.0,3+,Yes,Not Graduate,Rural,N
LPP003332,46.0,360.0,0.0,No,2378,0.0,0,No,Graduate,Rural,N
LPP003333,158.0,360.0,0.0,No,4554,1229.0,1,Yes,Not Graduate,Urban,Y
LPP003334,74.0,360.0,0.0,No,3173,0.0,3+,Yes,Not Graduate,Semiurban,Y
LPP003335,125.0,360.0,0.0,No,2583,2330.0,2,Yes,Graduate,Rural,Y
LPP003336,160.0,360.0,0.0,No,2499,2458.0,0,Yes,Graduate,Semiurban,Y
LPP003337,152.0,360.0,0.0,No,3523,3230.0,0,Yes,Not Graduate,Rural,N
LPP003338,126.0,360.0,0.0,No,3083,2168.0,2,Yes,Not Graduate,Urban,Y
LPP003339,259.0,360.0,0.0,No,6333,4583.0,0,Yes,Graduate,Semiurban,Y
LPP003340,187.0,360.0,0.0,No,2625,6250.0,0,Yes,Graduate,Rural,Y
LPP003341,228.0,360.0,0.0,No,9083,0.0,0,Yes,Graduate,Semiurban,Y
LPP003342,308.0,360.0,0.0,No,8750,4167.0,0,No,Graduate,Rural,N
LPP003343,95.0,360.0,0.0,No,2666,2083.0,3+,Yes,Graduate,Rural,Y
LPP003344,105.0,360.0,0.0,Yes,5500,0.0,0,Yes,Graduate,Rural,N
LPP003345,130.0,360.0,0.0,No,2423,505.0,0,Yes,Graduate,Semiurban,Y
LPP003346,116.0,180.0,0.0,No,3813,0.0,0,No,Graduate,Urban,Y
LPP003347,165.0,360.0,0.0,No,8333,3167.0,2,Yes,Graduate,Rural,Y
LPP003348,67.0,360.0,0.0,No,3875,0.0,1,Yes,Graduate,Urban,N
LPP003349,100.0,480.0,0.0,No,3000,1666.0,0,Yes,Not Graduate,Urban,N
LPP003350,200.0,360.0,0.0,No,5167,3167.0,3+,Yes,Graduate,Semiurban,Y
LPP003351,81.0,360.0,0.0,No,4723,0.0,1,No,Graduate,Semiurban,N
LPP003352,236.0,360.0,0.0,No,5000,3667.0,2,Yes,Graduate,Semiurban,Y
LPP003353,130.0,360.0,0.0,No,4750,2333.0,0,Yes,Graduate,Urban,Y
LPP003354,95.0,300.0,0.0,No,3013,3033.0,0,Yes,Graduate,Urban,Y
LPP003355,141.0,360.0,0.0,Yes,6822,0.0,0,No,Graduate,Rural,Y
LPP003356,133.0,360.0,0.0,No,6216,0.0,0,No,Not Graduate,Rural,N
LPP003357,96.0,480.0,0.0,No,2500,0.0,0,No,Graduate,Semiurban,N
LPP003358,124.0,342.0,0.0,No,5124,0.0,0,No,Graduate,Rural,N
LPP003359,175.0,360.0,0.0,No,6325,0.0,1,Yes,Graduate,Semiurban,Y
LPP003360,570.0,360.0,0.0,No,19730,5266.0,0,Yes,Graduate,Rural,N
LPP003361,55.0,360.0,0.0,Yes,15759,0.0,0,No,Graduate,Semiurban,Y
LPP003362,155.0,360.0,0.0,No,5185,0.0,2,Yes,Graduate,Semiurban,Y
LPP003363,380.0,300.0,0.0,Yes,9323,7873.0,2,Yes,Graduate,Rural,Y
LPP003364,111.0,180.0,0.0,No,3062,1987.0,1,No,Graduate,Urban,N
LPP003365,110.0,360.0,0.0,No,2764,1459.0,0,No,Graduate,Urban,Y
LPP003366,120.0,180.0,0.0,No,4817,923.0,0,Yes,Graduate,Urban,Y
LPP003367,130.0,360.0,0.0,No,8750,4996.0,3+,Yes,Graduate,Rural,Y
LPP003368,130.0,360.0,0.0,No,4310,0.0,0,Yes,Graduate,Semiurban,Y
LPP003369,71.0,480.0,0.0,No,3069,0.0,0,No,Graduate,Urban,N
LPP003370,130.0,360.0,0.0,No,5391,0.0,2,Yes,Graduate,Urban,Y
LPP003371,128.0,360.0,0.0,No,3333,2500.0,0,Yes,Graduate,Semiurban,Y
LPP003372,296.0,360.0,0.0,No,5941,4232.0,0,No,Graduate,Semiurban,Y
LPP003373,156.0,360.0,0.0,No,6000,0.0,0,No,Graduate,Urban,Y
LPP003374,128.0,360.0,0.0,Yes,7167,0.0,0,No,Graduate,Urban,Y
LPP003375,100.0,360.0,0.0,No,4566,0.0,2,Yes,Graduate,Urban,N
LPP003376,113.0,180.0,0.0,No,3667,0.0,1,No,Graduate,Urban,Y
LPP003377,132.0,360.0,0.0,No,2346,1600.0,0,No,Not Graduate,Semiurban,Y
LPP003378,145.0,360.0,0.0,No,3010,3136.0,0,Yes,Not Graduate,Urban,N
LPP003379,136.0,360.0,0.0,No,2333,2417.0,0,Yes,Graduate,Urban,Y
LPP003380,125.0,360.0,0.0,No,5488,0.0,0,Yes,Graduate,Rural,Y
LPP003381,185.0,360.0,0.0,No,9167,0.0,3+,No,Graduate,Rural,Y
LPP003382,275.0,360.0,0.0,No,9504,0.0,3+,Yes,Graduate,Rural,Y
LPP003383,120.0,360.0,0.0,No,2583,2115.0,0,Yes,Graduate,Urban,Y
LPP003384,113.0,180.0,0.0,No,1993,1625.0,2,Yes,Not Graduate,Semiurban,Y
LPP003385,113.0,360.0,0.0,No,3100,1400.0,2,Yes,Graduate,Urban,Y
LPP003386,135.0,360.0,0.0,No,3276,484.0,2,Yes,Graduate,Semiurban,Y
LPP003387,71.0,360.0,0.0,No,3180,0.0,0,No,Graduate,Urban,N
LPP003388,95.0,360.0,0.0,No,3033,1459.0,0,Yes,Graduate,Urban,Y
LPP003389,109.0,360.0,0.0,No,3902,1666.0,0,No,Not Graduate,Rural,Y
LPP003390,103.0,360.0,0.0,No,1500,1800.0,0,No,Graduate,Semiurban,N
LPP003391,45.0,180.0,0.0,No,2889,0.0,2,Yes,Not Graduate,Urban,N
LPP003392,65.0,300.0,0.0,No,2755,0.0,0,No,Not Graduate,Rural,N
LPP003393,103.0,360.0,0.0,No,2500,20000.0,0,No,Graduate,Semiurban,Y
LPP003394,53.0,360.0,0.0,No,1963,0.0,0,No,Not Graduate,Semiurban,Y
LPP003395,194.0,360.0,0.0,Yes,7441,0.0,0,No,Graduate,Rural,N
LPP003396,115.0,360.0,0.0,No,4547,0.0,0,No,Graduate,Semiurban,Y
LPP003397,115.0,360.0,0.0,No,2167,2400.0,0,Yes,Not Graduate,Urban,Y
LPP003398,66.0,360.0,0.0,No,2213,0.0,0,No,Not Graduate,Rural,Y
LPP003399,152.0,300.0,0.0,No,8300,0.0,1,Yes,Graduate,Semiurban,N
LPP003400,360.0,360.0,0.0,No,81000,0.0,3+,Yes,Graduate,Rural,N
LPP003401,62.0,360.0,0.0,Yes,3867,0.0,1,No,Not Graduate,Semiurban,N
LPP003402,160.0,360.0,0.0,No,6256,0.0,0,Yes,Graduate,Urban,Y
LPP003403,218.0,360.0,0.0,No,6096,0.0,0,Yes,Not Graduate,Rural,N
LPP003404,110.0,360.0,0.0,No,2253,2033.0,0,Yes,Not Graduate,Rural,Y
LPP003405,178.0,360.0,0.0,No,2149,3237.0,0,Yes,Not Graduate,Semiurban,N
LPP003406,60.0,360.0,0.0,No,2995,0.0,0,No,Graduate,Urban,Y
LPP003407,160.0,360.0,0.0,No,2600,0.0,1,No,Graduate,Urban,N
LPP003408,239.0,360.0,0.0,Yes,1600,20000.0,2,Yes,Graduate,Urban,N
LPP003409,112.0,360.0,0.0,No,1025,2773.0,0,Yes,Graduate,Rural,Y
LPP003410,138.0,360.0,0.0,No,3246,1417.0,0,Yes,Graduate,Semiurban,Y
LPP003411,138.0,360.0,0.0,No,5829,0.0,0,Yes,Graduate,Rural,Y
LPP003412,80.0,342.0,0.0,No,2720,0.0,0,No,Not Graduate,Urban,N
LPP003413,100.0,360.0,0.0,No,1820,1719.0,0,Yes,Graduate,Urban,Y
LPP003414,110.0,342.0,0.0,No,7250,1667.0,1,Yes,Graduate,Urban,N
LPP003415,96.0,360.0,0.0,No,14880,0.0,0,Yes,Graduate,Semiurban,Y
LPP003416,121.0,360.0,0.0,No,2666,4300.0,0,Yes,Graduate,Rural,Y
LPP003417,81.0,360.0,0.0,No,4606,0.0,1,No,Not Graduate,Rural,N
LPP003418,133.0,360.0,0.0,No,5935,0.0,2,Yes,Graduate,Semiurban,Y
LPP003419,87.0,360.0,0.0,No,2920,16.12000084,0,Yes,Graduate,Rural,Y
LPP003420,60.0,180.0,0.0,No,2717,0.0,0,No,Not Graduate,Urban,Y
LPP003421,150.0,360.0,0.0,Yes,8624,0.0,1,No,Graduate,Semiurban,Y
LPP003422,105.0,360.0,0.0,No,6500,0.0,0,No,Graduate,Rural,N
LPP003423,405.0,360.0,0.0,No,12876,0.0,0,No,Graduate,Semiurban,Y
LPP003424,143.0,360.0,0.0,No,2425,2340.0,0,Yes,Graduate,Semiurban,Y
LPP003425,100.0,360.0,0.0,No,3750,0.0,0,No,Graduate,Urban,Y
LPP003426,145.0,240.0,0.0,No,10047,0.0,0,No,Graduate,Semiurban,Y
LPP003427,50.0,360.0,0.0,No,1926,1851.0,0,No,Graduate,Semiurban,Y
LPP003428,145.0,360.0,0.0,No,2213,1125.0,0,Yes,Graduate,Urban,Y
LPP003429,187.0,360.0,0.0,Yes,10416,0.0,0,No,Graduate,Urban,N
LPP003430,138.0,360.0,0.0,Yes,7142,0.0,0,Yes,Not Graduate,Rural,Y
LPP003431,187.0,360.0,0.0,No,3660,5064.0,0,No,Graduate,Semiurban,Y
LPP003432,180.0,360.0,0.0,No,7901,1833.0,0,Yes,Graduate,Rural,Y
LPP003433,148.0,360.0,0.0,No,4707,1993.0,3+,No,Not Graduate,Semiurban,Y
LPP003434,152.0,360.0,0.0,No,37719,0.0,1,No,Graduate,Semiurban,Y
LPP003435,175.0,300.0,0.0,No,7333,8333.0,0,Yes,Graduate,Rural,Y
LPP003436,130.0,360.0,0.0,Yes,3466,1210.0,1,Yes,Graduate,Rural,Y
LPP003437,110.0,360.0,0.0,No,4652,0.0,2,Yes,Not Graduate,Rural,Y
LPP003438,55.0,360.0,0.0,No,3539,1376.0,0,Yes,Graduate,Rural,N
LPP003439,150.0,360.0,0.0,No,3340,1710.0,2,Yes,Graduate,Rural,N
LPP003440,190.0,360.0,0.0,Yes,2769,1542.0,1,No,Not Graduate,Semiurban,N
LPP003441,125.0,360.0,0.0,No,2309,1255.0,2,Yes,Not Graduate,Rural,N
LPP003442,60.0,300.0,0.0,No,1958,1456.0,2,Yes,Not Graduate,Urban,Y
LPP003443,149.0,360.0,0.0,No,3948,1733.0,0,Yes,Graduate,Rural,N
LPP003444,90.0,180.0,0.0,No,2483,2466.0,0,Yes,Graduate,Rural,Y
LPP003445,84.0,360.0,0.0,Yes,7085,0.0,0,No,Graduate,Semiurban,Y
LPP003446,96.0,360.0,0.0,No,3859,0.0,2,Yes,Graduate,Semiurban,Y
LPP003447,118.0,360.0,0.0,No,4301,0.0,0,Yes,Graduate,Urban,Y
LPP003448,173.0,360.0,0.0,No,3708,2569.0,0,Yes,Graduate,Urban,N
LPP003449,136.0,360.0,0.0,No,4354,0.0,2,No,Graduate,Rural,Y
LPP003450,160.0,360.0,0.0,No,8334,0.0,0,Yes,Graduate,Semiurban,N
LPP003451,160.0,360.0,0.0,Yes,2083,4083.0,0,Yes,Graduate,Semiurban,Y
LPP003452,128.0,180.0,0.0,No,7740,0.0,3+,Yes,Graduate,Urban,Y
LPP003453,153.0,360.0,0.0,No,3015,2188.0,0,Yes,Graduate,Rural,Y
LPP003454,132.0,360.0,0.0,No,5191,0.0,1,No,Not Graduate,Semiurban,Y
LPP003455,98.0,360.0,0.0,No,4166,0.0,0,No,Graduate,Semiurban,N
LPP003456,140.0,360.0,0.0,No,6000,0.0,0,No,Graduate,Rural,Y
LPP003457,70.0,180.0,0.0,No,2947,1664.0,3+,Yes,Not Graduate,Urban,N
LPP003458,110.0,360.0,0.0,No,16692,0.0,0,Yes,Graduate,Semiurban,Y
LPP003459,98.0,360.0,0.0,No,210,2917.0,2,Yes,Not Graduate,Semiurban,Y
LPP003460,110.0,360.0,0.0,No,4333,2451.0,0,Yes,Graduate,Urban,N
LPP003461,162.0,360.0,0.0,Yes,3450,2079.0,1,Yes,Graduate,Semiurban,Y
LPP003462,113.0,180.0,0.0,No,2653,1500.0,1,Yes,Not Graduate,Rural,N
LPP003463,100.0,360.0,0.0,No,4691,0.0,3+,Yes,Graduate,Semiurban,Y
LPP003464,93.0,360.0,0.0,Yes,2500,0.0,0,No,Graduate,Urban,Y
LPP003465,162.0,360.0,0.0,No,5532,4648.0,2,No,Graduate,Rural,Y
LPP003466,150.0,360.0,0.0,Yes,16525,1014.0,2,Yes,Graduate,Rural,Y
LPP003467,230.0,300.0,0.0,No,6700,1750.0,2,Yes,Graduate,Semiurban,Y
LPP003468,132.0,360.0,0.0,No,2873,1872.0,2,Yes,Graduate,Semiurban,N
LPP003469,86.0,360.0,0.0,Yes,16667,2250.0,1,Yes,Graduate,Semiurban,Y
LPP003470,145.0,360.0,0.0,No,2947,1603.0,2,Yes,Graduate,Urban,N
LPP003471,154.0,360.0,0.0,No,4350,0.0,0,No,Not Graduate,Rural,Y
LPP003472,113.0,360.0,0.0,No,3095,0.0,3+,Yes,Not Graduate,Rural,Y
LPP003473,128.0,360.0,0.0,No,2083,3150.0,0,Yes,Graduate,Semiurban,Y
LPP003474,234.0,360.0,0.0,No,10833,0.0,0,Yes,Graduate,Semiurban,Y
LPP003475,246.0,360.0,0.0,No,8333,0.0,2,Yes,Graduate,Semiurban,Y
LPP003476,131.0,360.0,0.0,No,1958,2436.0,1,Yes,Not Graduate,Rural,Y
LPP003477,80.0,360.0,0.0,No,3547,0.0,2,No,Graduate,Rural,N
LPP003478,500.0,360.0,0.0,No,18333,0.0,1,Yes,Graduate,Urban,N
LPP003479,160.0,360.0,0.0,Yes,4583,2083.0,2,Yes,Graduate,Semiurban,Y
LPP003480,75.0,360.0,0.0,No,2435,0.0,0,No,Graduate,Urban,N
LPP003481,96.0,360.0,0.0,No,2699,2785.0,0,No,Not Graduate,Semiurban,Y
LPP003482,186.0,360.0,0.0,No,5333,1131.0,1,Yes,Not Graduate,Urban,Y
LPP003483,110.0,360.0,0.0,No,3691,0.0,0,No,Not Graduate,Rural,Y
LPP003484,225.0,360.0,0.0,Yes,17263,0.0,0,No,Not Graduate,Semiurban,Y
LPP003485,119.0,360.0,0.0,No,3597,2157.0,0,Yes,Graduate,Rural,N
LPP003486,105.0,84.0,0.0,No,3326,913.0,1,Yes,Graduate,Semiurban,Y
LPP003487,107.0,360.0,0.0,No,2600,1700.0,0,Yes,Not Graduate,Rural,Y
LPP003488,111.0,12.0,0.0,No,4625,2857.0,0,Yes,Graduate,Urban,Y
LPP003489,95.0,360.0,0.0,Yes,2895,0.0,1,Yes,Graduate,Semiurban,Y
LPP003490,209.0,360.0,0.0,No,6283,4416.0,0,No,Graduate,Rural,N
LPP003491,113.0,480.0,0.0,No,645,3683.0,0,No,Graduate,Rural,Y
LPP003492,100.0,360.0,0.0,No,3159,0.0,0,No,Graduate,Semiurban,Y
LPP003493,208.0,360.0,0.0,No,4865,5624.0,2,Yes,Graduate,Semiurban,Y
LPP003494,138.0,360.0,0.0,No,4050,5302.0,1,Yes,Not Graduate,Rural,N
LPP003495,124.0,300.0,0.0,No,3814,1483.0,0,Yes,Not Graduate,Semiurban,Y
LPP003496,243.0,360.0,0.0,No,3510,4416.0,2,Yes,Graduate,Rural,Y
LPP003497,480.0,360.0,0.0,No,20833,6667.0,0,Yes,Graduate,Urban,Y
LPP003498,96.0,360.0,0.0,No,3583,0.0,0,No,Graduate,Urban,N
LPP003499,188.0,360.0,0.0,Yes,2479,3013.0,0,Yes,Graduate,Urban,Y
LPP003500,40.0,360.0,0.0,No,13262,0.0,1,No,Graduate,Urban,Y
LPP003501,100.0,360.0,0.0,No,3598,1287.0,0,No,Not Graduate,Rural,N
LPP003502,250.0,360.0,0.0,No,6065,2004.0,1,Yes,Graduate,Semiurban,Y
LPP003503,148.0,360.0,0.0,No,3283,2035.0,2,Yes,Graduate,Urban,Y
LPP003504,70.0,180.0,0.0,No,2130,6666.0,0,Yes,Graduate,Semiurban,N
LPP003505,311.0,360.0,0.0,No,5815,3666.0,0,No,Graduate,Rural,N
LPP003506,150.0,360.0,0.0,No,3466,3428.0,3+,Yes,Graduate,Rural,Y
LPP003507,113.0,480.0,0.0,No,2031,1632.0,2,Yes,Graduate,Semiurban,Y
LPP003508,123.0,360.0,0.0,No,3074,1800.0,0,Yes,Not Graduate,Semiurban,N
LPP003509,185.0,360.0,0.0,No,4683,1915.0,0,No,Graduate,Semiurban,N
LPP003510,95.0,360.0,0.0,No,3400,0.0,0,No,Not Graduate,Rural,N
LPP003511,45.0,360.0,0.0,No,2192,1742.0,2,Yes,Not Graduate,Semiurban,Y
LPP003512,55.0,360.0,0.0,No,2500,0.0,0,No,Graduate,Semiurban,Y
LPP003513,100.0,360.0,0.0,Yes,5677,1424.0,3+,Yes,Graduate,Rural,Y
LPP003514,480.0,360.0,0.0,Yes,7948,7166.0,2,Yes,Graduate,Rural,Y
LPP003515,145.0,360.0,0.0,No,4680,2087.0,0,No,Graduate,Semiurban,N
LPP003516,400.0,360.0,0.0,Yes,17500,0.0,2,Yes,Graduate,Rural,Y
LPP003517,110.0,360.0,0.0,No,3775,0.0,0,Yes,Graduate,Semiurban,Y
LPP003518,161.0,360.0,0.0,No,5285,1430.0,1,Yes,Not Graduate,Semiurban,Y
LPP003519,94.0,360.0,0.0,No,2679,1302.0,1,No,Not Graduate,Semiurban,Y
LPP003520,130.0,360.0,0.0,No,6783,0.0,0,No,Not Graduate,Semiurban,Y
LPP003521,216.0,360.0,0.0,No,1025,5500.0,0,Yes,Graduate,Rural,Y
LPP003522,100.0,360.0,0.0,No,4281,0.0,3+,Yes,Graduate,Urban,Y
LPP003523,110.0,360.0,0.0,No,3588,0.0,2,No,Graduate,Rural,N
LPP003524,196.0,360.0,0.0,No,11250,0.0,1,No,Graduate,Semiurban,N
LPP003525,125.0,360.0,0.0,Yes,18165,0.0,0,No,Not Graduate,Urban,Y
LPP003526,126.0,360.0,0.0,No,2550,2042.0,0,No,Not Graduate,Rural,Y
LPP003527,324.0,360.0,0.0,No,6133,3906.0,0,Yes,Graduate,Urban,Y
LPP003528,107.0,360.0,0.0,No,3617,0.0,2,No,Graduate,Semiurban,Y
LPP003529,66.0,360.0,0.0,No,2917,536.0,0,Yes,Not Graduate,Rural,N
LPP003530,157.0,180.0,0.0,No,6417,0.0,3+,Yes,Graduate,Rural,Y
LPP003531,140.0,180.0,0.0,No,4608,2845.0,1,Yes,Graduate,Semiurban,Y
LPP003532,99.0,360.0,0.0,No,2138,0.0,0,No,Graduate,Semiurban,N
LPP003533,95.0,360.0,0.0,No,3652,0.0,1,No,Graduate,Semiurban,Y
LPP003534,128.0,360.0,0.0,No,2239,2524.0,1,Yes,Not Graduate,Urban,Y
LPP003535,102.0,360.0,0.0,No,3017,663.0,0,Yes,Not Graduate,Semiurban,Y
LPP003536,155.0,360.0,0.0,No,2768,1950.0,0,Yes,Graduate,Rural,Y
LPP003537,80.0,36.0,0.0,No,3358,0.0,0,No,Not Graduate,Semiurban,N
LPP003538,145.0,360.0,0.0,No,2526,1783.0,0,No,Graduate,Rural,Y
LPP003539,103.0,360.0,0.0,No,5000,0.0,0,No,Graduate,Semiurban,N
LPP003540,110.0,360.0,0.0,No,2785,2016.0,0,Yes,Graduate,Rural,Y
LPP003541,145.0,360.0,0.0,Yes,6633,0.0,2,Yes,Graduate,Rural,N
LPP003542,145.0,360.0,0.0,No,2492,2375.0,1,Yes,Not Graduate,Rural,Y
LPP003543,158.0,360.0,0.0,No,3333,3250.0,1,Yes,Graduate,Urban,Y
LPP003544,181.0,360.0,0.0,No,2454,2333.0,0,Yes,Not Graduate,Urban,N
LPP003545,132.0,180.0,0.0,No,3593,4266.0,0,Yes,Graduate,Rural,N
LPP003546,26.0,360.0,0.0,No,5468,1032.0,1,Yes,Graduate,Semiurban,Y
LPP003547,84.0,360.0,0.0,No,2667,1625.0,0,No,Graduate,Urban,Y
LPP003548,260.0,360.0,0.0,Yes,10139,0.0,3+,Yes,Graduate,Semiurban,Y
LPP003549,162.0,360.0,0.0,No,3887,2669.0,0,Yes,Graduate,Semiurban,Y
LPP003550,182.0,360.0,0.0,No,4180,2306.0,0,Yes,Graduate,Semiurban,Y
LPP003551,108.0,360.0,0.0,No,3675,242.0,2,Yes,Not Graduate,Semiurban,Y
LPP003552,600.0,360.0,0.0,Yes,19484,0.0,1,Yes,Graduate,Semiurban,Y
LPP003553,211.0,360.0,0.0,No,5923,2054.0,0,Yes,Graduate,Rural,Y
LPP003554,132.0,360.0,0.0,Yes,5800,0.0,0,No,Not Graduate,Semiurban,Y
LPP003555,258.0,360.0,0.0,No,8799,0.0,2,Yes,Graduate,Urban,N
LPP003556,120.0,360.0,0.0,No,4467,0.0,0,Yes,Not Graduate,Rural,Y
LPP003557,70.0,360.0,0.0,No,3333,0.0,0,No,Graduate,Urban,Y
LPP003558,123.0,360.0,0.0,No,3400,2500.0,3+,Yes,Graduate,Rural,N
LPP003559,9.0,360.0,0.0,No,2378,0.0,0,No,Graduate,Urban,N
LPP003560,104.0,360.0,0.0,No,3166,2064.0,0,Yes,Graduate,Urban,N
LPP003561,186.0,360.0,0.0,No,3417,1750.0,1,Yes,Graduate,Urban,Y
LPP003562,165.0,360.0,0.0,No,5116,1451.0,0,Yes,Graduate,Urban,N
LPP003563,275.0,360.0,0.0,No,16666,0.0,2,Yes,Graduate,Urban,Y
LPP003564,187.0,480.0,0.0,No,6125,1625.0,2,Yes,Not Graduate,Semiurban,N
LPP003565,150.0,360.0,0.0,No,6406,0.0,3+,Yes,Graduate,Semiurban,N
LPP003566,108.0,84.0,0.0,No,3159,461.0,2,Yes,Graduate,Urban,Y
LPP003567,136.0,360.0,0.0,No,3087,2210.0,0,Yes,Graduate,Semiurban,N
LPP003568,110.0,360.0,0.0,No,3229,2739.0,0,No,Graduate,Urban,Y
LPP003569,107.0,360.0,0.0,No,1782,2232.0,1,Yes,Graduate,Rural,Y
LPP003570,161.0,360.0,0.0,No,3182,2917.0,0,No,Graduate,Urban,Y
LPP003571,205.0,360.0,0.0,No,6540,0.0,2,Yes,Graduate,Semiurban,Y
LPP003572,90.0,360.0,0.0,No,1836,33837.0,0,No,Graduate,Urban,N
LPP003573,36.0,360.0,0.0,No,3166,0.0,0,Yes,Graduate,Semiurban,Y
LPP003574,61.0,360.0,0.0,No,1880,0.0,1,Yes,Graduate,Rural,N
LPP003575,146.0,360.0,0.0,No,2787,1917.0,1,Yes,Graduate,Rural,N
LPP003576,172.0,84.0,0.0,No,4283,3000.0,1,Yes,Graduate,Rural,N
LPP003577,104.0,360.0,0.0,No,2297,1522.0,0,Yes,Graduate,Urban,Y
LPP003578,70.0,360.0,0.0,No,2165,0.0,0,No,Not Graduate,Semiurban,Y
LPP003579,94.0,360.0,0.0,No,4750,0.0,0,No,Graduate,Semiurban,Y
LPP003580,106.0,360.0,0.0,Yes,2726,0.0,2,Yes,Graduate,Semiurban,N
LPP003581,56.0,180.0,0.0,No,3000,3416.0,0,Yes,Graduate,Semiurban,Y
LPP003582,205.0,240.0,0.0,Yes,6000,0.0,2,Yes,Graduate,Semiurban,N
LPP003583,292.0,360.0,0.0,Yes,9357,0.0,3+,No,Graduate,Semiurban,Y
LPP003584,142.0,180.0,0.0,No,3859,3300.0,0,Yes,Graduate,Rural,Y
LPP003585,260.0,360.0,0.0,Yes,16120,0.0,0,Yes,Graduate,Urban,Y
LPP003586,110.0,360.0,0.0,No,3833,0.0,0,No,Not Graduate,Rural,Y
LPP003587,187.0,360.0,0.0,Yes,6383,1000.0,2,Yes,Not Graduate,Rural,N
LPP003588,88.0,360.0,0.0,No,2987,0.0,0,No,Graduate,Semiurban,N
LPP003589,180.0,360.0,0.0,Yes,9963,0.0,0,Yes,Graduate,Rural,Y
LPP003590,192.0,360.0,0.0,No,5780,0.0,2,Yes,Graduate,Urban,Y
LPP003591,350.0,180.0,0.0,No,416,41667.0,3+,No,Graduate,Urban,N
LPP003592,155.0,360.0,0.0,No,2894,2792.0,0,Yes,Not Graduate,Rural,Y
