contact,month,day_of_week,campaign,pdays,previous,poutcome,id
telephone,may,fri,1,999,0,nonexistent,30539
telephone,may,thu,2,999,0,nonexistent,30886
cellular,apr,wed,1,999,0,nonexistent,31181
telephone,jun,fri,2,999,0,nonexistent,30289
cellular,oct,thu,3,999,1,failure,5491
telephone,may,fri,5,999,0,nonexistent,36747
cellular,aug,thu,1,999,0,nonexistent,36669
cellular,may,tue,6,999,0,nonexistent,33705
cellular,may,fri,1,999,1,failure,6485
telephone,may,tue,2,999,0,nonexistent,8986
cellular,may,fri,4,999,0,nonexistent,15006
cellular,jul,mon,3,999,0,nonexistent,5494
cellular,may,tue,2,999,0,nonexistent,803
cellular,jul,thu,1,999,0,nonexistent,25169
telephone,apr,mon,8,999,0,nonexistent,16859
cellular,aug,thu,4,999,0,nonexistent,35109
telephone,may,tue,2,999,0,nonexistent,1280
telephone,may,wed,2,999,0,nonexistent,34556
cellular,aug,mon,1,999,0,nonexistent,4819
cellular,jul,fri,2,999,0,nonexistent,3557
cellular,jul,wed,1,999,0,nonexistent,20994
cellular,aug,mon,5,999,0,nonexistent,32238
cellular,nov,mon,2,999,1,failure,34396
cellular,sep,fri,1,3,2,success,13318
cellular,apr,tue,1,999,0,nonexistent,1304
telephone,jul,tue,1,999,0,nonexistent,9321
telephone,jun,wed,1,999,0,nonexistent,38829
cellular,nov,thu,2,999,0,nonexistent,10844
telephone,jul,wed,6,999,0,nonexistent,12755
cellular,aug,wed,1,999,0,nonexistent,36904
cellular,nov,tue,1,999,0,nonexistent,32667
cellular,nov,tue,1,999,0,nonexistent,40239
cellular,jul,tue,2,999,0,nonexistent,28128
cellular,jul,thu,5,999,1,failure,29796
telephone,may,thu,1,999,0,nonexistent,34253
cellular,jul,thu,1,999,0,nonexistent,9830
cellular,oct,thu,1,999,0,nonexistent,16398
cellular,aug,tue,2,999,0,nonexistent,9617
cellular,jul,thu,1,999,0,nonexistent,24512
cellular,nov,mon,2,999,1,failure,1504
cellular,mar,mon,1,6,1,success,17829
cellular,aug,mon,1,999,0,nonexistent,7474
telephone,may,wed,2,999,0,nonexistent,601
telephone,nov,thu,1,999,0,nonexistent,18920
cellular,may,wed,1,999,0,nonexistent,35514
telephone,may,tue,2,999,0,nonexistent,21494
cellular,may,tue,2,999,1,failure,39911
cellular,aug,thu,2,999,0,nonexistent,17662
cellular,may,fri,2,999,1,failure,345
cellular,may,fri,1,999,0,nonexistent,19837
telephone,may,thu,5,999,0,nonexistent,30448
telephone,jun,fri,1,999,0,nonexistent,23399
cellular,may,fri,1,999,0,nonexistent,10040
telephone,jun,mon,1,999,0,nonexistent,8232
cellular,nov,wed,1,21,5,failure,13845
cellular,may,thu,1,999,1,failure,37547
telephone,may,wed,3,999,0,nonexistent,9482
cellular,apr,mon,1,999,0,nonexistent,1731
cellular,jul,thu,1,999,0,nonexistent,517
cellular,apr,thu,1,999,0,nonexistent,7631
cellular,aug,wed,4,999,0,nonexistent,2731
cellular,may,fri,1,999,1,failure,17351
cellular,aug,wed,2,999,0,nonexistent,30772
telephone,jun,wed,1,999,0,nonexistent,26976
telephone,nov,mon,3,999,0,nonexistent,35229
telephone,jun,mon,2,999,0,nonexistent,14323
telephone,may,thu,1,999,0,nonexistent,6527
telephone,mar,mon,2,999,0,nonexistent,4506
telephone,mar,thu,1,999,0,nonexistent,29115
telephone,may,tue,1,999,0,nonexistent,21813
telephone,jul,tue,3,999,0,nonexistent,34553
cellular,jul,tue,2,999,0,nonexistent,36892
cellular,apr,thu,1,999,1,failure,1466
telephone,aug,mon,3,999,0,nonexistent,9675
cellular,oct,mon,3,999,0,nonexistent,29051
cellular,aug,fri,3,999,0,nonexistent,7066
telephone,may,tue,1,999,0,nonexistent,33878
telephone,jul,tue,1,999,0,nonexistent,34860
cellular,apr,fri,1,999,0,nonexistent,10312
cellular,may,fri,2,999,0,nonexistent,13678
cellular,aug,wed,1,999,0,nonexistent,20349
cellular,may,fri,1,999,0,nonexistent,31896
telephone,jun,thu,2,999,0,nonexistent,10818
cellular,aug,thu,2,999,0,nonexistent,6039
telephone,jun,thu,3,999,0,nonexistent,10338
telephone,may,tue,1,999,0,nonexistent,5489
cellular,nov,mon,1,999,1,failure,34644
cellular,may,thu,8,999,1,failure,36844
telephone,jul,wed,1,999,0,nonexistent,29984
cellular,nov,thu,1,999,0,nonexistent,32078
cellular,may,fri,3,999,0,nonexistent,13610
telephone,jun,thu,1,999,0,nonexistent,22596
telephone,jun,fri,19,999,0,nonexistent,16920
cellular,nov,wed,1,999,1,failure,10317
cellular,jul,thu,7,999,0,nonexistent,31433
telephone,nov,mon,1,999,0,nonexistent,31138
telephone,oct,wed,1,999,0,nonexistent,5515
cellular,may,mon,3,999,0,nonexistent,21188
cellular,sep,thu,1,999,0,nonexistent,10465
cellular,may,tue,1,3,1,success,25238
cellular,may,wed,1,999,1,failure,38965
telephone,jun,mon,3,999,0,nonexistent,31306
cellular,aug,mon,2,999,0,nonexistent,17679
cellular,nov,wed,3,999,0,nonexistent,22309
cellular,may,tue,1,999,0,nonexistent,31462
cellular,aug,fri,3,999,0,nonexistent,38661
telephone,jun,thu,3,999,0,nonexistent,15391
cellular,aug,fri,1,999,0,nonexistent,27888
telephone,jun,fri,5,999,0,nonexistent,1917
telephone,aug,tue,1,999,0,nonexistent,5571
cellular,may,tue,2,999,0,nonexistent,4431
cellular,may,wed,4,999,0,nonexistent,2904
telephone,jun,tue,1,999,0,nonexistent,5832
cellular,jul,wed,2,999,0,nonexistent,9570
cellular,nov,thu,1,999,0,nonexistent,12071
telephone,may,thu,1,999,0,nonexistent,34683
telephone,jun,fri,4,999,0,nonexistent,28376
cellular,jul,thu,2,999,0,nonexistent,36643
cellular,may,wed,1,999,0,nonexistent,21665
cellular,aug,mon,2,999,0,nonexistent,12630
cellular,jul,thu,1,999,0,nonexistent,16323
cellular,aug,wed,1,999,0,nonexistent,35073
telephone,may,fri,2,999,0,nonexistent,20848
cellular,may,thu,1,999,0,nonexistent,28721
cellular,jul,fri,2,999,0,nonexistent,5805
cellular,may,fri,1,999,0,nonexistent,7547
telephone,may,tue,2,999,0,nonexistent,19637
cellular,jul,wed,1,999,0,nonexistent,26494
cellular,apr,fri,3,999,0,nonexistent,38523
cellular,aug,wed,4,999,0,nonexistent,29252
cellular,apr,mon,2,999,0,nonexistent,38853
cellular,may,thu,6,999,1,failure,20037
cellular,aug,fri,1,999,1,failure,16713
telephone,may,thu,1,999,0,nonexistent,27414
cellular,may,wed,1,999,0,nonexistent,18798
cellular,aug,tue,1,999,0,nonexistent,9627
cellular,may,tue,4,999,0,nonexistent,427
telephone,jul,tue,7,999,0,nonexistent,26799
cellular,aug,thu,2,999,0,nonexistent,28660
cellular,may,wed,4,999,0,nonexistent,36838
telephone,may,tue,1,999,0,nonexistent,33738
cellular,jul,tue,2,999,0,nonexistent,15172
cellular,aug,tue,1,999,0,nonexistent,7448
cellular,may,fri,11,999,0,nonexistent,16692
cellular,aug,wed,1,999,0,nonexistent,32339
cellular,jul,tue,2,999,0,nonexistent,29918
cellular,nov,tue,1,999,0,nonexistent,12059
cellular,sep,thu,1,999,0,nonexistent,24842
cellular,jul,fri,2,999,0,nonexistent,29814
telephone,may,wed,1,999,0,nonexistent,11333
telephone,may,thu,22,999,0,nonexistent,15794
telephone,may,thu,2,999,0,nonexistent,40847
cellular,mar,fri,5,10,2,failure,7097
telephone,jun,mon,2,999,0,nonexistent,30837
telephone,jun,wed,9,999,0,nonexistent,27944
telephone,jun,tue,2,999,0,nonexistent,13941
cellular,may,wed,1,999,0,nonexistent,19982
cellular,may,wed,1,999,0,nonexistent,34029
cellular,sep,wed,1,999,1,failure,33975
cellular,aug,tue,1,999,0,nonexistent,16096
cellular,oct,wed,3,999,0,nonexistent,20084
cellular,mar,fri,5,999,0,nonexistent,22708
cellular,aug,tue,1,999,0,nonexistent,12371
cellular,aug,mon,2,999,0,nonexistent,12083
telephone,jun,wed,3,999,0,nonexistent,16628
cellular,may,thu,2,999,0,nonexistent,10520
telephone,jul,wed,1,999,0,nonexistent,28007
cellular,nov,thu,1,999,1,failure,10028
telephone,may,fri,2,999,0,nonexistent,9737
telephone,jul,thu,1,999,0,nonexistent,24930
cellular,oct,mon,1,6,1,success,28899
telephone,jun,tue,5,999,0,nonexistent,18428
cellular,may,wed,1,999,0,nonexistent,32698
cellular,jun,mon,1,999,0,nonexistent,21942
cellular,aug,mon,2,999,0,nonexistent,40719
telephone,nov,tue,4,999,0,nonexistent,36907
telephone,may,wed,2,999,0,nonexistent,32134
cellular,aug,wed,2,4,1,success,32421
telephone,jun,mon,2,999,0,nonexistent,119
telephone,may,mon,2,999,0,nonexistent,8490
cellular,aug,tue,1,999,0,nonexistent,34889
telephone,may,wed,1,999,0,nonexistent,26294
cellular,apr,fri,2,999,0,nonexistent,19433
telephone,jul,thu,1,999,0,nonexistent,8594
cellular,jul,fri,3,999,0,nonexistent,38445
cellular,aug,fri,1,999,0,nonexistent,17638
cellular,jul,wed,5,999,0,nonexistent,10710
telephone,jun,mon,3,999,0,nonexistent,23144
telephone,may,mon,3,999,0,nonexistent,14308
cellular,may,mon,5,999,0,nonexistent,31981
cellular,aug,mon,3,999,0,nonexistent,31949
telephone,jun,thu,3,999,0,nonexistent,21254
cellular,nov,mon,1,999,0,nonexistent,26065
telephone,jun,thu,1,999,0,nonexistent,1546
cellular,aug,fri,1,999,0,nonexistent,33614
cellular,apr,mon,6,999,0,nonexistent,41120
telephone,may,thu,3,999,0,nonexistent,32587
cellular,nov,tue,5,999,0,nonexistent,25239
cellular,nov,thu,2,999,0,nonexistent,18032
cellular,may,thu,1,999,0,nonexistent,10623
cellular,sep,thu,1,999,1,failure,34976
telephone,jul,tue,1,999,0,nonexistent,26590
cellular,may,mon,3,999,1,failure,28938
telephone,jun,mon,3,999,0,nonexistent,6122
cellular,aug,wed,4,999,0,nonexistent,36827
telephone,may,fri,1,999,0,nonexistent,19689
cellular,sep,thu,2,8,2,success,22819
cellular,jun,wed,1,999,0,nonexistent,35252
telephone,jun,wed,8,999,0,nonexistent,35413
cellular,aug,tue,1,999,0,nonexistent,3242
cellular,may,fri,3,999,0,nonexistent,17774
cellular,jul,thu,7,999,0,nonexistent,35352
cellular,aug,wed,1,999,0,nonexistent,1407
cellular,may,wed,1,999,1,failure,8024
telephone,may,fri,2,999,0,nonexistent,36788
cellular,may,wed,4,999,0,nonexistent,6458
cellular,nov,mon,1,999,0,nonexistent,3324
telephone,jun,thu,6,999,0,nonexistent,24722
cellular,aug,thu,7,999,0,nonexistent,30626
telephone,may,thu,2,999,0,nonexistent,5896
cellular,oct,fri,1,999,0,nonexistent,36190
cellular,jul,thu,1,999,0,nonexistent,2394
cellular,jul,thu,11,999,0,nonexistent,28343
telephone,jun,wed,1,999,0,nonexistent,21092
cellular,aug,wed,1,999,0,nonexistent,5752
cellular,may,mon,1,999,0,nonexistent,3292
cellular,jul,tue,1,999,0,nonexistent,26992
telephone,nov,mon,3,999,0,nonexistent,19668
cellular,may,thu,5,999,0,nonexistent,7468
cellular,aug,fri,1,999,0,nonexistent,2422
cellular,jun,mon,1,999,1,failure,20552
telephone,apr,mon,3,999,0,nonexistent,35035
telephone,jun,tue,1,999,0,nonexistent,3770
cellular,nov,thu,4,999,0,nonexistent,35331
cellular,jul,tue,3,999,0,nonexistent,20946
telephone,jun,tue,1,999,0,nonexistent,17407
cellular,may,tue,1,999,0,nonexistent,37746
telephone,may,wed,2,999,0,nonexistent,27185
cellular,jun,tue,1,999,3,failure,35504
cellular,may,tue,1,999,0,nonexistent,35319
telephone,may,wed,1,999,0,nonexistent,1889
cellular,aug,fri,5,999,0,nonexistent,12812
cellular,may,tue,2,999,1,failure,16272
cellular,nov,mon,1,999,0,nonexistent,40261
cellular,nov,thu,1,999,1,failure,21282
cellular,jul,fri,1,999,0,nonexistent,27027
cellular,oct,fri,3,14,1,success,12744
telephone,may,mon,3,999,0,nonexistent,35422
telephone,jul,tue,5,999,0,nonexistent,36302
telephone,may,wed,1,999,0,nonexistent,20651
cellular,jul,tue,2,999,0,nonexistent,17573
cellular,nov,fri,1,999,0,nonexistent,34158
cellular,may,fri,1,999,0,nonexistent,14221
cellular,may,thu,2,999,0,nonexistent,13533
telephone,may,mon,1,999,0,nonexistent,36278
telephone,nov,thu,5,999,0,nonexistent,15305
cellular,nov,fri,2,999,0,nonexistent,2030
telephone,may,mon,1,999,0,nonexistent,17138
telephone,may,tue,1,999,0,nonexistent,32750
telephone,jun,fri,3,999,0,nonexistent,6538
telephone,nov,mon,2,999,1,failure,27465
cellular,may,tue,1,999,0,nonexistent,16201
cellular,may,wed,2,999,0,nonexistent,20621
cellular,nov,tue,1,999,0,nonexistent,31164
cellular,may,thu,2,999,0,nonexistent,15991
cellular,jul,thu,1,999,0,nonexistent,4099
cellular,dec,thu,3,999,2,failure,13665
cellular,sep,mon,1,3,2,success,29713
telephone,jul,fri,2,999,0,nonexistent,4128
cellular,oct,tue,2,999,0,nonexistent,21287
cellular,apr,mon,1,999,0,nonexistent,7648
telephone,jul,thu,10,999,0,nonexistent,10729
telephone,may,fri,2,999,0,nonexistent,36791
cellular,jul,fri,2,999,0,nonexistent,22755
cellular,may,tue,4,999,0,nonexistent,39795
telephone,may,thu,5,999,0,nonexistent,23048
telephone,jul,fri,1,999,0,nonexistent,23589
telephone,may,wed,1,999,0,nonexistent,4056
telephone,may,wed,1,999,0,nonexistent,10369
cellular,jul,mon,11,999,0,nonexistent,5728
telephone,jun,mon,1,999,0,nonexistent,29721
cellular,may,mon,1,999,0,nonexistent,20309
cellular,aug,wed,1,999,0,nonexistent,27431
cellular,may,thu,1,999,0,nonexistent,23943
telephone,may,mon,2,999,0,nonexistent,8659
cellular,aug,thu,5,999,0,nonexistent,20591
cellular,apr,fri,1,999,0,nonexistent,29539
cellular,may,mon,1,999,1,failure,13604
cellular,jul,fri,2,999,0,nonexistent,5713
cellular,nov,tue,1,999,1,failure,3112
cellular,aug,thu,2,999,0,nonexistent,9992
cellular,nov,fri,2,999,0,nonexistent,29878
cellular,jun,thu,2,999,1,failure,38833
telephone,jun,fri,3,999,0,nonexistent,29081
cellular,jul,thu,2,999,0,nonexistent,30992
telephone,may,wed,1,999,0,nonexistent,40446
cellular,apr,mon,2,999,1,failure,18197
cellular,oct,wed,1,999,0,nonexistent,36139
telephone,may,fri,2,999,0,nonexistent,6032
cellular,may,thu,1,999,1,failure,19843
cellular,nov,thu,1,999,0,nonexistent,3830
cellular,apr,wed,1,999,0,nonexistent,14563
cellular,aug,thu,2,999,0,nonexistent,16071
telephone,may,mon,1,999,0,nonexistent,25075
cellular,jul,mon,4,999,0,nonexistent,10708
telephone,may,mon,7,999,0,nonexistent,1790
telephone,jul,thu,6,999,0,nonexistent,4483
cellular,jul,tue,1,999,0,nonexistent,26197
cellular,jul,tue,1,999,0,nonexistent,3536
telephone,jun,wed,3,999,0,nonexistent,37540
cellular,jun,fri,1,12,1,success,32924
cellular,may,wed,1,999,1,failure,21374
cellular,jul,wed,1,999,0,nonexistent,14751
telephone,may,wed,1,999,0,nonexistent,33022
telephone,jul,fri,2,999,0,nonexistent,30334
telephone,may,wed,1,999,0,nonexistent,30634
telephone,may,thu,1,999,0,nonexistent,17035
telephone,oct,mon,1,999,0,nonexistent,36415
telephone,may,mon,5,999,0,nonexistent,24837
telephone,may,fri,2,999,0,nonexistent,13469
cellular,aug,wed,1,999,0,nonexistent,17481
cellular,nov,tue,1,999,0,nonexistent,9719
cellular,aug,wed,4,999,0,nonexistent,13816
cellular,may,fri,1,999,1,failure,25810
telephone,jun,thu,2,999,0,nonexistent,2004
cellular,aug,thu,1,999,0,nonexistent,35978
cellular,may,thu,2,999,0,nonexistent,36824
cellular,may,mon,2,999,0,nonexistent,40749
telephone,jun,tue,1,999,0,nonexistent,12509
telephone,may,mon,5,999,0,nonexistent,37340
cellular,jul,mon,2,999,0,nonexistent,30333
telephone,jun,thu,4,999,0,nonexistent,34427
cellular,jul,mon,2,999,0,nonexistent,28963
cellular,apr,mon,3,999,2,failure,9085
telephone,jul,tue,11,999,0,nonexistent,32085
telephone,may,thu,1,999,0,nonexistent,20702
cellular,nov,tue,2,999,0,nonexistent,24383
cellular,may,fri,2,999,1,failure,10071
cellular,may,wed,1,999,0,nonexistent,39295
cellular,may,fri,4,999,1,failure,32542
cellular,may,mon,1,999,0,nonexistent,41017
cellular,jul,wed,1,999,0,nonexistent,40806
telephone,jul,wed,3,999,0,nonexistent,33545
telephone,may,wed,5,999,0,nonexistent,39114
cellular,may,thu,2,999,0,nonexistent,1618
cellular,aug,tue,17,999,0,nonexistent,39725
cellular,jul,thu,1,999,0,nonexistent,39920
cellular,may,wed,1,999,1,failure,23303
cellular,may,fri,1,999,0,nonexistent,39741
cellular,apr,wed,1,999,0,nonexistent,6180
cellular,may,mon,3,999,0,nonexistent,19515
telephone,jun,thu,3,999,0,nonexistent,7641
cellular,aug,tue,5,999,0,nonexistent,8928
telephone,jun,mon,9,999,0,nonexistent,29113
cellular,jul,wed,5,999,0,nonexistent,24892
telephone,may,mon,1,999,0,nonexistent,12316
cellular,nov,tue,2,999,1,failure,36246
telephone,jun,wed,1,999,0,nonexistent,18785
cellular,nov,thu,3,999,1,failure,26478
cellular,jul,tue,1,999,0,nonexistent,493
cellular,may,wed,3,999,0,nonexistent,13995
cellular,jul,tue,1,999,0,nonexistent,19883
telephone,mar,fri,1,999,0,nonexistent,26539
cellular,jul,mon,1,999,0,nonexistent,8470
cellular,apr,fri,3,999,0,nonexistent,29118
telephone,jun,wed,1,999,0,nonexistent,10335
cellular,aug,thu,1,999,0,nonexistent,28397
cellular,aug,tue,1,999,1,failure,13267
telephone,may,wed,2,999,0,nonexistent,10438
cellular,aug,fri,11,999,0,nonexistent,12471
cellular,nov,thu,2,999,1,failure,11790
telephone,may,thu,1,999,0,nonexistent,25219
cellular,jul,fri,2,999,0,nonexistent,5444
cellular,jun,wed,1,999,1,failure,9993
cellular,sep,mon,1,999,2,failure,40905
cellular,may,wed,1,10,1,success,30985
telephone,may,tue,3,999,0,nonexistent,7486
telephone,may,tue,8,999,0,nonexistent,17991
telephone,may,thu,4,999,0,nonexistent,29320
cellular,aug,wed,1,14,1,success,30451
cellular,mar,tue,2,999,1,failure,1024
telephone,jun,wed,1,999,0,nonexistent,5777
telephone,may,thu,4,999,0,nonexistent,27863
cellular,may,wed,1,999,1,failure,903
telephone,may,tue,1,999,0,nonexistent,6386
telephone,may,tue,1,999,0,nonexistent,1237
cellular,jul,tue,1,999,0,nonexistent,34318
cellular,jun,thu,2,999,0,nonexistent,15897
telephone,may,thu,1,999,0,nonexistent,2376
cellular,nov,fri,1,999,0,nonexistent,20669
cellular,may,thu,1,999,0,nonexistent,38335
cellular,jul,mon,3,999,0,nonexistent,31554
cellular,may,mon,3,999,0,nonexistent,19945
telephone,may,tue,3,999,0,nonexistent,18115
cellular,aug,thu,1,999,0,nonexistent,5276
cellular,jul,mon,1,999,0,nonexistent,4951
cellular,may,thu,1,999,1,failure,37447
cellular,jul,wed,1,999,1,failure,15855
telephone,may,mon,4,999,0,nonexistent,2375
cellular,aug,thu,3,999,0,nonexistent,22509
telephone,may,wed,3,999,0,nonexistent,14782
cellular,nov,fri,2,999,0,nonexistent,27297
cellular,jun,thu,1,999,0,nonexistent,23786
cellular,nov,wed,2,999,1,failure,32387
cellular,aug,tue,1,999,0,nonexistent,38766
cellular,may,mon,1,999,0,nonexistent,20117
telephone,jun,fri,3,999,0,nonexistent,3502
cellular,jul,thu,1,999,0,nonexistent,32169
telephone,may,wed,3,999,0,nonexistent,26810
telephone,may,tue,2,999,0,nonexistent,22328
cellular,apr,wed,1,999,0,nonexistent,3919
cellular,aug,thu,1,999,0,nonexistent,33364
cellular,jul,thu,1,999,0,nonexistent,31823
cellular,nov,thu,1,999,0,nonexistent,34278
telephone,jun,fri,1,999,0,nonexistent,13854
cellular,aug,tue,6,999,0,nonexistent,37198
cellular,apr,mon,3,999,0,nonexistent,22135
telephone,may,wed,1,999,0,nonexistent,31711
cellular,jul,mon,4,999,0,nonexistent,21139
cellular,may,tue,2,999,1,failure,3252
cellular,aug,wed,1,999,0,nonexistent,24515
telephone,may,fri,2,999,0,nonexistent,5184
cellular,apr,thu,1,999,1,failure,39288
telephone,jul,fri,2,999,0,nonexistent,20046
cellular,may,mon,1,999,1,failure,24075
telephone,jun,thu,1,999,0,nonexistent,16538
cellular,may,wed,2,999,0,nonexistent,39290
cellular,jul,thu,2,999,0,nonexistent,1951
cellular,nov,thu,2,999,0,nonexistent,38814
cellular,aug,thu,1,999,0,nonexistent,31750
cellular,mar,tue,3,999,1,failure,29517
cellular,jul,thu,1,999,0,nonexistent,2697
cellular,aug,tue,1,999,0,nonexistent,26899
telephone,may,thu,3,999,0,nonexistent,18965
telephone,jun,tue,8,999,0,nonexistent,41048
telephone,may,wed,10,999,0,nonexistent,13471
telephone,may,tue,2,999,0,nonexistent,12571
telephone,aug,tue,3,999,0,nonexistent,25257
cellular,may,thu,2,999,0,nonexistent,17861
cellular,jul,fri,3,999,0,nonexistent,35638
telephone,may,mon,3,999,0,nonexistent,9592
cellular,jul,mon,3,999,0,nonexistent,3159
cellular,apr,mon,6,999,1,failure,40538
telephone,may,wed,1,999,0,nonexistent,33067
telephone,may,tue,1,999,0,nonexistent,36657
cellular,jun,thu,4,999,0,nonexistent,22875
cellular,aug,wed,1,6,1,success,17511
telephone,jun,thu,1,999,0,nonexistent,2947
cellular,aug,mon,9,999,0,nonexistent,8946
telephone,jun,tue,1,999,0,nonexistent,460
cellular,may,thu,5,999,0,nonexistent,15067
telephone,jun,mon,1,999,0,nonexistent,32574
telephone,jun,thu,2,999,0,nonexistent,4053
telephone,may,wed,4,999,0,nonexistent,40568
cellular,apr,wed,5,999,0,nonexistent,387
cellular,may,thu,5,999,2,failure,21283
cellular,may,wed,1,999,0,nonexistent,18048
telephone,jun,fri,5,999,0,nonexistent,39153
telephone,jun,mon,3,999,0,nonexistent,37192
telephone,may,wed,2,999,0,nonexistent,18249
cellular,may,thu,1,999,0,nonexistent,12814
cellular,apr,thu,1,5,1,success,39998
telephone,may,tue,2,999,0,nonexistent,672
telephone,jun,wed,10,999,0,nonexistent,20028
cellular,oct,fri,2,999,0,nonexistent,6987
cellular,nov,mon,2,999,0,nonexistent,34622
telephone,may,tue,1,999,0,nonexistent,24606
telephone,jun,wed,2,999,0,nonexistent,17412
telephone,may,tue,2,999,0,nonexistent,4812
telephone,may,thu,3,999,0,nonexistent,35451
cellular,may,fri,3,999,0,nonexistent,8196
telephone,may,fri,1,999,0,nonexistent,11567
telephone,jun,mon,3,999,0,nonexistent,30922
telephone,jun,wed,9,999,0,nonexistent,15386
telephone,jun,mon,5,999,0,nonexistent,890
telephone,may,thu,1,999,0,nonexistent,222
cellular,apr,thu,1,999,0,nonexistent,33306
telephone,may,fri,2,999,0,nonexistent,31973
telephone,may,mon,8,999,0,nonexistent,21397
cellular,nov,thu,2,999,0,nonexistent,2738
cellular,apr,fri,1,999,2,failure,41080
telephone,may,fri,1,999,0,nonexistent,29643
telephone,may,tue,1,999,0,nonexistent,18999
telephone,jun,fri,2,999,0,nonexistent,592
cellular,apr,mon,3,999,0,nonexistent,29306
telephone,may,fri,7,999,0,nonexistent,1306
cellular,apr,fri,2,999,0,nonexistent,7535
cellular,jul,fri,1,9,3,failure,690
cellular,may,thu,1,999,0,nonexistent,20280
cellular,aug,fri,1,999,0,nonexistent,3710
cellular,nov,fri,2,999,0,nonexistent,38747
cellular,may,wed,2,999,1,failure,23784
cellular,aug,fri,7,999,0,nonexistent,28165
cellular,apr,fri,1,999,0,nonexistent,39754
telephone,may,fri,4,999,0,nonexistent,15527
cellular,jul,thu,1,999,0,nonexistent,23032
cellular,nov,thu,1,999,1,failure,2539
telephone,jul,thu,2,999,0,nonexistent,23637
telephone,may,thu,5,999,0,nonexistent,35329
telephone,may,wed,1,999,0,nonexistent,8296
telephone,may,mon,1,999,0,nonexistent,38072
telephone,may,wed,1,999,0,nonexistent,24609
telephone,jul,tue,2,999,0,nonexistent,4113
telephone,jun,fri,2,999,0,nonexistent,39011
cellular,may,mon,1,999,1,failure,24791
telephone,may,fri,4,999,1,failure,10094
cellular,jul,wed,2,999,0,nonexistent,23010
cellular,may,mon,3,999,1,failure,1178
cellular,jul,mon,2,999,0,nonexistent,10334
telephone,apr,thu,3,999,0,nonexistent,4450
cellular,aug,mon,2,999,0,nonexistent,1380
cellular,jul,fri,3,999,0,nonexistent,8962
cellular,apr,wed,1,999,0,nonexistent,10378
telephone,may,thu,1,999,0,nonexistent,7411
cellular,apr,fri,3,999,0,nonexistent,11880
cellular,jul,tue,2,999,0,nonexistent,35276
cellular,aug,thu,4,999,0,nonexistent,27192
telephone,may,thu,2,999,0,nonexistent,16664
cellular,may,tue,1,999,1,failure,22618
cellular,aug,mon,2,999,0,nonexistent,12846
telephone,jun,thu,5,999,0,nonexistent,25915
telephone,jun,wed,1,999,0,nonexistent,14399
cellular,apr,thu,1,999,0,nonexistent,11250
cellular,aug,wed,1,999,0,nonexistent,11476
cellular,jul,tue,4,999,0,nonexistent,31695
cellular,may,fri,1,999,0,nonexistent,21962
cellular,jun,mon,1,999,0,nonexistent,32712
telephone,may,tue,3,999,0,nonexistent,34800
cellular,jul,wed,4,999,0,nonexistent,862
telephone,may,tue,1,999,0,nonexistent,14726
telephone,may,mon,2,999,0,nonexistent,19114
cellular,may,wed,1,999,0,nonexistent,40054
telephone,may,wed,5,999,0,nonexistent,28463
cellular,jul,mon,4,999,0,nonexistent,41159
cellular,may,mon,1,999,0,nonexistent,20953
cellular,nov,tue,1,999,1,failure,25853
cellular,apr,thu,3,999,0,nonexistent,32991
telephone,jul,tue,1,999,0,nonexistent,14042
cellular,jul,wed,2,999,0,nonexistent,34896
cellular,oct,thu,2,6,3,failure,3453
cellular,aug,mon,1,999,0,nonexistent,29149
cellular,apr,mon,2,999,1,failure,9347
cellular,jul,mon,3,999,0,nonexistent,20587
cellular,aug,wed,1,999,0,nonexistent,39071
cellular,may,tue,1,999,0,nonexistent,22935
cellular,may,fri,3,999,1,failure,38527
cellular,may,wed,1,999,0,nonexistent,32735
cellular,jun,tue,1,999,0,nonexistent,25924
cellular,nov,thu,5,999,1,failure,33216
telephone,may,thu,2,999,0,nonexistent,5201
cellular,aug,thu,1,999,0,nonexistent,2015
telephone,may,fri,1,999,0,nonexistent,3019
telephone,may,wed,4,999,0,nonexistent,20134
telephone,may,tue,2,999,0,nonexistent,17461
cellular,apr,thu,1,999,1,failure,38238
telephone,may,fri,17,999,0,nonexistent,23374
cellular,aug,tue,2,999,0,nonexistent,39652
cellular,may,thu,2,12,1,success,13687
cellular,jul,mon,2,999,0,nonexistent,38141
cellular,apr,wed,1,999,0,nonexistent,6138
cellular,aug,wed,4,999,0,nonexistent,12322
telephone,jun,fri,2,999,0,nonexistent,8231
cellular,oct,thu,1,999,2,failure,22499
cellular,apr,mon,1,999,0,nonexistent,1290
telephone,jun,mon,3,999,0,nonexistent,34364
cellular,may,tue,1,1,1,success,39057
cellular,jul,wed,5,999,0,nonexistent,30504
cellular,aug,tue,1,999,0,nonexistent,39069
telephone,may,fri,1,999,0,nonexistent,10486
cellular,may,thu,5,999,1,failure,4425
cellular,may,tue,1,999,0,nonexistent,8730
cellular,jul,tue,4,999,0,nonexistent,17816
cellular,jul,thu,1,999,0,nonexistent,14245
telephone,jun,wed,1,999,0,nonexistent,22056
cellular,aug,fri,2,999,0,nonexistent,15104
cellular,jul,thu,6,999,0,nonexistent,10616
telephone,jun,thu,2,999,0,nonexistent,2350
telephone,may,fri,2,999,0,nonexistent,4330
cellular,may,thu,1,999,0,nonexistent,31543
