age,job,marital,education,default,housing,loan,id
35,blue-collar,married,basic.9y,unknown,no,no,222
33,technician,single,university.degree,no,no,no,33306
33,management,single,university.degree,no,no,no,31973
31,admin.,unknown,high.school,no,no,no,21397
38,blue-collar,married,basic.4y,no,yes,no,2738
29,blue-collar,single,basic.9y,unknown,no,no,41080
42,blue-collar,divorced,basic.4y,no,no,no,29643
44,management,married,university.degree,no,yes,no,18999
58,management,married,basic.4y,unknown,no,no,592
55,management,divorced,university.degree,no,yes,no,29306
24,student,single,high.school,unknown,yes,yes,1306
60,retired,married,basic.4y,unknown,yes,no,7535
26,admin.,single,university.degree,no,no,no,690
31,technician,married,professional.course,no,yes,no,20280
55,entrepreneur,divorced,basic.9y,no,yes,no,3710
55,technician,single,professional.course,no,no,no,38747
30,admin.,single,high.school,no,no,no,23784
29,admin.,single,university.degree,no,yes,no,28165
49,services,married,basic.6y,no,no,yes,39754
53,admin.,divorced,high.school,no,yes,no,15527
46,blue-collar,married,basic.4y,unknown,yes,yes,23032
43,blue-collar,married,basic.9y,no,yes,no,2539
26,technician,married,professional.course,no,yes,no,23637
37,technician,single,university.degree,no,no,no,35329
36,technician,single,university.degree,no,no,no,8296
50,blue-collar,married,high.school,unknown,no,no,38072
38,blue-collar,single,basic.9y,unknown,yes,no,24609
57,retired,divorced,university.degree,no,no,no,4113
58,retired,married,basic.9y,no,no,no,39011
33,unemployed,married,basic.4y,no,no,no,24791
32,admin.,married,university.degree,no,no,no,10094
43,management,married,unknown,no,yes,no,23010
36,admin.,single,professional.course,no,yes,no,1178
47,technician,married,professional.course,no,no,no,10334
29,admin.,married,university.degree,no,yes,yes,4450
29,admin.,single,university.degree,no,yes,no,1380
33,admin.,married,university.degree,no,yes,yes,8962
21,admin.,single,high.school,no,yes,no,10378
28,self-employed,single,university.degree,no,yes,no,7411
68,retired,married,university.degree,no,yes,no,11880
29,technician,single,university.degree,no,no,no,35276
48,admin.,single,university.degree,no,no,no,27192
60,management,married,university.degree,unknown,yes,no,16664
35,blue-collar,married,high.school,no,yes,no,22618
30,technician,single,high.school,unknown,no,no,12846
39,blue-collar,married,basic.6y,no,no,no,25915
34,blue-collar,married,basic.9y,unknown,no,no,14399
29,student,single,high.school,no,no,no,11250
36,admin.,divorced,university.degree,unknown,yes,yes,11476
55,retired,married,basic.4y,unknown,no,yes,31695
34,blue-collar,married,basic.9y,no,yes,yes,21962
29,admin.,single,high.school,no,yes,no,32712
39,admin.,married,university.degree,no,no,no,34800
32,admin.,married,high.school,no,no,no,862
35,blue-collar,married,professional.course,no,no,no,14726
35,admin.,single,basic.6y,no,yes,no,19114
31,management,single,high.school,no,no,no,40054
36,services,divorced,high.school,no,no,yes,28463
47,admin.,divorced,high.school,unknown,no,no,41159
31,technician,married,university.degree,no,yes,no,20953
50,admin.,married,university.degree,no,no,yes,25853
51,services,married,high.school,unknown,no,no,32991
42,unemployed,married,basic.9y,unknown,yes,no,14042
48,services,married,professional.course,unknown,yes,yes,34896
37,blue-collar,married,basic.6y,no,no,no,3453
50,housemaid,married,basic.4y,no,no,no,29149
40,technician,single,professional.course,no,yes,no,9347
30,admin.,single,university.degree,no,yes,yes,20587
34,entrepreneur,married,unknown,no,no,no,39071
42,blue-collar,single,basic.6y,no,no,no,22935
47,technician,divorced,university.degree,no,no,no,38527
36,services,married,basic.9y,no,no,no,32735
32,admin.,single,high.school,no,yes,no,25924
30,management,single,university.degree,no,no,no,33216
41,blue-collar,married,basic.6y,no,no,no,5201
29,admin.,single,university.degree,no,yes,no,2015
32,technician,single,university.degree,no,yes,no,3019
30,services,married,unknown,no,yes,yes,20134
36,blue-collar,divorced,basic.9y,unknown,yes,no,17461
45,services,divorced,basic.4y,no,no,yes,38238
36,entrepreneur,married,university.degree,no,no,yes,23374
37,technician,single,university.degree,no,no,no,39652
46,blue-collar,married,basic.4y,no,no,no,13687
53,admin.,married,university.degree,no,yes,yes,38141
25,student,single,high.school,no,yes,no,6138
35,admin.,divorced,university.degree,no,yes,no,12322
35,blue-collar,married,basic.9y,unknown,yes,no,8231
49,technician,divorced,unknown,no,no,no,22499
55,retired,married,basic.4y,no,yes,no,1290
40,housemaid,single,university.degree,no,no,no,34364
27,services,married,university.degree,no,yes,no,39057
55,admin.,single,high.school,no,no,yes,30504
36,technician,married,university.degree,no,yes,no,39069
30,blue-collar,married,basic.9y,no,yes,yes,10486
57,retired,divorced,high.school,no,yes,yes,4425
56,admin.,married,university.degree,no,yes,no,8730
54,housemaid,married,basic.4y,unknown,no,no,17816
42,housemaid,married,basic.9y,no,yes,yes,14245
29,blue-collar,married,basic.9y,no,unknown,unknown,22056
39,technician,married,university.degree,no,yes,no,15104
52,blue-collar,married,basic.4y,no,yes,no,10616
48,admin.,single,university.degree,no,yes,no,2350
32,management,divorced,basic.4y,unknown,yes,no,4330
36,blue-collar,married,basic.9y,no,yes,no,31543
32,entrepreneur,married,high.school,no,yes,no,32033
36,blue-collar,divorced,high.school,no,no,yes,6830
41,services,married,basic.9y,no,no,no,32728
46,services,married,high.school,no,yes,no,7549
29,admin.,single,university.degree,no,no,no,6436
44,blue-collar,divorced,basic.9y,no,yes,no,22891
30,admin.,single,university.degree,no,no,no,40737
34,admin.,married,professional.course,no,yes,no,30366
24,services,single,high.school,unknown,yes,no,21181
53,services,married,university.degree,no,no,no,4743
55,admin.,married,basic.9y,unknown,yes,no,39268
32,technician,married,basic.9y,no,yes,no,31148
42,housemaid,married,basic.4y,no,yes,no,7070
59,entrepreneur,married,high.school,no,no,no,603
35,technician,married,university.degree,no,yes,no,21249
34,management,married,university.degree,no,unknown,unknown,2706
39,retired,divorced,basic.4y,no,yes,no,33342
38,admin.,divorced,high.school,no,yes,yes,5864
42,management,married,basic.9y,no,yes,no,9371
77,retired,divorced,basic.4y,no,no,no,30474
36,retired,married,unknown,no,no,no,39423
41,blue-collar,married,basic.4y,unknown,no,no,14184
25,services,single,high.school,no,yes,no,35548
26,admin.,single,university.degree,no,no,yes,30091
39,management,divorced,university.degree,unknown,yes,no,12789
36,admin.,married,university.degree,no,yes,no,39339
73,retired,married,professional.course,no,yes,no,33627
54,retired,divorced,professional.course,no,yes,no,11359
24,admin.,single,university.degree,no,yes,no,30364
30,admin.,single,university.degree,no,no,no,26204
42,admin.,married,high.school,no,no,no,40159
44,blue-collar,single,basic.4y,no,yes,no,14575
36,services,married,high.school,no,no,no,21330
32,technician,single,university.degree,no,yes,no,21018
52,technician,married,basic.6y,unknown,no,no,7449
50,technician,married,university.degree,no,no,yes,20119
45,admin.,married,unknown,unknown,no,no,29617
37,technician,single,university.degree,no,yes,no,35125
32,technician,married,university.degree,no,no,no,33001
35,technician,married,professional.course,no,no,no,21102
32,admin.,single,professional.course,no,yes,yes,11128
32,entrepreneur,divorced,university.degree,no,no,no,14521
23,student,single,high.school,no,no,no,28868
34,admin.,married,university.degree,no,no,no,37860
26,blue-collar,single,unknown,no,yes,yes,1443
49,services,married,high.school,no,no,no,14124
49,unknown,married,unknown,unknown,yes,no,16379
36,blue-collar,married,basic.9y,no,yes,no,34755
42,entrepreneur,single,university.degree,no,yes,no,34756
55,blue-collar,married,basic.4y,unknown,yes,no,29248
58,retired,married,basic.9y,no,no,no,10199
30,blue-collar,married,basic.9y,no,no,no,8717
28,services,single,basic.9y,no,no,no,25019
38,admin.,divorced,high.school,no,yes,no,19477
27,technician,single,university.degree,no,yes,no,18167
43,technician,married,basic.9y,unknown,yes,no,8286
36,management,married,university.degree,no,yes,yes,28609
35,admin.,single,university.degree,no,yes,no,15535
30,admin.,married,university.degree,no,no,no,18644
30,services,single,high.school,no,yes,no,10625
37,technician,single,university.degree,no,no,no,33325
32,blue-collar,married,basic.4y,no,yes,no,25938
26,blue-collar,single,basic.9y,no,no,no,40393
35,admin.,married,university.degree,no,no,yes,27978
38,technician,divorced,high.school,no,yes,no,28177
27,technician,single,basic.9y,no,yes,no,1972
39,management,married,university.degree,no,no,no,14438
31,blue-collar,married,basic.9y,no,no,no,28630
41,blue-collar,divorced,basic.4y,no,no,no,19664
39,technician,married,professional.course,no,no,no,6681
32,technician,married,professional.course,no,no,no,13468
45,services,married,high.school,unknown,no,no,21999
28,blue-collar,married,basic.4y,no,no,no,8149
43,admin.,single,high.school,no,yes,no,35172
58,management,divorced,university.degree,no,no,no,31369
31,technician,married,professional.course,no,yes,no,32014
44,blue-collar,married,basic.9y,unknown,no,no,12459
29,admin.,single,high.school,no,yes,no,11562
31,technician,single,professional.course,unknown,yes,yes,33667
30,admin.,single,university.degree,no,no,yes,18383
35,admin.,single,university.degree,no,yes,no,22710
28,admin.,married,high.school,no,no,no,39262
41,blue-collar,married,basic.4y,unknown,no,no,17160
34,management,single,university.degree,no,no,no,31222
50,unemployed,married,high.school,unknown,yes,no,6472
38,services,single,basic.9y,no,yes,no,23005
29,services,married,high.school,unknown,yes,no,28696
44,admin.,single,university.degree,no,no,no,40205
37,technician,married,professional.course,no,no,no,22589
45,services,single,basic.9y,unknown,no,yes,9160
29,admin.,married,basic.6y,no,no,yes,23906
34,services,married,high.school,no,no,no,1547
26,admin.,single,high.school,no,yes,no,778
35,self-employed,single,university.degree,no,yes,yes,37148
53,blue-collar,married,basic.4y,no,yes,no,18329
28,student,single,university.degree,unknown,no,no,36318
35,services,married,high.school,no,yes,yes,23057
48,admin.,married,university.degree,no,yes,yes,17259
33,admin.,married,high.school,no,no,no,6322
48,admin.,married,professional.course,no,no,no,30085
42,management,married,university.degree,no,yes,yes,8695
46,management,single,university.degree,no,yes,yes,23299
32,blue-collar,married,basic.9y,no,yes,yes,39603
43,self-employed,single,high.school,unknown,no,no,40665
31,admin.,single,university.degree,no,yes,no,13005
32,admin.,married,university.degree,no,yes,no,22234
34,blue-collar,married,basic.9y,no,no,no,21019
33,blue-collar,single,basic.9y,unknown,no,no,39410
33,management,single,university.degree,no,yes,no,33234
47,admin.,married,high.school,no,yes,no,15980
31,services,single,high.school,no,yes,no,9508
39,admin.,married,high.school,no,yes,no,33462
37,admin.,married,high.school,no,yes,no,40464
48,services,married,high.school,unknown,yes,yes,38620
28,services,married,high.school,no,yes,no,10970
58,services,married,basic.4y,no,no,no,4376
40,blue-collar,married,basic.9y,no,yes,yes,15058
39,admin.,married,university.degree,no,no,no,19191
29,technician,married,university.degree,no,no,no,5956
26,services,single,high.school,no,unknown,unknown,40193
56,management,married,unknown,no,yes,no,5538
58,technician,married,basic.4y,no,no,yes,17844
31,admin.,married,professional.course,no,no,no,12310
57,management,divorced,university.degree,no,unknown,unknown,28384
45,services,married,high.school,unknown,yes,no,28163
33,admin.,married,university.degree,no,no,no,32218
30,student,single,university.degree,no,yes,no,37346
37,admin.,single,university.degree,no,no,yes,26865
43,blue-collar,married,basic.9y,unknown,yes,no,21909
77,management,single,basic.9y,no,no,no,24630
30,services,single,high.school,no,yes,no,8084
42,blue-collar,married,basic.6y,no,yes,no,30848
26,services,single,high.school,no,yes,no,18904
41,admin.,divorced,high.school,no,no,no,614
53,services,married,high.school,unknown,no,no,16896
60,retired,married,basic.6y,no,unknown,unknown,38552
49,blue-collar,married,basic.9y,no,yes,no,13828
32,student,married,university.degree,no,no,no,8714
36,admin.,married,basic.9y,no,yes,no,3338
32,admin.,single,high.school,no,yes,yes,6209
32,unemployed,single,university.degree,no,yes,no,10947
40,blue-collar,married,basic.9y,no,no,no,39761
34,admin.,married,university.degree,no,yes,no,30224
29,technician,single,university.degree,no,yes,no,37431
40,management,married,university.degree,no,yes,no,10530
48,blue-collar,married,professional.course,no,no,no,27446
58,housemaid,married,basic.4y,no,no,no,21008
24,blue-collar,single,basic.9y,no,yes,no,37994
29,technician,married,professional.course,no,no,no,16716
31,blue-collar,single,basic.9y,unknown,yes,no,18042
30,admin.,single,university.degree,no,yes,no,25143
42,technician,single,high.school,no,no,no,35538
76,retired,married,university.degree,no,no,no,9685
36,admin.,single,high.school,no,yes,yes,37260
34,technician,single,professional.course,no,no,no,30750
30,services,married,high.school,no,yes,no,29536
58,management,married,unknown,no,no,no,24692
37,technician,single,basic.9y,unknown,no,no,22654
31,admin.,single,university.degree,no,no,no,445
57,technician,single,professional.course,no,yes,no,9260
25,admin.,single,university.degree,no,yes,yes,11547
35,admin.,married,high.school,no,no,no,7760
49,blue-collar,married,basic.4y,unknown,no,no,28426
33,admin.,single,high.school,no,yes,no,27026
35,technician,married,university.degree,no,unknown,unknown,15967
31,services,single,high.school,no,yes,no,23126
48,services,married,high.school,unknown,no,no,29182
51,blue-collar,married,basic.4y,no,unknown,unknown,39194
34,blue-collar,married,high.school,no,yes,no,26278
41,services,single,unknown,no,yes,no,20745
41,management,married,university.degree,no,no,no,6561
40,blue-collar,married,basic.6y,unknown,yes,no,4071
33,admin.,married,basic.9y,no,yes,yes,8411
43,admin.,married,high.school,no,yes,no,36372
25,blue-collar,single,basic.9y,no,no,no,9181
24,entrepreneur,single,university.degree,no,yes,no,13644
30,admin.,married,high.school,no,yes,no,1985
30,technician,single,professional.course,no,no,no,28359
34,blue-collar,married,basic.9y,no,yes,yes,35119
31,self-employed,married,university.degree,no,no,no,17050
36,admin.,married,university.degree,no,no,no,11823
33,blue-collar,married,professional.course,no,no,no,39660
32,services,single,high.school,no,yes,no,27968
32,technician,single,university.degree,no,no,yes,11745
29,admin.,divorced,high.school,no,yes,no,12226
50,admin.,married,professional.course,unknown,yes,yes,34559
36,admin.,single,university.degree,no,no,no,32219
37,blue-collar,married,basic.6y,no,yes,no,12009
41,technician,single,professional.course,no,yes,no,28770
43,blue-collar,married,basic.6y,unknown,yes,no,24334
49,management,married,university.degree,no,yes,no,34681
27,student,single,high.school,unknown,yes,no,13414
45,technician,married,professional.course,unknown,no,no,26052
48,blue-collar,married,basic.9y,no,yes,no,5191
51,admin.,divorced,unknown,no,yes,no,18412
29,services,married,high.school,no,yes,yes,36601
33,self-employed,single,university.degree,no,yes,no,30349
50,blue-collar,married,basic.9y,unknown,yes,no,2775
27,blue-collar,single,high.school,no,no,no,15683
39,admin.,married,high.school,unknown,yes,no,7956
30,admin.,single,university.degree,no,no,no,26160
57,blue-collar,married,basic.9y,unknown,no,no,34789
51,blue-collar,divorced,basic.4y,no,no,no,6227
31,admin.,married,high.school,no,yes,yes,1530
39,retired,single,high.school,no,yes,no,20924
38,blue-collar,married,basic.9y,no,yes,no,2900
49,blue-collar,married,high.school,no,no,no,23956
39,entrepreneur,married,university.degree,unknown,no,no,33292
39,management,married,university.degree,no,no,no,23548
36,blue-collar,single,basic.6y,unknown,yes,no,36518
38,blue-collar,married,basic.9y,no,yes,no,16382
38,admin.,married,university.degree,no,no,no,10680
46,admin.,married,basic.9y,unknown,no,no,6587
30,services,divorced,basic.9y,no,no,no,13628
27,services,single,high.school,no,yes,no,40320
26,student,single,university.degree,unknown,no,yes,25697
54,blue-collar,married,unknown,unknown,yes,yes,37895
27,unknown,single,high.school,unknown,yes,yes,16908
56,retired,married,basic.4y,no,no,no,16759
52,housemaid,married,university.degree,no,no,yes,24621
50,unemployed,married,high.school,no,no,no,31957
56,services,married,high.school,no,no,no,34614
36,admin.,single,high.school,unknown,yes,yes,2864
34,technician,single,university.degree,no,yes,yes,14574
34,technician,married,high.school,no,yes,no,6213
54,unemployed,married,basic.9y,no,yes,no,21348
50,blue-collar,married,basic.4y,unknown,no,yes,23380
47,admin.,single,university.degree,no,yes,no,2246
35,blue-collar,married,high.school,no,no,no,21075
56,management,married,basic.4y,unknown,unknown,unknown,27080
44,services,married,high.school,unknown,yes,yes,41180
49,admin.,married,high.school,unknown,no,no,28695
52,admin.,divorced,university.degree,no,no,yes,8288
29,admin.,single,high.school,no,no,no,40767
36,entrepreneur,divorced,basic.6y,no,yes,no,13692
38,entrepreneur,married,basic.4y,no,no,no,5460
33,blue-collar,single,basic.9y,no,no,yes,12785
25,services,single,high.school,no,yes,no,4927
42,services,married,high.school,no,no,no,9807
30,services,single,high.school,no,yes,no,31881
20,student,single,high.school,no,no,no,40911
33,self-employed,single,university.degree,no,no,no,22042
48,housemaid,divorced,basic.4y,unknown,no,yes,32932
43,technician,married,professional.course,no,no,no,39683
31,technician,single,university.degree,no,yes,no,30233
27,admin.,single,high.school,unknown,yes,no,24539
33,admin.,married,university.degree,no,yes,yes,4621
61,blue-collar,married,basic.4y,no,no,yes,30510
32,technician,married,professional.course,no,no,no,32797
35,blue-collar,married,basic.6y,no,no,no,32223
31,blue-collar,single,basic.9y,unknown,yes,yes,41009
43,admin.,married,high.school,no,yes,no,10583
30,admin.,single,university.degree,no,no,no,10516
38,student,single,university.degree,no,no,no,14226
48,blue-collar,married,basic.6y,no,yes,no,1549
43,services,divorced,basic.6y,no,yes,no,2907
34,self-employed,single,university.degree,no,no,yes,31429
34,management,married,university.degree,no,no,yes,23584
32,technician,married,professional.course,no,no,no,19688
38,technician,single,professional.course,no,no,no,9645
48,blue-collar,married,basic.9y,no,yes,no,7102
46,blue-collar,married,basic.4y,unknown,yes,no,13347
47,technician,married,professional.course,no,no,no,15468
42,management,married,university.degree,no,no,yes,3804
54,blue-collar,married,basic.9y,no,no,no,17520
43,blue-collar,married,basic.4y,unknown,yes,yes,18396
34,blue-collar,married,professional.course,no,no,yes,23684
53,management,married,university.degree,no,yes,no,29473
39,management,divorced,university.degree,no,no,no,37667
31,admin.,divorced,university.degree,no,yes,yes,34314
34,services,married,high.school,no,yes,no,3440
43,services,married,high.school,no,yes,no,11485
39,blue-collar,married,basic.4y,no,yes,no,24342
47,technician,divorced,high.school,no,yes,no,10147
31,technician,single,high.school,no,yes,no,25844
39,admin.,married,university.degree,no,no,no,25712
44,blue-collar,married,basic.4y,no,yes,no,6853
31,admin.,married,university.degree,no,yes,no,21195
43,unemployed,married,high.school,no,yes,no,30057
32,technician,divorced,high.school,no,yes,no,18907
47,services,single,high.school,no,yes,no,20458
30,admin.,single,basic.9y,no,no,no,9292
47,blue-collar,married,basic.9y,no,yes,no,11624
49,blue-collar,married,unknown,no,no,no,5287
65,self-employed,married,professional.course,no,no,no,6009
49,technician,married,professional.course,no,no,no,31825
45,admin.,single,university.degree,no,no,no,3234
35,admin.,divorced,university.degree,no,yes,no,3788
50,blue-collar,married,unknown,unknown,yes,no,2902
52,blue-collar,divorced,basic.9y,unknown,yes,yes,25505
44,housemaid,married,high.school,unknown,no,no,17307
29,technician,single,high.school,no,no,no,9586
51,housemaid,married,basic.9y,no,no,no,21858
32,technician,married,professional.course,unknown,yes,no,26924
58,admin.,married,basic.4y,unknown,no,yes,25073
30,technician,single,professional.course,no,yes,no,18916
41,services,married,university.degree,no,no,no,3916
36,admin.,married,unknown,no,no,no,40768
31,management,married,basic.9y,no,no,yes,11332
32,technician,single,university.degree,no,yes,no,19869
41,admin.,married,high.school,no,no,no,34513
41,entrepreneur,divorced,professional.course,no,yes,no,14490
31,admin.,married,university.degree,no,no,no,34882
29,admin.,single,high.school,no,no,yes,18310
46,blue-collar,married,basic.9y,unknown,yes,no,34398
45,unknown,married,unknown,unknown,no,no,34462
45,blue-collar,divorced,high.school,unknown,yes,yes,21577
35,admin.,married,university.degree,no,yes,no,19362
31,technician,single,high.school,no,no,no,9678
32,technician,single,university.degree,no,yes,no,25775
51,admin.,divorced,high.school,no,yes,yes,38024
32,admin.,single,university.degree,no,yes,yes,25187
35,admin.,married,university.degree,no,yes,no,2037
35,blue-collar,married,basic.9y,no,no,no,26876
36,blue-collar,married,basic.9y,unknown,yes,no,12249
25,services,single,basic.6y,unknown,no,no,40453
30,services,divorced,basic.9y,no,no,yes,22550
52,self-employed,married,university.degree,no,yes,no,9787
85,retired,married,basic.4y,no,no,no,25725
40,blue-collar,single,basic.9y,no,yes,no,35189
32,management,married,high.school,no,yes,no,17230
59,retired,married,unknown,no,yes,yes,40808
33,unemployed,single,high.school,no,yes,no,37251
42,services,married,high.school,no,yes,no,7856
54,housemaid,unknown,basic.4y,no,yes,no,34785
24,services,single,professional.course,no,yes,no,27712
41,housemaid,married,basic.6y,no,no,no,27294
46,management,married,university.degree,no,no,no,5285
39,housemaid,married,basic.4y,no,no,no,20321
36,technician,married,university.degree,no,yes,no,27544
44,management,married,university.degree,no,yes,no,39128
40,unknown,single,unknown,no,no,no,34888
58,management,married,university.degree,no,yes,no,32467
41,admin.,married,university.degree,no,yes,no,29872
36,blue-collar,single,unknown,no,yes,no,31284
38,services,married,high.school,unknown,no,no,18517
35,blue-collar,married,unknown,no,yes,no,18156
59,management,married,university.degree,no,yes,no,6521
29,admin.,single,university.degree,no,yes,no,17896
58,admin.,married,university.degree,no,no,no,38886
48,self-employed,married,university.degree,unknown,no,no,15811
26,unemployed,single,university.degree,no,yes,no,6624
36,admin.,single,university.degree,no,yes,yes,40739
32,blue-collar,married,basic.9y,no,no,no,25150
34,entrepreneur,married,professional.course,no,yes,no,8059
42,housemaid,married,high.school,no,yes,no,25812
41,services,single,high.school,no,yes,yes,5497
32,services,married,professional.course,no,no,no,24218
26,student,single,high.school,no,yes,no,3139
39,blue-collar,married,basic.6y,unknown,yes,no,13492
41,technician,married,high.school,no,yes,no,25556
39,admin.,divorced,high.school,no,yes,yes,208
29,services,single,high.school,no,yes,no,22352
41,unemployed,married,university.degree,unknown,no,no,11915
47,entrepreneur,married,unknown,unknown,no,no,14478
59,technician,divorced,basic.9y,no,yes,no,10047
23,blue-collar,single,high.school,no,yes,no,14578
46,self-employed,married,university.degree,no,yes,no,27070
34,services,single,high.school,no,no,no,16737
40,technician,married,university.degree,no,no,no,2508
37,technician,single,university.degree,no,yes,no,22645
31,management,divorced,university.degree,no,yes,no,7611
21,self-employed,single,university.degree,no,yes,no,31815
35,blue-collar,single,university.degree,no,yes,yes,18829
30,admin.,married,university.degree,no,no,yes,20456
28,blue-collar,married,basic.9y,no,yes,no,4260
26,admin.,single,university.degree,no,no,no,16606
36,housemaid,married,university.degree,no,yes,no,18873
58,technician,married,professional.course,no,yes,no,28027
36,technician,single,professional.course,no,yes,no,37291
53,blue-collar,divorced,basic.4y,unknown,no,no,9755
40,technician,single,professional.course,no,yes,no,26312
44,admin.,divorced,high.school,unknown,yes,no,31666
27,technician,single,unknown,no,no,no,25520
37,admin.,married,high.school,no,no,no,21366
56,retired,divorced,basic.4y,unknown,no,no,28332
50,admin.,married,high.school,no,no,no,19106
44,technician,single,unknown,unknown,no,yes,4400
37,retired,divorced,basic.9y,unknown,no,no,24764
51,admin.,married,high.school,no,yes,no,38852
55,housemaid,married,basic.4y,no,yes,no,12190
34,technician,married,university.degree,no,unknown,unknown,31772
33,admin.,single,university.degree,no,no,yes,36692
33,admin.,married,university.degree,no,yes,no,11864
46,blue-collar,married,basic.4y,unknown,no,no,13129
55,management,married,university.degree,no,no,no,8920
38,admin.,single,basic.9y,no,yes,no,16899
59,blue-collar,married,basic.4y,unknown,yes,no,36101
54,technician,married,high.school,unknown,yes,no,17207
55,retired,married,basic.4y,no,no,no,39903
41,admin.,married,high.school,no,yes,no,23304
28,admin.,single,university.degree,no,no,no,10508
31,management,single,university.degree,no,yes,yes,37035
45,services,married,professional.course,no,yes,no,794
37,services,married,high.school,no,yes,no,26404
43,management,married,university.degree,no,no,no,3345
50,services,married,unknown,unknown,no,no,30560
40,blue-collar,married,basic.6y,unknown,yes,yes,39967
51,entrepreneur,married,university.degree,no,no,no,38792
52,services,married,high.school,unknown,yes,yes,11268
30,technician,married,university.degree,unknown,no,no,30542
49,admin.,divorced,high.school,no,no,no,11524
31,student,single,high.school,no,yes,no,16556
36,technician,married,professional.course,no,no,no,20425
28,technician,divorced,university.degree,no,no,no,16961
56,management,married,university.degree,no,yes,no,26199
29,technician,single,professional.course,no,no,no,5534
59,retired,married,university.degree,unknown,no,no,2323
24,self-employed,single,unknown,no,no,yes,24092
37,services,married,high.school,no,no,no,12997
34,blue-collar,married,basic.9y,no,yes,yes,28492
40,services,married,basic.9y,no,yes,no,37350
28,services,married,high.school,no,yes,yes,1856
37,technician,married,university.degree,no,yes,yes,31063
40,self-employed,married,high.school,no,no,no,32548
50,admin.,married,high.school,no,no,yes,715
50,admin.,married,university.degree,no,yes,no,9647
37,admin.,married,university.degree,unknown,yes,no,36154
42,blue-collar,married,basic.6y,unknown,no,no,7907
60,admin.,married,university.degree,no,no,no,19045
52,blue-collar,married,basic.4y,no,yes,no,3090
43,technician,single,professional.course,no,yes,no,21073
31,admin.,married,university.degree,no,yes,no,29480
35,management,married,university.degree,no,yes,no,7576
48,technician,married,university.degree,unknown,yes,no,38668
55,services,married,basic.6y,unknown,yes,no,38715
29,technician,single,university.degree,no,yes,yes,16173
36,technician,married,professional.course,no,no,no,17886
33,retired,married,high.school,no,yes,no,7475
34,technician,married,high.school,unknown,no,no,8713
52,admin.,married,university.degree,no,no,no,30984
34,blue-collar,married,basic.9y,no,no,yes,8069
39,unemployed,married,professional.course,no,yes,no,28018
41,services,divorced,high.school,no,yes,no,15832
36,admin.,married,university.degree,no,yes,yes,5763
34,technician,single,basic.9y,no,yes,no,38931
39,technician,divorced,university.degree,no,no,yes,35094
28,student,single,high.school,no,no,yes,26145
57,retired,married,basic.4y,no,no,no,25368
50,services,single,high.school,unknown,no,no,26024
54,self-employed,divorced,high.school,unknown,no,no,21735
49,management,married,high.school,no,no,no,32203
43,technician,married,professional.course,no,no,no,26605
39,admin.,married,unknown,no,no,no,14901
47,admin.,married,university.degree,no,no,no,33745
40,technician,married,professional.course,no,no,no,13880
44,services,married,high.school,no,yes,yes,16380
35,blue-collar,married,basic.6y,unknown,yes,no,31868
36,blue-collar,married,basic.9y,no,yes,no,25504
37,entrepreneur,single,university.degree,no,no,no,29519
46,management,married,university.degree,unknown,no,no,224
55,technician,divorced,university.degree,no,no,no,21754
37,services,married,high.school,no,no,no,20773
30,technician,single,high.school,unknown,no,no,2287
31,services,divorced,high.school,no,no,no,38895
32,unemployed,married,university.degree,no,no,no,19414
28,blue-collar,single,basic.9y,no,yes,yes,4515
41,blue-collar,single,basic.9y,unknown,no,no,31405
49,technician,married,professional.course,unknown,yes,no,6285
29,admin.,single,university.degree,no,no,yes,33056
21,technician,single,professional.course,no,no,yes,28267
37,blue-collar,married,high.school,unknown,no,no,19603
38,admin.,married,university.degree,no,yes,yes,32232
36,blue-collar,married,basic.9y,no,no,yes,9257
33,technician,married,high.school,no,yes,no,11067
24,technician,single,professional.course,no,yes,no,32217
40,blue-collar,married,basic.9y,unknown,no,no,24832
30,technician,married,professional.course,no,yes,no,40275
29,student,single,professional.course,no,yes,no,40447
51,management,married,basic.9y,no,yes,yes,35306
42,blue-collar,married,basic.4y,no,no,no,36455
36,admin.,married,basic.9y,no,yes,yes,11852
49,admin.,married,university.degree,no,yes,yes,28991
58,retired,married,basic.4y,no,yes,no,28440
34,services,married,high.school,no,no,no,7423
40,entrepreneur,married,university.degree,unknown,yes,no,29143
28,blue-collar,married,basic.9y,unknown,yes,no,14921
38,admin.,married,university.degree,no,no,no,32067
47,admin.,married,high.school,no,yes,yes,39308
56,admin.,married,university.degree,unknown,no,no,11320
50,technician,divorced,university.degree,no,yes,no,29308
53,management,married,university.degree,no,no,no,30180
26,admin.,single,university.degree,no,no,no,10015
35,admin.,married,basic.9y,no,yes,no,25101
43,housemaid,married,basic.4y,no,no,no,30872
42,management,divorced,university.degree,no,yes,no,8735
50,admin.,married,university.degree,no,no,no,38707
41,admin.,married,unknown,no,no,no,8148
72,housemaid,married,basic.6y,unknown,yes,no,17943
53,blue-collar,married,basic.6y,no,yes,no,33187
31,technician,single,university.degree,no,yes,no,8689
37,blue-collar,married,basic.4y,unknown,no,no,36532
57,retired,married,basic.4y,unknown,no,yes,41025
58,retired,divorced,professional.course,no,yes,no,32515
31,admin.,single,university.degree,no,yes,yes,30264
43,services,single,high.school,no,no,no,39637
29,admin.,single,high.school,no,yes,no,17985
