age,job,marital,education,default,housing,loan,id
28,services,single,high.school,no,no,no,24074
26,admin.,single,basic.9y,unknown,yes,no,33879
27,technician,married,basic.9y,no,no,yes,9927
50,admin.,married,basic.9y,unknown,yes,no,24295
30,technician,single,high.school,no,yes,no,33733
42,management,married,university.degree,unknown,yes,no,35651
34,technician,married,professional.course,no,no,no,7731
39,technician,single,high.school,no,yes,no,37057
27,technician,married,professional.course,no,no,no,4026
29,services,single,high.school,no,no,no,3921
43,unknown,married,high.school,unknown,no,no,3167
43,services,divorced,professional.course,no,no,no,26454
30,admin.,married,high.school,no,no,no,30819
35,blue-collar,married,basic.4y,unknown,no,no,30044
43,unemployed,single,university.degree,no,yes,no,40734
52,entrepreneur,divorced,basic.4y,no,no,no,6578
57,management,single,basic.9y,no,no,no,39684
51,admin.,divorced,high.school,no,yes,yes,20112
34,technician,single,university.degree,no,yes,no,39946
31,admin.,married,high.school,no,yes,no,18774
44,blue-collar,married,basic.4y,no,no,no,29537
28,services,single,high.school,no,yes,no,2876
41,technician,single,university.degree,unknown,no,no,29892
43,admin.,married,university.degree,no,no,no,28864
25,blue-collar,single,basic.6y,no,no,no,32622
45,admin.,divorced,university.degree,no,yes,yes,5635
36,admin.,married,high.school,no,no,no,33662
45,services,married,high.school,unknown,no,no,25958
20,technician,single,university.degree,no,no,no,18121
21,student,single,high.school,no,no,yes,23036
29,self-employed,single,university.degree,no,yes,no,40839
39,technician,single,professional.course,no,no,no,16097
58,admin.,married,high.school,no,yes,no,19686
57,entrepreneur,single,university.degree,no,yes,no,7743
39,entrepreneur,married,university.degree,no,yes,no,28383
55,admin.,married,basic.4y,no,no,no,6323
71,retired,married,university.degree,no,yes,yes,20505
57,admin.,single,high.school,unknown,yes,no,29690
37,blue-collar,single,basic.9y,no,no,yes,32316
31,student,single,unknown,no,no,yes,37591
36,services,single,high.school,no,yes,no,708
37,technician,single,professional.course,no,yes,no,32569
29,blue-collar,married,basic.4y,no,yes,no,30673
33,management,married,high.school,unknown,yes,no,27206
40,management,married,university.degree,no,yes,yes,26246
33,technician,married,professional.course,no,yes,no,17775
33,admin.,married,university.degree,no,yes,no,16609
28,services,married,high.school,no,no,no,13299
28,admin.,single,university.degree,no,no,no,20486
61,admin.,married,high.school,no,no,no,13487
40,blue-collar,married,basic.9y,unknown,no,no,29349
54,blue-collar,married,basic.4y,no,no,no,9902
39,services,married,high.school,no,yes,no,39455
29,technician,single,university.degree,no,yes,no,11975
39,entrepreneur,divorced,basic.4y,no,yes,yes,8489
43,services,married,basic.6y,no,yes,no,2129
31,blue-collar,married,basic.9y,unknown,yes,yes,27144
24,blue-collar,married,professional.course,no,no,no,25454
25,admin.,single,high.school,no,no,no,5100
39,blue-collar,married,basic.9y,no,yes,no,34273
36,admin.,married,university.degree,no,no,no,4606
36,technician,married,professional.course,no,yes,no,29798
49,admin.,divorced,high.school,no,yes,no,25913
51,blue-collar,married,basic.9y,unknown,yes,no,17053
72,retired,single,university.degree,no,yes,yes,6635
41,admin.,divorced,high.school,no,no,no,12259
88,retired,married,basic.4y,no,yes,no,36133
31,blue-collar,married,basic.9y,no,yes,no,22075
45,admin.,married,high.school,no,no,no,33447
32,services,single,professional.course,no,yes,no,14167
50,services,married,unknown,no,yes,no,6042
36,services,married,high.school,no,no,no,35460
26,student,single,unknown,no,no,no,31370
30,blue-collar,single,high.school,no,no,no,5199
60,management,married,unknown,no,yes,no,14750
30,technician,single,high.school,no,yes,no,37405
49,blue-collar,married,basic.9y,unknown,no,no,38078
30,technician,married,university.degree,no,unknown,unknown,29565
45,blue-collar,married,basic.9y,no,yes,no,15348
36,technician,married,basic.9y,no,yes,yes,3182
34,technician,married,university.degree,no,yes,no,6450
44,blue-collar,single,high.school,no,no,no,15113
27,student,single,university.degree,no,no,yes,9640
24,blue-collar,single,high.school,no,yes,no,36607
30,technician,married,university.degree,no,no,yes,28469
32,management,single,university.degree,no,yes,no,9611
33,admin.,married,high.school,unknown,yes,no,19485
37,unemployed,single,university.degree,no,yes,no,3461
45,admin.,married,university.degree,no,yes,no,34858
36,technician,single,basic.9y,unknown,yes,no,703
31,blue-collar,married,basic.6y,no,no,no,17911
33,admin.,divorced,university.degree,no,no,yes,37153
40,blue-collar,married,basic.4y,no,yes,no,18077
33,admin.,divorced,university.degree,no,yes,no,9598
29,technician,single,professional.course,no,yes,no,12053
46,blue-collar,single,basic.6y,unknown,no,yes,15662
27,admin.,single,university.degree,no,no,no,31189
28,blue-collar,single,basic.9y,no,no,no,12043
45,blue-collar,married,basic.6y,unknown,yes,yes,36343
31,services,single,basic.9y,no,no,no,4314
39,admin.,married,university.degree,no,no,no,3799
34,technician,single,professional.course,no,yes,no,32162
30,admin.,married,university.degree,no,no,no,29571
36,technician,single,professional.course,no,no,no,19407
40,services,married,high.school,no,yes,no,33450
32,technician,married,professional.course,no,yes,yes,14110
26,blue-collar,single,professional.course,no,no,no,13081
44,technician,divorced,high.school,no,no,no,33523
44,admin.,single,university.degree,no,yes,no,17557
58,blue-collar,married,basic.4y,no,yes,no,15350
52,management,married,basic.6y,no,no,no,31225
30,admin.,single,university.degree,no,no,no,39990
29,technician,single,professional.course,no,yes,yes,5686
36,technician,married,high.school,no,yes,no,10172
45,admin.,married,university.degree,no,no,no,6490
43,management,married,basic.9y,no,yes,no,30138
27,admin.,single,university.degree,no,yes,no,11097
41,blue-collar,married,basic.4y,no,yes,no,21095
49,technician,married,university.degree,no,no,no,30776
46,services,married,high.school,no,no,yes,1311
64,housemaid,married,basic.4y,no,no,no,13377
30,admin.,single,university.degree,no,yes,yes,36266
54,blue-collar,married,basic.4y,no,no,no,16641
43,admin.,married,university.degree,no,no,no,2814
28,blue-collar,single,basic.6y,unknown,yes,no,13908
32,blue-collar,married,high.school,no,yes,no,24706
53,technician,married,professional.course,unknown,yes,no,38114
35,blue-collar,divorced,basic.9y,no,no,no,16016
48,blue-collar,married,basic.9y,unknown,yes,no,32547
33,technician,married,professional.course,no,yes,no,33247
38,admin.,single,university.degree,no,no,no,31190
40,admin.,divorced,university.degree,no,no,no,3402
52,blue-collar,married,basic.4y,no,no,no,10992
44,technician,married,professional.course,unknown,yes,yes,37802
33,technician,single,university.degree,no,no,no,3277
39,blue-collar,single,basic.9y,unknown,yes,no,18674
36,technician,married,university.degree,no,yes,no,7370
40,blue-collar,single,basic.9y,no,no,yes,25658
64,retired,married,university.degree,no,no,no,20612
34,admin.,married,university.degree,no,yes,no,22764
37,services,married,high.school,no,yes,no,31180
33,blue-collar,single,basic.9y,no,no,no,6325
31,technician,married,professional.course,no,no,yes,23720
39,services,married,professional.course,no,no,no,7265
26,admin.,married,high.school,no,yes,yes,23949
27,blue-collar,married,university.degree,no,no,yes,20389
31,admin.,single,university.degree,no,yes,no,34436
50,technician,married,university.degree,no,unknown,unknown,13292
25,blue-collar,married,high.school,unknown,yes,no,36932
34,management,married,university.degree,no,yes,no,5013
47,technician,married,basic.9y,no,yes,no,24049
56,blue-collar,married,basic.4y,no,yes,no,26710
44,self-employed,married,basic.9y,unknown,yes,no,15288
26,admin.,single,university.degree,no,yes,no,23913
44,technician,married,university.degree,no,no,no,1566
34,services,divorced,professional.course,unknown,yes,no,6054
39,technician,single,professional.course,no,yes,no,8057
37,blue-collar,single,basic.9y,no,yes,no,31008
50,unemployed,married,high.school,no,no,yes,5981
37,admin.,married,university.degree,no,yes,no,40282
50,blue-collar,divorced,professional.course,no,yes,yes,36345
41,blue-collar,married,basic.4y,unknown,yes,no,19568
26,technician,single,professional.course,no,no,yes,23094
43,admin.,married,university.degree,no,yes,no,24696
31,management,single,university.degree,no,no,no,26927
46,admin.,married,university.degree,no,yes,no,22554
34,admin.,divorced,high.school,no,yes,no,8155
49,unknown,married,unknown,unknown,yes,no,20546
29,admin.,single,university.degree,no,yes,yes,27655
41,blue-collar,married,basic.9y,no,no,no,38568
43,admin.,married,university.degree,unknown,yes,no,35348
44,services,divorced,basic.9y,no,yes,no,40500
50,blue-collar,married,basic.4y,unknown,no,yes,18702
31,admin.,married,university.degree,no,no,no,39964
42,services,married,basic.9y,no,yes,no,31657
54,technician,divorced,basic.9y,unknown,no,no,23296
37,admin.,divorced,high.school,no,yes,no,40494
42,blue-collar,married,basic.4y,unknown,yes,yes,34407
40,blue-collar,married,basic.6y,no,no,no,39697
26,admin.,single,university.degree,no,unknown,unknown,19676
52,management,divorced,university.degree,no,no,no,17469
29,technician,married,professional.course,no,no,no,19466
55,blue-collar,single,basic.9y,unknown,yes,no,1377
39,admin.,divorced,high.school,no,yes,no,28100
27,entrepreneur,divorced,university.degree,unknown,no,no,31263
38,admin.,single,high.school,no,yes,no,17794
39,blue-collar,divorced,basic.9y,no,yes,no,35944
56,unknown,single,basic.9y,no,no,no,6944
30,technician,single,university.degree,no,no,no,21068
39,services,married,basic.4y,no,no,no,21693
57,self-employed,married,basic.4y,no,yes,no,28723
49,blue-collar,married,high.school,no,no,no,5729
38,admin.,divorced,university.degree,no,yes,no,3354
57,housemaid,married,basic.4y,no,yes,no,5271
42,technician,divorced,high.school,no,yes,no,7960
55,blue-collar,single,basic.4y,no,yes,no,38941
47,technician,married,professional.course,no,yes,no,24550
46,management,married,university.degree,no,no,no,29622
46,blue-collar,divorced,basic.9y,no,yes,no,23983
36,blue-collar,divorced,basic.9y,no,no,no,2581
24,student,single,high.school,no,yes,no,3711
58,management,married,university.degree,unknown,yes,no,13929
47,blue-collar,divorced,basic.9y,unknown,no,no,33589
56,services,married,high.school,no,no,yes,22350
25,self-employed,single,university.degree,no,no,no,36423
51,blue-collar,married,basic.4y,unknown,yes,no,20706
35,admin.,single,university.degree,no,unknown,unknown,31799
42,technician,married,university.degree,no,yes,no,19920
39,blue-collar,married,basic.6y,unknown,no,no,34565
29,technician,married,high.school,no,no,no,6718
35,blue-collar,married,basic.9y,no,no,no,5166
56,blue-collar,married,basic.4y,no,no,no,39718
53,entrepreneur,married,university.degree,no,yes,no,26167
44,services,single,high.school,no,no,no,12882
39,housemaid,married,basic.9y,no,yes,yes,15254
49,blue-collar,married,basic.4y,unknown,yes,no,22211
49,services,married,high.school,unknown,yes,no,20837
36,technician,married,professional.course,unknown,no,no,6053
37,technician,married,professional.course,no,yes,no,8324
40,technician,married,professional.course,no,no,no,30878
48,technician,married,high.school,unknown,yes,no,1838
49,technician,married,professional.course,no,no,no,23671
59,management,married,university.degree,no,yes,no,40666
26,technician,single,basic.9y,no,yes,no,26593
48,unknown,married,basic.4y,unknown,no,no,18556
48,services,divorced,high.school,no,no,yes,5019
47,technician,married,professional.course,unknown,yes,no,25462
30,services,single,high.school,no,yes,no,29806
56,technician,divorced,professional.course,unknown,yes,no,39299
49,self-employed,single,basic.9y,no,no,no,34413
33,technician,married,professional.course,no,no,no,27239
26,technician,married,basic.6y,no,no,yes,34324
29,blue-collar,married,basic.6y,no,no,no,25835
42,admin.,married,university.degree,unknown,no,no,373
29,blue-collar,single,professional.course,no,no,yes,2370
36,technician,single,university.degree,no,no,no,30280
26,unemployed,single,university.degree,no,yes,no,4386
55,admin.,married,high.school,no,no,no,27341
41,services,single,unknown,unknown,no,no,14102
29,technician,single,university.degree,no,yes,no,39952
49,admin.,married,unknown,no,yes,yes,22483
51,self-employed,married,university.degree,unknown,no,no,892
28,blue-collar,married,professional.course,unknown,yes,no,31932
39,admin.,married,high.school,no,no,no,9501
46,admin.,single,university.degree,no,no,yes,36407
43,blue-collar,married,basic.9y,unknown,yes,no,30258
47,admin.,divorced,high.school,no,no,no,30898
51,housemaid,divorced,high.school,no,yes,yes,12922
30,self-employed,single,university.degree,no,no,no,40633
31,entrepreneur,single,basic.9y,no,no,no,16734
32,technician,divorced,high.school,no,no,no,29589
35,blue-collar,married,basic.9y,no,yes,no,11103
49,technician,married,university.degree,no,yes,no,14673
34,management,married,university.degree,no,no,no,18781
41,blue-collar,married,basic.9y,no,yes,no,14106
32,services,single,basic.9y,no,yes,no,17280
40,admin.,divorced,university.degree,no,unknown,unknown,40232
49,unemployed,married,basic.4y,unknown,yes,no,9936
42,management,married,university.degree,no,yes,no,37352
30,technician,married,university.degree,unknown,no,no,20352
38,admin.,married,university.degree,no,no,no,13189
51,services,married,high.school,unknown,yes,yes,25487
42,blue-collar,married,basic.4y,unknown,yes,no,4007
24,services,single,high.school,no,yes,no,25914
25,student,single,high.school,no,yes,no,3193
35,services,single,basic.4y,no,no,yes,41152
33,blue-collar,married,basic.4y,no,no,no,20250
31,blue-collar,single,basic.4y,no,yes,no,15829
45,services,married,high.school,unknown,yes,yes,16826
37,blue-collar,married,basic.6y,no,yes,no,12338
46,admin.,single,high.school,no,no,yes,33439
27,student,single,high.school,no,no,no,30329
39,housemaid,married,basic.4y,no,yes,yes,10470
30,blue-collar,married,basic.4y,no,no,no,1665
35,blue-collar,married,basic.4y,unknown,no,no,6380
58,blue-collar,divorced,basic.4y,no,yes,no,24937
23,admin.,married,high.school,no,no,no,9143
39,blue-collar,married,basic.9y,no,no,no,27726
53,housemaid,married,unknown,no,yes,no,6960
41,blue-collar,married,basic.4y,unknown,yes,no,18948
45,blue-collar,married,basic.6y,no,no,no,32719
41,admin.,married,high.school,unknown,no,no,17089
33,blue-collar,single,high.school,no,yes,no,25357
29,admin.,married,university.degree,no,no,no,27090
60,admin.,married,unknown,no,yes,no,10375
29,admin.,married,university.degree,no,yes,no,9970
39,blue-collar,divorced,basic.6y,unknown,no,no,10721
40,technician,single,professional.course,no,yes,no,38126
36,blue-collar,single,basic.4y,no,yes,no,24038
35,management,married,university.degree,no,no,no,39014
39,technician,married,professional.course,no,yes,no,27942
33,admin.,divorced,high.school,no,no,no,29483
52,blue-collar,married,basic.9y,no,yes,no,39150
28,technician,single,high.school,no,yes,no,38696
55,unemployed,divorced,university.degree,no,no,no,19320
52,services,married,basic.9y,unknown,yes,yes,10413
39,technician,married,high.school,no,yes,no,39554
27,admin.,single,university.degree,no,yes,yes,20377
32,blue-collar,divorced,basic.9y,no,yes,no,32491
36,student,single,basic.9y,unknown,yes,yes,8909
40,blue-collar,married,professional.course,no,no,no,11317
44,services,married,high.school,unknown,yes,no,19640
46,blue-collar,married,professional.course,no,yes,no,13153
33,admin.,married,basic.9y,no,yes,yes,32921
28,admin.,single,university.degree,no,no,no,2724
60,retired,married,high.school,no,no,no,2204
33,admin.,married,university.degree,no,no,no,40163
37,blue-collar,single,high.school,no,no,no,35475
44,admin.,married,university.degree,unknown,yes,yes,507
37,entrepreneur,single,university.degree,no,no,no,8604
48,management,married,high.school,no,no,no,37393
60,retired,married,university.degree,no,no,no,37427
53,blue-collar,married,basic.6y,no,yes,yes,15553
36,services,married,high.school,no,yes,yes,4677
40,blue-collar,married,basic.4y,no,yes,no,25789
35,technician,married,university.degree,unknown,no,no,7483
47,admin.,married,university.degree,no,yes,no,34783
33,services,single,high.school,no,no,no,23384
30,services,single,high.school,no,no,no,21788
40,blue-collar,married,high.school,no,no,yes,995
30,student,single,university.degree,no,no,no,1577
39,services,married,high.school,no,no,no,36069
35,technician,single,professional.course,no,no,no,21187
41,services,married,high.school,no,yes,no,12052
34,technician,single,university.degree,no,yes,no,37583
29,admin.,single,university.degree,no,no,no,15849
32,blue-collar,single,basic.6y,no,no,no,27893
33,admin.,married,university.degree,no,yes,no,25188
25,unemployed,single,professional.course,no,no,yes,32254
38,admin.,married,university.degree,no,unknown,unknown,35529
51,self-employed,married,university.degree,unknown,no,no,11503
58,admin.,single,university.degree,no,no,no,3535
53,entrepreneur,married,basic.4y,no,no,no,18479
26,student,single,basic.9y,no,no,no,347
39,admin.,married,university.degree,no,yes,no,12706
45,self-employed,divorced,professional.course,unknown,no,no,32747
58,blue-collar,married,basic.4y,no,no,no,6888
46,admin.,married,university.degree,no,no,no,21937
35,technician,married,university.degree,no,yes,yes,8657
31,admin.,married,university.degree,no,no,no,25891
40,blue-collar,single,basic.9y,no,no,no,33952
48,admin.,married,high.school,no,no,no,10088
32,self-employed,married,basic.9y,no,no,no,23992
30,admin.,single,university.degree,no,yes,no,32393
30,technician,single,high.school,no,yes,no,6707
57,technician,married,university.degree,unknown,yes,yes,37316
35,services,married,basic.9y,unknown,yes,no,20363
37,management,divorced,unknown,no,yes,no,10991
34,blue-collar,single,basic.9y,no,yes,no,25583
54,housemaid,married,basic.4y,unknown,no,no,21351
38,technician,single,high.school,no,yes,no,11413
41,unemployed,divorced,university.degree,unknown,yes,no,30729
46,admin.,married,high.school,no,no,no,36134
40,services,divorced,high.school,no,yes,no,19276
31,blue-collar,married,basic.6y,unknown,no,no,53
47,management,married,university.degree,no,yes,no,23516
25,technician,single,professional.course,no,yes,no,24333
48,self-employed,divorced,university.degree,no,no,no,21319
52,housemaid,married,basic.4y,unknown,no,no,14415
36,blue-collar,single,university.degree,unknown,yes,no,2035
35,technician,married,professional.course,no,yes,no,24917
33,services,divorced,unknown,no,no,yes,35496
31,admin.,married,university.degree,no,yes,no,37221
38,entrepreneur,married,basic.9y,unknown,no,yes,38694
18,student,single,unknown,no,no,no,18462
41,management,married,basic.9y,no,no,no,30026
24,admin.,single,high.school,unknown,yes,yes,32496
37,self-employed,married,university.degree,no,yes,no,18933
69,retired,married,high.school,no,no,no,26293
50,technician,single,university.degree,no,yes,no,28255
30,technician,married,university.degree,no,no,yes,31871
35,admin.,single,basic.6y,no,yes,no,34236
38,management,married,university.degree,no,yes,yes,21285
30,admin.,married,university.degree,no,no,no,11909
41,admin.,married,university.degree,no,no,no,33334
50,blue-collar,married,basic.9y,no,yes,no,29040
34,technician,divorced,professional.course,no,yes,no,38309
35,technician,married,professional.course,no,no,no,38674
37,services,divorced,high.school,no,no,no,8546
44,technician,married,professional.course,unknown,yes,no,31312
47,blue-collar,married,professional.course,no,no,no,258
20,student,single,basic.9y,no,yes,no,20485
24,admin.,married,basic.9y,no,yes,no,15750
58,blue-collar,married,basic.4y,unknown,no,no,483
32,housemaid,single,university.degree,unknown,yes,no,18760
58,self-employed,married,university.degree,no,yes,no,12797
51,blue-collar,married,professional.course,unknown,yes,no,18198
31,services,divorced,high.school,no,no,no,20920
33,admin.,single,high.school,no,no,no,4064
35,self-employed,married,basic.9y,no,yes,no,22064
36,technician,married,professional.course,no,no,no,478
46,entrepreneur,married,basic.9y,no,no,no,8863
31,housemaid,married,high.school,no,no,no,22282
54,admin.,married,university.degree,no,yes,no,83
45,services,married,high.school,no,no,no,22687
48,admin.,married,university.degree,no,yes,yes,31834
53,services,married,high.school,no,yes,no,21726
30,admin.,married,university.degree,no,yes,no,16837
40,blue-collar,married,unknown,no,no,no,13207
35,admin.,married,high.school,no,yes,no,12889
48,blue-collar,married,basic.9y,no,yes,yes,33544
41,blue-collar,divorced,basic.4y,no,yes,no,32709
29,admin.,single,university.degree,unknown,yes,no,16867
42,blue-collar,married,basic.4y,unknown,unknown,unknown,14210
36,technician,married,high.school,no,no,no,15137
33,admin.,married,university.degree,no,yes,no,14262
33,admin.,married,high.school,no,no,yes,40015
33,admin.,married,university.degree,no,no,no,5873
48,blue-collar,married,basic.4y,unknown,yes,no,26020
36,admin.,single,high.school,no,yes,yes,22971
33,technician,single,university.degree,unknown,unknown,unknown,40026
50,blue-collar,married,basic.4y,unknown,yes,no,26103
38,blue-collar,married,basic.6y,no,yes,no,33574
32,admin.,single,high.school,unknown,no,no,29299
34,admin.,divorced,high.school,no,unknown,unknown,23721
34,technician,divorced,professional.course,no,yes,no,12389
27,blue-collar,married,unknown,no,yes,no,26223
31,blue-collar,married,basic.6y,unknown,unknown,unknown,3689
30,technician,married,professional.course,no,unknown,unknown,29442
34,admin.,married,university.degree,unknown,yes,no,2842
29,admin.,single,university.degree,no,yes,no,36684
31,blue-collar,married,basic.6y,no,no,no,37597
37,blue-collar,married,high.school,unknown,yes,no,19503
40,unemployed,married,professional.course,no,no,no,11475
35,technician,single,university.degree,no,no,no,36151
35,blue-collar,married,basic.9y,no,no,no,33724
27,admin.,single,high.school,unknown,no,no,26447
47,technician,married,professional.course,unknown,no,no,37451
47,services,married,high.school,no,yes,no,13074
39,services,married,high.school,no,no,yes,21345
29,entrepreneur,single,basic.9y,no,no,no,10851
36,admin.,married,high.school,no,yes,no,36463
48,admin.,divorced,high.school,no,no,no,15271
34,admin.,single,university.degree,no,yes,no,3141
28,services,single,university.degree,no,no,no,3539
50,blue-collar,married,basic.4y,unknown,yes,no,12040
53,blue-collar,married,basic.4y,no,yes,no,18941
36,admin.,single,university.degree,no,yes,no,25824
35,blue-collar,married,high.school,no,yes,no,9000
33,admin.,single,university.degree,no,unknown,unknown,23778
59,blue-collar,married,basic.4y,unknown,yes,no,19901
32,technician,single,professional.course,no,no,no,10867
43,admin.,married,high.school,no,unknown,unknown,36515
34,services,married,high.school,no,no,yes,173
33,blue-collar,married,professional.course,no,yes,no,7485
51,admin.,married,university.degree,no,no,no,23069
35,self-employed,married,university.degree,no,no,no,17955
40,blue-collar,married,basic.9y,unknown,no,no,17735
40,management,divorced,university.degree,no,no,no,10206
51,admin.,divorced,university.degree,unknown,no,no,927
34,technician,married,high.school,no,yes,no,27340
36,admin.,divorced,university.degree,no,yes,no,27564
40,blue-collar,divorced,unknown,unknown,no,no,28513
29,entrepreneur,married,basic.9y,no,yes,no,12600
28,admin.,single,high.school,no,no,no,7816
56,housemaid,divorced,basic.4y,unknown,yes,no,24453
27,services,single,high.school,no,yes,no,371
33,self-employed,married,university.degree,no,no,no,8950
42,blue-collar,single,basic.9y,no,no,no,33568
40,blue-collar,married,basic.9y,no,yes,no,15836
29,admin.,single,university.degree,no,yes,no,8953
43,blue-collar,married,basic.4y,unknown,no,no,6965
35,unknown,married,basic.9y,no,yes,no,22639
56,entrepreneur,married,unknown,unknown,yes,no,27055
52,admin.,married,university.degree,no,no,no,34443
34,blue-collar,married,basic.9y,no,no,no,23437
53,blue-collar,married,basic.4y,unknown,no,yes,40251
37,admin.,married,high.school,unknown,yes,no,2191
43,technician,married,university.degree,no,no,no,23240
30,entrepreneur,married,high.school,no,yes,no,24788
45,housemaid,single,basic.9y,no,yes,no,31417
49,blue-collar,divorced,basic.4y,no,no,no,33985
57,blue-collar,divorced,basic.9y,no,yes,no,13235
25,admin.,single,basic.9y,no,no,no,20127
24,blue-collar,single,basic.9y,no,yes,no,1713
54,technician,married,professional.course,unknown,yes,no,12443
35,blue-collar,married,high.school,no,yes,yes,663
47,admin.,single,unknown,unknown,yes,yes,17894
42,blue-collar,married,basic.4y,no,yes,no,22512
56,management,married,basic.4y,unknown,yes,no,27751
34,admin.,married,high.school,no,no,no,16425
43,services,divorced,high.school,no,yes,no,17951
66,retired,married,unknown,no,no,no,38805
54,services,married,high.school,no,yes,no,4389
34,technician,married,professional.course,no,yes,no,747
51,management,married,university.degree,no,yes,no,37280
31,housemaid,single,high.school,no,yes,no,4868
34,housemaid,married,high.school,no,no,no,5943
68,retired,divorced,professional.course,no,yes,no,30515
47,technician,married,high.school,no,no,no,25624
22,technician,single,professional.course,no,yes,no,27746
61,admin.,married,university.degree,unknown,yes,no,24825
47,blue-collar,married,basic.6y,no,yes,yes,5431
31,unemployed,married,university.degree,no,no,no,33003
47,blue-collar,married,unknown,unknown,yes,no,16949
48,technician,married,high.school,no,no,no,7662
42,blue-collar,divorced,basic.9y,no,unknown,unknown,33924
38,blue-collar,married,basic.6y,unknown,no,yes,39623
34,services,single,high.school,no,yes,yes,18212
37,admin.,single,university.degree,no,yes,no,6059
47,admin.,single,university.degree,no,no,no,27302
34,blue-collar,single,basic.9y,no,yes,no,23660
44,technician,divorced,professional.course,unknown,yes,no,39919
46,admin.,married,university.degree,no,yes,no,24199
44,unemployed,married,basic.9y,no,no,no,16313
36,blue-collar,married,high.school,no,no,no,16942
25,blue-collar,single,basic.9y,no,no,no,29931
33,blue-collar,married,basic.9y,unknown,yes,no,22844
32,technician,single,high.school,no,no,no,24813
56,retired,married,basic.6y,no,unknown,unknown,13334
32,management,married,basic.6y,no,no,no,6295
59,entrepreneur,divorced,high.school,unknown,yes,no,3877
57,management,married,unknown,no,no,no,17045
50,blue-collar,divorced,high.school,no,no,no,2838
31,admin.,divorced,university.degree,no,no,no,2424
32,admin.,married,university.degree,no,yes,no,32615
59,blue-collar,divorced,basic.4y,no,no,no,22206
49,blue-collar,divorced,basic.4y,unknown,no,no,35547
53,admin.,married,professional.course,no,yes,no,31951
57,blue-collar,married,basic.4y,unknown,no,no,11812
28,entrepreneur,married,basic.9y,no,no,no,10506
35,technician,married,high.school,unknown,yes,no,35970
49,services,divorced,high.school,no,yes,no,28033
28,student,single,university.degree,no,no,yes,15592
52,technician,married,basic.9y,no,yes,yes,30680
49,management,married,university.degree,no,yes,no,35739
27,blue-collar,married,basic.9y,no,no,yes,18581
35,blue-collar,married,basic.4y,no,yes,no,12271
45,admin.,married,university.degree,no,no,no,348
55,management,married,university.degree,no,no,no,12
31,admin.,married,basic.9y,no,no,no,19239
31,admin.,single,university.degree,no,yes,no,23501
27,admin.,married,professional.course,no,no,no,35129
31,technician,married,high.school,no,no,no,19604
36,self-employed,married,basic.9y,no,yes,yes,20630
38,housemaid,married,basic.4y,unknown,no,no,2310
32,admin.,single,high.school,no,no,no,10823
59,retired,married,basic.9y,no,yes,no,23971
42,technician,married,professional.course,no,yes,no,3876
37,blue-collar,married,basic.9y,no,no,no,40532
37,admin.,single,university.degree,no,no,no,39178
25,blue-collar,married,basic.4y,no,yes,no,9853
27,services,single,professional.course,no,no,no,27848
63,retired,divorced,university.degree,no,yes,yes,10412
31,services,single,university.degree,no,yes,no,4811
31,services,single,basic.6y,no,yes,no,6502
29,entrepreneur,married,basic.6y,no,yes,no,36863
38,management,single,basic.9y,unknown,yes,no,14377
52,blue-collar,married,basic.4y,no,no,yes,34561
33,admin.,single,university.degree,no,no,no,40813
57,admin.,divorced,university.degree,no,no,no,40057
30,unemployed,married,professional.course,no,yes,no,29958
41,admin.,divorced,university.degree,no,yes,no,21286
34,technician,divorced,professional.course,no,no,no,18875
32,admin.,married,university.degree,no,yes,no,39776
34,admin.,married,university.degree,no,yes,no,19955
43,admin.,married,university.degree,no,yes,no,2107
37,admin.,married,university.degree,no,yes,no,14975
39,technician,single,professional.course,no,yes,no,33224
52,unknown,married,professional.course,unknown,yes,no,11950
31,technician,divorced,basic.9y,no,no,no,4655
37,admin.,married,basic.6y,no,yes,yes,39163
41,services,single,university.degree,no,no,no,34220
48,blue-collar,married,university.degree,no,no,no,39022
30,technician,single,high.school,no,no,no,21385
29,admin.,married,university.degree,no,yes,no,17645
44,admin.,married,university.degree,no,yes,no,12833
33,services,single,high.school,no,yes,no,38153
33,technician,married,university.degree,no,yes,no,17105
53,admin.,divorced,university.degree,unknown,no,no,7717
50,self-employed,married,basic.9y,unknown,no,no,10681
51,services,married,professional.course,unknown,no,no,7433
36,blue-collar,married,unknown,unknown,no,no,17367
32,management,married,university.degree,no,no,no,27369
59,housemaid,married,basic.4y,no,yes,no,40460
49,blue-collar,divorced,high.school,no,no,no,26743
34,technician,single,university.degree,no,no,no,18215
55,unemployed,married,basic.4y,unknown,yes,no,39989
52,admin.,single,basic.9y,no,no,no,34741
38,management,married,university.degree,no,yes,no,13044
56,entrepreneur,married,university.degree,no,no,no,39139
38,self-employed,married,basic.9y,no,yes,yes,39269
50,services,divorced,professional.course,no,yes,no,7142
37,admin.,married,high.school,no,no,no,34738
32,admin.,married,university.degree,no,yes,no,35100
23,student,single,unknown,no,no,no,26430
32,blue-collar,married,basic.9y,no,no,no,40733
39,services,married,professional.course,no,yes,no,30013
39,services,married,high.school,no,no,no,21906
45,services,married,high.school,no,no,no,39176
54,technician,married,professional.course,no,no,yes,7689
55,technician,married,university.degree,no,no,no,18090
69,retired,divorced,professional.course,no,yes,no,17889
55,entrepreneur,divorced,university.degree,unknown,no,no,23412
