contact,month,day_of_week,campaign,pdays,previous_stat,poutcome,id
cellular,jul,wed,4,999,0,nonexistent,7230
telephone,may,tue,1,999,0,nonexistent,28072
cellular,may,tue,1,999,0,nonexistent,10983
cellular,may,fri,5,999,0,nonexistent,26068
cellular,may,wed,2,999,0,nonexistent,23554
telephone,jul,tue,4,999,0,nonexistent,33101
telephone,jun,mon,1,999,0,nonexistent,25516
telephone,may,fri,2,999,0,nonexistent,7832
cellular,aug,wed,6,999,0,nonexistent,1482
telephone,may,wed,1,999,0,nonexistent,31500
cellular,apr,fri,1,999,1,failure,1903
cellular,aug,tue,1,999,0,nonexistent,11783
cellular,jul,tue,2,999,0,nonexistent,15270
cellular,jul,tue,1,999,0,nonexistent,6332
cellular,jun,fri,6,999,0,nonexistent,13133
telephone,jun,wed,1,999,0,nonexistent,16801
cellular,may,thu,3,999,1,failure,37574
telephone,jun,mon,1,999,0,nonexistent,18424
cellular,aug,wed,3,999,0,nonexistent,12591
telephone,jun,tue,1,999,0,nonexistent,1693
cellular,aug,tue,2,999,0,nonexistent,3480
telephone,jun,tue,3,999,0,nonexistent,9510
cellular,aug,thu,7,999,0,nonexistent,22161
cellular,jul,mon,3,999,0,nonexistent,9068
telephone,may,fri,12,999,0,nonexistent,25982
telephone,may,wed,5,999,0,nonexistent,40577
telephone,may,fri,2,999,0,nonexistent,15988
cellular,jul,wed,1,999,0,nonexistent,34388
cellular,aug,thu,5,999,0,nonexistent,38200
cellular,may,thu,2,999,0,nonexistent,36259
cellular,may,mon,6,999,0,nonexistent,639
cellular,jul,mon,1,999,0,nonexistent,9124
cellular,apr,wed,1,999,0,nonexistent,16798
cellular,aug,tue,1,999,1,failure,15450
cellular,aug,mon,1,999,0,nonexistent,17066
telephone,jun,fri,4,999,0,nonexistent,18118
cellular,jul,wed,1,999,0,nonexistent,9953
cellular,aug,fri,1,999,0,nonexistent,32270
cellular,apr,fri,2,999,0,nonexistent,33608
telephone,jun,thu,1,999,0,nonexistent,3466
telephone,jul,wed,3,999,0,nonexistent,24889
cellular,dec,mon,1,999,0,nonexistent,26502
cellular,aug,mon,2,999,0,nonexistent,3554
telephone,may,mon,1,999,0,nonexistent,19878
cellular,jun,wed,2,3,1,success,27855
cellular,jul,fri,1,999,0,nonexistent,25054
telephone,may,tue,10,999,0,nonexistent,981
cellular,may,tue,1,999,0,nonexistent,28680
telephone,sep,thu,1,6,2,failure,9173
cellular,aug,mon,3,999,0,nonexistent,38781
telephone,jul,thu,2,999,0,nonexistent,1094
cellular,apr,tue,2,999,1,failure,26773
cellular,aug,wed,2,999,0,nonexistent,16298
cellular,nov,fri,5,999,1,failure,27823
cellular,may,thu,1,6,2,success,32194
cellular,may,mon,2,999,0,nonexistent,6734
telephone,may,wed,2,999,0,nonexistent,4172
cellular,aug,wed,3,999,0,nonexistent,24066
cellular,aug,thu,4,999,0,nonexistent,2180
cellular,nov,thu,2,999,0,nonexistent,26101
telephone,may,mon,2,999,0,nonexistent,40902
telephone,jun,wed,7,999,0,nonexistent,12569
cellular,may,tue,1,999,0,nonexistent,36087
cellular,aug,wed,4,999,0,nonexistent,1784
cellular,aug,tue,2,999,0,nonexistent,34405
telephone,may,wed,2,999,0,nonexistent,18993
cellular,may,thu,1,999,0,nonexistent,39315
telephone,may,fri,2,999,0,nonexistent,14435
telephone,may,thu,3,999,0,nonexistent,2272
cellular,apr,wed,1,999,0,nonexistent,15312
cellular,jul,fri,2,999,0,nonexistent,13418
telephone,may,mon,2,999,0,nonexistent,30167
telephone,may,mon,2,999,0,nonexistent,16387
cellular,jul,tue,1,999,0,nonexistent,11691
cellular,jul,fri,2,999,0,nonexistent,65
telephone,may,wed,1,999,0,nonexistent,18395
cellular,may,tue,1,999,0,nonexistent,17179
cellular,apr,mon,2,999,0,nonexistent,40317
cellular,nov,fri,1,999,0,nonexistent,18448
cellular,jul,tue,2,999,0,nonexistent,27355
cellular,aug,fri,1,999,0,nonexistent,28458
cellular,may,mon,1,999,0,nonexistent,6038
cellular,nov,mon,1,999,1,failure,15205
cellular,jul,wed,1,999,0,nonexistent,14904
telephone,jun,mon,11,999,0,nonexistent,36946
cellular,nov,mon,1,999,0,nonexistent,11327
cellular,aug,tue,1,999,0,nonexistent,22923
cellular,aug,mon,3,999,0,nonexistent,20965
telephone,may,tue,1,999,0,nonexistent,6785
cellular,may,thu,2,999,0,nonexistent,38827
telephone,oct,thu,2,6,1,success,35569
telephone,may,thu,6,999,0,nonexistent,13729
cellular,jul,fri,3,999,0,nonexistent,13528
cellular,apr,fri,1,999,0,nonexistent,7221
cellular,jul,mon,1,999,0,nonexistent,26830
cellular,may,wed,2,999,1,failure,31810
telephone,may,wed,4,999,0,nonexistent,22643
cellular,jul,wed,5,999,0,nonexistent,12381
cellular,jul,thu,1,999,0,nonexistent,21332
telephone,may,tue,5,999,0,nonexistent,23638
cellular,oct,thu,1,999,0,nonexistent,2312
cellular,nov,thu,1,999,0,nonexistent,18539
cellular,nov,tue,3,999,0,nonexistent,30202
cellular,may,thu,7,999,0,nonexistent,4991
cellular,aug,tue,2,999,0,nonexistent,8263
telephone,jun,tue,1,999,0,nonexistent,10430
telephone,may,wed,7,999,0,nonexistent,31696
telephone,may,fri,7,999,0,nonexistent,40518
telephone,jun,fri,3,999,0,nonexistent,18533
cellular,jul,fri,2,999,0,nonexistent,14173
cellular,may,wed,1,999,0,nonexistent,3863
cellular,nov,wed,2,999,0,nonexistent,32463
cellular,aug,thu,2,999,0,nonexistent,8227
cellular,jul,wed,1,999,0,nonexistent,6606
cellular,sep,wed,2,999,0,nonexistent,27664
telephone,may,thu,1,999,0,nonexistent,1772
cellular,mar,tue,2,6,1,success,15977
cellular,apr,mon,2,999,0,nonexistent,8372
cellular,may,thu,5,999,0,nonexistent,11629
cellular,apr,mon,1,999,0,nonexistent,3196
telephone,may,wed,1,999,0,nonexistent,26942
cellular,jul,tue,3,999,0,nonexistent,38990
cellular,sep,wed,1,999,0,nonexistent,13994
telephone,jun,mon,2,999,0,nonexistent,11434
cellular,jul,wed,2,999,0,nonexistent,40965
cellular,apr,thu,1,12,1,success,11196
cellular,aug,wed,1,999,0,nonexistent,24408
cellular,jul,wed,1,999,0,nonexistent,25534
cellular,jun,mon,1,999,1,failure,40802
telephone,jun,tue,4,999,0,nonexistent,40772
cellular,apr,thu,1,2,1,success,12202
cellular,jul,wed,1,999,0,nonexistent,21329
cellular,may,mon,2,999,0,nonexistent,36075
telephone,apr,fri,2,999,1,failure,33009
cellular,aug,fri,3,999,0,nonexistent,5286
cellular,jun,wed,1,999,0,nonexistent,40138
telephone,jun,fri,3,999,0,nonexistent,13942
cellular,aug,wed,2,999,0,nonexistent,22344
telephone,jun,fri,3,999,0,nonexistent,1157
telephone,jun,tue,5,999,0,nonexistent,3362
cellular,mar,tue,1,999,0,nonexistent,22236
telephone,jun,wed,10,999,0,nonexistent,8315
cellular,aug,thu,1,999,0,nonexistent,3565
cellular,nov,tue,1,999,0,nonexistent,18739
telephone,jul,tue,3,999,0,nonexistent,11192
telephone,jun,thu,1,999,0,nonexistent,22994
cellular,jul,fri,2,999,0,nonexistent,24838
telephone,nov,tue,3,999,0,nonexistent,13705
cellular,aug,wed,1,999,0,nonexistent,30189
cellular,jul,wed,3,999,0,nonexistent,40491
cellular,aug,tue,2,999,0,nonexistent,16337
cellular,aug,tue,1,999,0,nonexistent,22223
cellular,aug,wed,2,999,0,nonexistent,25130
telephone,may,fri,1,999,0,nonexistent,3899
cellular,aug,thu,13,999,0,nonexistent,12537
telephone,jul,wed,11,999,0,nonexistent,30540
cellular,may,mon,3,999,2,failure,6428
cellular,jul,tue,1,999,0,nonexistent,19751
cellular,aug,thu,1,999,0,nonexistent,12094
cellular,jul,tue,2,999,0,nonexistent,33378
cellular,jul,mon,2,999,0,nonexistent,34874
telephone,jul,mon,3,999,0,nonexistent,32544
cellular,aug,mon,14,999,0,nonexistent,14223
cellular,oct,mon,1,999,1,failure,3866
telephone,jul,fri,1,999,0,nonexistent,18731
cellular,nov,mon,1,999,0,nonexistent,6719
cellular,jun,wed,3,3,2,success,35029
cellular,may,mon,2,999,0,nonexistent,36484
cellular,aug,tue,1,999,0,nonexistent,39908
telephone,may,fri,3,999,0,nonexistent,18710
cellular,jul,wed,1,999,0,nonexistent,15615
telephone,jun,mon,3,999,0,nonexistent,28346
telephone,may,wed,2,999,0,nonexistent,29554
cellular,jul,wed,1,999,0,nonexistent,22939
cellular,jul,mon,3,999,0,nonexistent,7590
cellular,may,fri,1,999,0,nonexistent,17252
telephone,may,fri,3,999,2,failure,12644
cellular,apr,wed,1,999,0,nonexistent,4750
cellular,aug,mon,2,999,0,nonexistent,33100
cellular,mar,mon,2,999,0,nonexistent,40537
cellular,jul,mon,2,6,1,success,1933
cellular,aug,mon,2,999,0,nonexistent,4725
telephone,jul,wed,3,999,0,nonexistent,23858
cellular,aug,thu,1,999,0,nonexistent,11692
cellular,apr,wed,2,999,0,nonexistent,10345
telephone,may,wed,3,999,0,nonexistent,36934
cellular,may,tue,1,999,0,nonexistent,27853
cellular,nov,tue,5,999,0,nonexistent,32411
telephone,may,thu,5,999,0,nonexistent,26322
telephone,may,wed,4,999,0,nonexistent,37394
cellular,jul,mon,3,999,0,nonexistent,34072
cellular,jul,thu,5,999,0,nonexistent,32021
telephone,may,thu,5,999,0,nonexistent,31986
cellular,jul,tue,5,999,0,nonexistent,25854
cellular,jun,fri,1,999,1,failure,39999
cellular,jul,tue,11,999,0,nonexistent,38008
cellular,jul,tue,1,999,0,nonexistent,40265
cellular,may,thu,2,999,0,nonexistent,40400
cellular,jul,tue,1,999,0,nonexistent,16421
cellular,apr,mon,1,999,0,nonexistent,34006
cellular,may,fri,3,999,0,nonexistent,6712
cellular,jul,fri,1,999,0,nonexistent,27825
cellular,jul,fri,2,999,0,nonexistent,8728
telephone,jul,thu,3,999,0,nonexistent,16185
telephone,jun,tue,2,999,0,nonexistent,4151
telephone,jun,tue,1,999,0,nonexistent,15207
telephone,may,tue,3,999,0,nonexistent,26667
telephone,jun,wed,2,999,0,nonexistent,33393
cellular,may,fri,2,999,1,failure,22535
telephone,jun,thu,1,999,0,nonexistent,18230
telephone,jul,thu,4,999,0,nonexistent,9309
cellular,nov,fri,3,999,0,nonexistent,31655
cellular,aug,fri,2,999,0,nonexistent,25894
cellular,may,wed,4,999,1,failure,18129
cellular,mar,mon,1,999,0,nonexistent,7680
telephone,may,wed,1,999,0,nonexistent,15616
cellular,jul,mon,3,999,0,nonexistent,36405
telephone,jun,tue,3,999,0,nonexistent,144
telephone,may,tue,2,999,0,nonexistent,2170
cellular,nov,fri,4,999,1,failure,29159
telephone,jun,mon,1,999,0,nonexistent,37829
cellular,oct,fri,2,999,0,nonexistent,12231
cellular,may,wed,6,999,0,nonexistent,41133
cellular,aug,thu,2,999,0,nonexistent,9389
cellular,jul,thu,1,999,0,nonexistent,38235
telephone,jun,tue,1,999,0,nonexistent,11642
telephone,nov,mon,5,999,0,nonexistent,20952
cellular,aug,mon,1,999,0,nonexistent,9651
cellular,aug,thu,4,999,0,nonexistent,40797
telephone,jun,fri,1,999,0,nonexistent,10580
cellular,aug,thu,4,999,0,nonexistent,34231
cellular,nov,tue,1,999,1,failure,1988
cellular,aug,fri,2,999,0,nonexistent,17893
cellular,aug,thu,1,999,0,nonexistent,25552
cellular,may,fri,3,999,0,nonexistent,37185
cellular,may,tue,1,999,0,nonexistent,16583
cellular,jun,fri,1,999,0,nonexistent,19638
cellular,nov,tue,1,999,0,nonexistent,31634
cellular,aug,fri,5,999,0,nonexistent,2127
cellular,nov,tue,1,999,1,failure,17021
cellular,jul,thu,1,999,0,nonexistent,39948
cellular,may,mon,3,999,0,nonexistent,29839
cellular,apr,thu,1,999,1,failure,30341
cellular,sep,thu,1,14,1,success,31819
cellular,aug,fri,2,999,0,nonexistent,36927
cellular,nov,mon,2,999,1,failure,38978
cellular,jul,wed,1,999,0,nonexistent,20655
telephone,apr,mon,3,999,1,failure,11372
cellular,apr,thu,1,999,1,failure,16575
cellular,nov,tue,1,999,1,failure,15969
cellular,nov,fri,2,999,0,nonexistent,23169
cellular,nov,mon,3,999,0,nonexistent,31347
cellular,aug,tue,1,999,0,nonexistent,19791
telephone,may,wed,14,999,0,nonexistent,10627
cellular,mar,tue,4,999,0,nonexistent,32718
telephone,jun,wed,3,999,0,nonexistent,35337
cellular,sep,thu,1,3,1,success,23382
telephone,jun,tue,1,999,0,nonexistent,942
cellular,apr,wed,1,999,1,failure,22936
cellular,aug,mon,2,999,0,nonexistent,27864
cellular,nov,tue,1,4,1,success,9310
cellular,may,thu,1,999,1,failure,29405
telephone,may,tue,2,999,0,nonexistent,6767
telephone,may,tue,2,999,0,nonexistent,14446
telephone,may,tue,5,999,0,nonexistent,17197
telephone,jun,fri,8,999,0,nonexistent,37364
cellular,may,wed,3,999,1,failure,29417
telephone,aug,tue,4,999,0,nonexistent,33760
telephone,may,tue,1,999,0,nonexistent,21701
telephone,jun,tue,2,999,0,nonexistent,28855
telephone,jun,thu,1,999,0,nonexistent,17798
telephone,may,wed,1,999,0,nonexistent,38370
cellular,jul,thu,2,999,0,nonexistent,28693
telephone,oct,tue,1,999,0,nonexistent,35217
telephone,may,tue,1,999,0,nonexistent,2542
telephone,nov,tue,1,999,0,nonexistent,38502
cellular,jul,mon,1,999,0,nonexistent,23037
telephone,oct,mon,1,999,0,nonexistent,22055
cellular,apr,fri,1,999,0,nonexistent,13063
telephone,jun,thu,3,999,0,nonexistent,28667
cellular,may,mon,3,999,1,failure,12063
cellular,may,thu,2,999,0,nonexistent,10314
telephone,may,wed,3,999,0,nonexistent,38446
cellular,jul,mon,3,999,0,nonexistent,36678
cellular,may,fri,1,999,1,failure,24096
telephone,may,fri,1,999,0,nonexistent,17733
cellular,aug,tue,5,999,0,nonexistent,27175
cellular,nov,thu,2,999,0,nonexistent,29758
telephone,may,mon,4,999,0,nonexistent,35858
telephone,jun,thu,1,999,0,nonexistent,26139
cellular,oct,tue,1,999,0,nonexistent,17883
cellular,may,thu,1,999,0,nonexistent,27124
telephone,jul,mon,2,999,0,nonexistent,9819
cellular,jul,thu,3,999,0,nonexistent,5458
cellular,oct,wed,3,999,1,failure,5490
telephone,may,wed,1,999,0,nonexistent,5933
cellular,aug,wed,3,999,0,nonexistent,12464
telephone,jun,tue,3,999,0,nonexistent,11606
cellular,may,mon,1,999,0,nonexistent,7896
cellular,jul,mon,2,999,0,nonexistent,33135
telephone,apr,thu,2,999,0,nonexistent,12114
cellular,aug,wed,1,999,0,nonexistent,40783
cellular,jul,thu,2,999,0,nonexistent,15272
cellular,jul,tue,24,999,0,nonexistent,21578
cellular,aug,mon,3,999,0,nonexistent,12531
telephone,jun,mon,2,999,0,nonexistent,28077
telephone,jun,mon,1,999,0,nonexistent,40669
cellular,nov,mon,3,999,0,nonexistent,7750
cellular,may,wed,3,999,1,failure,17741
cellular,jul,wed,3,999,0,nonexistent,14733
telephone,may,tue,1,999,0,nonexistent,28698
telephone,may,wed,1,999,0,nonexistent,5384
cellular,aug,tue,3,999,0,nonexistent,6579
cellular,nov,mon,2,999,0,nonexistent,36424
cellular,aug,wed,5,999,0,nonexistent,3248
telephone,may,mon,3,999,0,nonexistent,32178
cellular,aug,thu,1,999,0,nonexistent,26373
telephone,jul,mon,8,999,0,nonexistent,2623
telephone,may,tue,2,999,0,nonexistent,1179
cellular,may,wed,3,999,1,failure,5646
cellular,jul,mon,2,999,0,nonexistent,35424
telephone,jun,mon,3,999,0,nonexistent,33796
telephone,jun,fri,1,999,0,nonexistent,35901
cellular,nov,fri,1,999,0,nonexistent,12036
telephone,may,mon,6,999,0,nonexistent,23500
telephone,may,mon,2,999,0,nonexistent,31053
cellular,nov,fri,1,999,0,nonexistent,24742
cellular,nov,mon,3,999,0,nonexistent,35248
telephone,jun,wed,2,999,0,nonexistent,16318
telephone,jul,thu,3,999,0,nonexistent,30356
telephone,nov,fri,2,999,0,nonexistent,14867
cellular,nov,thu,4,999,0,nonexistent,31625
cellular,nov,fri,1,999,0,nonexistent,9880
telephone,may,tue,2,999,0,nonexistent,24677
cellular,may,wed,1,999,0,nonexistent,13382
telephone,jun,thu,1,999,0,nonexistent,9136
telephone,may,tue,1,999,0,nonexistent,18436
cellular,apr,mon,1,999,0,nonexistent,13132
cellular,aug,tue,3,999,0,nonexistent,28831
cellular,jul,thu,1,999,0,nonexistent,11534
telephone,jun,mon,1,999,0,nonexistent,40973
telephone,jun,fri,1,999,0,nonexistent,10155
telephone,may,fri,5,999,0,nonexistent,12597
cellular,aug,wed,4,999,0,nonexistent,24717
telephone,jun,fri,5,999,0,nonexistent,24960
cellular,nov,fri,3,999,0,nonexistent,9252
telephone,may,fri,1,999,0,nonexistent,2228
cellular,nov,mon,1,999,0,nonexistent,21919
cellular,jul,thu,2,999,0,nonexistent,1771
telephone,may,wed,2,999,0,nonexistent,19941
telephone,jun,wed,3,999,0,nonexistent,4720
telephone,nov,mon,1,999,0,nonexistent,31495
cellular,aug,fri,2,999,0,nonexistent,15971
telephone,jul,thu,2,999,0,nonexistent,40689
cellular,jul,wed,5,999,0,nonexistent,38698
cellular,aug,wed,3,999,0,nonexistent,25515
telephone,jun,fri,4,999,0,nonexistent,35449
cellular,nov,fri,2,999,0,nonexistent,9744
cellular,may,thu,2,999,1,failure,10337
telephone,jun,fri,9,999,0,nonexistent,28826
telephone,may,fri,3,999,0,nonexistent,931
telephone,may,tue,4,999,0,nonexistent,12939
cellular,aug,mon,4,999,0,nonexistent,28006
telephone,mar,mon,6,6,1,success,25408
telephone,may,wed,1,999,0,nonexistent,27597
cellular,aug,mon,3,999,0,nonexistent,33786
cellular,aug,mon,1,999,0,nonexistent,34892
cellular,jul,mon,1,999,0,nonexistent,30630
telephone,may,mon,3,999,0,nonexistent,1984
cellular,may,fri,1,999,0,nonexistent,38962
telephone,may,wed,2,999,0,nonexistent,18643
telephone,aug,mon,7,999,0,nonexistent,12256
telephone,jun,wed,1,999,0,nonexistent,24257
cellular,jul,mon,2,999,0,nonexistent,10316
telephone,may,tue,10,999,0,nonexistent,39270
telephone,may,tue,3,999,0,nonexistent,20345
cellular,jul,mon,1,999,0,nonexistent,36506
cellular,may,mon,2,999,0,nonexistent,1860
cellular,aug,tue,1,999,0,nonexistent,9336
telephone,jun,tue,11,999,0,nonexistent,23713
telephone,sep,mon,1,999,1,failure,14150
telephone,may,tue,1,999,0,nonexistent,33221
telephone,may,fri,2,999,0,nonexistent,33281
cellular,apr,thu,1,999,1,failure,18141
cellular,jul,mon,2,999,0,nonexistent,36494
telephone,may,mon,2,999,0,nonexistent,18792
telephone,jul,wed,1,999,0,nonexistent,1711
telephone,may,fri,1,999,0,nonexistent,32144
cellular,jul,wed,3,999,0,nonexistent,28740
telephone,may,tue,1,999,0,nonexistent,24880
cellular,oct,wed,1,999,0,nonexistent,2032
cellular,nov,wed,2,999,0,nonexistent,1334
cellular,dec,wed,3,999,1,failure,8853
telephone,jun,thu,2,999,0,nonexistent,22759
cellular,sep,wed,3,999,0,nonexistent,19544
telephone,may,thu,2,999,0,nonexistent,10895
telephone,may,thu,2,999,0,nonexistent,36358
telephone,may,fri,2,999,0,nonexistent,28032
cellular,may,fri,3,999,0,nonexistent,19780
telephone,may,thu,2,999,0,nonexistent,8789
telephone,may,wed,1,999,0,nonexistent,28086
telephone,may,mon,1,999,0,nonexistent,12533
cellular,jul,tue,18,999,0,nonexistent,32758
cellular,jul,mon,6,999,0,nonexistent,36435
cellular,aug,fri,4,999,0,nonexistent,40075
cellular,jun,mon,1,999,0,nonexistent,1847
cellular,may,mon,1,999,0,nonexistent,36493
cellular,may,mon,5,999,0,nonexistent,12497
telephone,may,mon,2,999,0,nonexistent,29014
cellular,nov,fri,1,999,0,nonexistent,36806
cellular,jul,wed,1,999,0,nonexistent,20936
cellular,may,wed,1,11,1,success,39538
telephone,may,thu,4,999,0,nonexistent,7338
cellular,jul,wed,1,999,0,nonexistent,8171
cellular,jul,thu,2,999,0,nonexistent,33660
telephone,may,tue,1,999,0,nonexistent,20285
cellular,may,tue,1,999,0,nonexistent,29031
cellular,apr,thu,1,999,1,failure,3569
telephone,may,thu,2,999,0,nonexistent,8337
cellular,may,thu,2,999,0,nonexistent,25759
cellular,jul,wed,6,999,0,nonexistent,24077
telephone,may,fri,1,999,0,nonexistent,33458
cellular,nov,fri,4,999,1,failure,21781
telephone,jun,thu,1,999,0,nonexistent,11910
telephone,may,fri,5,999,0,nonexistent,8753
telephone,may,wed,1,999,0,nonexistent,38096
cellular,aug,thu,1,999,0,nonexistent,34134
cellular,aug,tue,1,999,0,nonexistent,2061
telephone,jul,thu,1,999,0,nonexistent,14458
telephone,may,wed,2,999,0,nonexistent,22927
cellular,jul,tue,1,999,0,nonexistent,40192
cellular,may,wed,3,999,1,failure,9988
telephone,aug,tue,1,999,0,nonexistent,13767
cellular,apr,mon,1,999,0,nonexistent,4442
telephone,may,mon,3,999,0,nonexistent,22820
cellular,may,wed,2,999,0,nonexistent,17414
cellular,nov,thu,3,999,0,nonexistent,11378
cellular,oct,wed,1,999,2,failure,19170
cellular,nov,thu,4,999,0,nonexistent,38218
cellular,jul,mon,3,999,0,nonexistent,4923
cellular,may,mon,2,999,0,nonexistent,36499
telephone,may,tue,1,999,0,nonexistent,26067
telephone,jun,thu,1,999,0,nonexistent,12848
telephone,may,wed,2,999,0,nonexistent,6016
telephone,may,thu,1,999,0,nonexistent,33862
cellular,nov,tue,4,999,0,nonexistent,32096
cellular,jul,fri,2,999,0,nonexistent,33148
cellular,mar,wed,3,999,0,nonexistent,25216
telephone,nov,fri,7,999,0,nonexistent,2602
telephone,may,fri,1,999,0,nonexistent,8457
cellular,apr,tue,1,999,0,nonexistent,22253
telephone,jun,thu,11,999,0,nonexistent,5597
cellular,jul,tue,2,999,0,nonexistent,4557
cellular,jul,mon,12,999,0,nonexistent,39060
cellular,oct,thu,2,999,0,nonexistent,27488
telephone,may,mon,5,999,0,nonexistent,1258
telephone,may,tue,2,999,0,nonexistent,34042
telephone,jul,fri,2,999,0,nonexistent,36941
cellular,oct,mon,1,999,0,nonexistent,10342
cellular,aug,thu,5,999,0,nonexistent,36731
cellular,oct,wed,1,999,0,nonexistent,6936
telephone,jun,wed,1,999,0,nonexistent,38390
cellular,jul,fri,2,999,0,nonexistent,10424
cellular,jul,fri,1,999,0,nonexistent,24461
cellular,may,thu,2,999,0,nonexistent,1423
telephone,jul,fri,4,999,0,nonexistent,37204
telephone,jun,fri,19,999,0,nonexistent,28342
telephone,jun,wed,3,999,0,nonexistent,39526
cellular,apr,wed,1,999,0,nonexistent,25964
cellular,jul,thu,3,999,0,nonexistent,11080
cellular,nov,mon,1,999,0,nonexistent,25178
telephone,may,fri,3,999,0,nonexistent,31296
cellular,jul,mon,2,999,0,nonexistent,21595
cellular,aug,fri,4,999,0,nonexistent,32468
cellular,nov,mon,2,999,0,nonexistent,23125
cellular,jul,fri,2,999,0,nonexistent,11033
cellular,aug,wed,1,3,1,success,39592
telephone,jun,mon,5,999,0,nonexistent,24498
cellular,nov,wed,1,999,0,nonexistent,7281
cellular,apr,mon,1,999,0,nonexistent,4082
cellular,aug,mon,4,999,0,nonexistent,16005
telephone,may,tue,1,999,0,nonexistent,33710
cellular,may,mon,1,999,0,nonexistent,32
cellular,aug,fri,1,999,0,nonexistent,3972
cellular,jul,tue,4,999,0,nonexistent,33715
cellular,nov,thu,1,999,0,nonexistent,3113
cellular,sep,fri,4,6,1,success,32318
telephone,may,tue,9,999,0,nonexistent,19962
cellular,nov,tue,2,999,1,failure,5426
cellular,aug,thu,3,999,0,nonexistent,4817
cellular,aug,wed,1,0,2,success,280
cellular,aug,thu,2,999,0,nonexistent,25731
cellular,oct,thu,3,999,0,nonexistent,17818
cellular,may,tue,1,999,0,nonexistent,16811
telephone,may,wed,2,999,0,nonexistent,17909
telephone,may,fri,2,999,0,nonexistent,28838
cellular,aug,fri,2,999,0,nonexistent,27829
cellular,jul,thu,3,999,0,nonexistent,27224
telephone,may,tue,1,999,0,nonexistent,32715
cellular,nov,mon,1,999,1,failure,37912
telephone,may,thu,1,999,0,nonexistent,11297
cellular,may,fri,1,999,1,failure,23392
telephone,may,mon,2,999,0,nonexistent,35138
cellular,mar,thu,1,999,0,nonexistent,18768
telephone,oct,mon,1,999,0,nonexistent,33154
telephone,may,thu,3,999,0,nonexistent,2476
cellular,aug,mon,2,999,0,nonexistent,37966
telephone,jun,thu,2,999,0,nonexistent,37695
telephone,jun,wed,4,999,0,nonexistent,16742
cellular,jul,fri,2,999,0,nonexistent,13193
cellular,aug,tue,1,999,0,nonexistent,4928
telephone,may,wed,1,999,0,nonexistent,12131
cellular,nov,wed,2,999,1,failure,2177
telephone,jun,mon,2,999,0,nonexistent,24307
cellular,may,wed,1,999,0,nonexistent,10595
cellular,jul,wed,7,999,0,nonexistent,38867
telephone,may,wed,1,999,0,nonexistent,20908
cellular,oct,wed,1,6,1,success,13046
cellular,nov,mon,1,999,0,nonexistent,38537
cellular,jul,wed,1,999,0,nonexistent,17496
cellular,nov,fri,3,999,0,nonexistent,13090
telephone,may,fri,2,999,0,nonexistent,37548
telephone,jul,tue,11,999,0,nonexistent,4897
cellular,jul,thu,2,999,0,nonexistent,22021
cellular,nov,tue,2,999,1,failure,26026
cellular,jul,wed,1,999,0,nonexistent,11393
cellular,may,wed,2,999,0,nonexistent,18268
cellular,oct,fri,2,999,0,nonexistent,19591
telephone,may,thu,1,999,0,nonexistent,18750
cellular,jul,mon,1,999,0,nonexistent,31033
telephone,may,thu,7,999,0,nonexistent,6479
cellular,nov,wed,4,999,0,nonexistent,5995
cellular,aug,fri,1,999,0,nonexistent,39822
cellular,oct,thu,1,999,1,failure,22743
cellular,aug,thu,1,999,0,nonexistent,38610
telephone,may,wed,1,999,0,nonexistent,2434
cellular,apr,fri,1,999,0,nonexistent,398
telephone,may,wed,19,999,0,nonexistent,20989
telephone,may,wed,1,999,0,nonexistent,7071
cellular,may,tue,1,999,1,failure,36146
cellular,jul,wed,1,999,0,nonexistent,9059
telephone,may,fri,1,999,0,nonexistent,20509
telephone,nov,tue,1,999,0,nonexistent,34673
cellular,aug,mon,3,999,0,nonexistent,9084
cellular,jun,tue,2,999,0,nonexistent,1906
cellular,aug,thu,5,999,0,nonexistent,40685
cellular,aug,tue,2,999,0,nonexistent,28608
cellular,jul,tue,3,999,0,nonexistent,9839
cellular,nov,tue,1,999,0,nonexistent,24054
cellular,jun,wed,1,6,1,success,20052
cellular,nov,mon,1,999,0,nonexistent,25975
cellular,jul,thu,17,999,0,nonexistent,23038
cellular,apr,fri,1,999,1,failure,17990
telephone,jul,fri,2,999,0,nonexistent,31132
cellular,aug,thu,5,999,0,nonexistent,34870
cellular,jul,fri,1,999,0,nonexistent,39224
telephone,may,fri,1,999,0,nonexistent,29420
cellular,nov,mon,1,999,1,failure,33673
telephone,jun,mon,4,999,0,nonexistent,5809
cellular,jul,thu,2,999,0,nonexistent,26680
cellular,apr,mon,2,999,0,nonexistent,9736
cellular,jun,thu,1,999,0,nonexistent,13480
cellular,jul,fri,2,999,0,nonexistent,21053
cellular,jul,fri,5,999,0,nonexistent,25584
cellular,apr,tue,1,999,1,failure,7862
cellular,aug,mon,2,999,0,nonexistent,14012
telephone,jun,fri,2,999,0,nonexistent,25956
cellular,may,thu,2,999,0,nonexistent,33280
cellular,may,thu,1,6,1,success,16548
cellular,jul,wed,3,999,0,nonexistent,14172
telephone,may,fri,1,999,0,nonexistent,19578
cellular,sep,tue,1,999,0,nonexistent,4163
telephone,may,wed,8,999,0,nonexistent,35820
cellular,jul,thu,1,999,0,nonexistent,7380
cellular,oct,fri,2,16,1,success,228
